layer_id,router,expert_id,total_topk_fraction,dominant_source,dominant_weight,same_shape_action,tensor_pattern,tensor_rule,reason,weight_general,weight_code,route_mass_general,route_mass_code
,,0,0.0,general,0.8771238370737621,route_conditioned_output_space_expert_delta,.*experts\.0\..*,".*experts\.0\..*::general=0.877124,code=0.122876",explicit per-expert source weights supplied by calibration/search,0.8771238370737621,0.1228761629262379,0.0,0.0
,,1,0.0,code,0.6564355957873068,route_conditioned_output_space_expert_delta,.*experts\.1\..*,".*experts\.1\..*::general=0.343564,code=0.656436",explicit per-expert source weights supplied by calibration/search,0.3435644042126932,0.6564355957873068,0.0,0.0
,,2,0.0,general,0.407054748467079,route_conditioned_output_space_expert_delta,.*experts\.2\..*,".*experts\.2\..*::general=0.407055,code=0.163364",explicit per-expert source weights supplied by calibration/search,0.407054748467079,0.1633641784126956,0.0,0.0
,,3,0.0,code,0.649234837274603,route_conditioned_output_space_expert_delta,.*experts\.3\..*,".*experts\.3\..*::general=0.25332,code=0.649235",explicit per-expert source weights supplied by calibration/search,0.2533199043394669,0.649234837274603,0.0,0.0
