nonbase_mass_retention,mean_scale,min_scale,max_predicted_relative_delta,hard_cap_violation_count,risk_weighted_predicted_delta,router_coupled_weighted_scale,router_coupled_weighted_predicted_delta,changed_group_count,route_mass_weighted_scale,candidate_id,pressure_quantile,extra_shrink_strength,extra_shrink_cap,retention_delta_vs_base,risk_delta_reduction_vs_base,router_coupled_delta_reduction_vs_base,passes_hard_cap,passes_retention_gate,ablation_only
0.9641582663790492,0.9618558820759532,0.4306440943988023,0.6490000000000001,0,0.23014562408831904,0.9737223927747458,0.2238548942744442,234,0.9793383951078429,router_q0.95_s0.0050_cap0.0100,0.95,0.005,0.01,-0.000876238405862928,0.00027785737133795285,0.00033195069414396206,True,False,True
0.9641582663790492,0.9618558820759532,0.4306440943988023,0.6490000000000001,0,0.23014562408831904,0.9737223927747458,0.2238548942744442,234,0.9793383951078429,router_q0.95_s0.0075_cap0.0050,0.95,0.0075,0.005,-0.000876238405862928,0.00027785737133795285,0.00033195069414396206,True,False,True
0.9641582663790492,0.9618558820759532,0.4306440943988023,0.6490000000000001,0,0.23014562408831904,0.9737223927747458,0.2238548942744442,234,0.9793383951078429,router_q0.95_s0.0100_cap0.0050,0.95,0.01,0.005,-0.000876238405862928,0.00027785737133795285,0.00033195069414396206,True,False,True
0.9641419712939351,0.9617307619592763,0.4306440943988023,0.6490000000000001,0,0.23014986875243298,0.9737147213506087,0.22385805712203052,810,0.9793109345892895,router_q0.80_s0.0030_cap0.0030,0.8,0.003,0.003,-0.0008925334909770655,0.000273612707224008,0.0003287878465576266,True,False,True
0.9641419712939351,0.9617307619592763,0.4306440943988023,0.6490000000000001,0,0.23014986875243298,0.9737147213506087,0.22385805712203052,810,0.9793109345892895,router_q0.80_s0.0030_cap0.0050,0.8,0.003,0.005,-0.0008925334909770655,0.000273612707224008,0.0003287878465576266,True,False,True
0.9641419712939351,0.9617307619592763,0.4306440943988023,0.6490000000000001,0,0.23014986875243298,0.9737147213506087,0.22385805712203052,810,0.9793109345892895,router_q0.80_s0.0030_cap0.0075,0.8,0.003,0.0075,-0.0008925334909770655,0.000273612707224008,0.0003287878465576266,True,False,True
0.9641419712939351,0.9617307619592763,0.4306440943988023,0.6490000000000001,0,0.23014986875243298,0.9737147213506087,0.22385805712203052,810,0.9793109345892895,router_q0.80_s0.0030_cap0.0100,0.8,0.003,0.01,-0.0008925334909770655,0.000273612707224008,0.0003287878465576266,True,False,True
0.9641966516082761,0.9617783881223625,0.4306440943988023,0.6490000000000001,0,0.2301650953333303,0.9737981513132454,0.22387659534068038,638,0.9793701320456194,router_q0.85_s0.0030_cap0.0030,0.85,0.003,0.003,-0.0008378531766360942,0.00025838612632669844,0.000310249627907766,True,False,True
0.9641966516082761,0.9617783881223625,0.4306440943988023,0.6490000000000001,0,0.2301650953333303,0.9737981513132454,0.22387659534068038,638,0.9793701320456194,router_q0.85_s0.0030_cap0.0050,0.85,0.003,0.005,-0.0008378531766360942,0.00025838612632669844,0.000310249627907766,True,False,True
0.9641966516082761,0.9617783881223625,0.4306440943988023,0.6490000000000001,0,0.2301650953333303,0.9737981513132454,0.22387659534068038,638,0.9793701320456194,router_q0.85_s0.0030_cap0.0075,0.85,0.003,0.0075,-0.0008378531766360942,0.00025838612632669844,0.000310249627907766,True,False,True
0.9641966516082761,0.9617783881223625,0.4306440943988023,0.6490000000000001,0,0.2301650953333303,0.9737981513132454,0.22387659534068038,638,0.9793701320456194,router_q0.85_s0.0030_cap0.0100,0.85,0.003,0.01,-0.0008378531766360942,0.00025838612632669844,0.000310249627907766,True,False,True
0.9642749674173555,0.961829561267256,0.4306440943988023,0.6490000000000001,0,0.23018632202603417,0.9739001779059301,0.22390312552298483,436,0.9794403466358376,router_q0.90_s0.0050_cap0.0030,0.9,0.005,0.003,-0.0007595373675566286,0.00023715943362281888,0.00028371944560331985,True,False,True
0.9642749674173555,0.961829561267256,0.4306440943988023,0.6490000000000001,0,0.23018632202603417,0.9739001779059301,0.22390312552298483,436,0.9794403466358376,router_q0.90_s0.0075_cap0.0030,0.9,0.0075,0.003,-0.0007595373675566286,0.00023715943362281888,0.00028371944560331985,True,False,True
0.9642749674173555,0.961829561267256,0.4306440943988023,0.6490000000000001,0,0.23018632202603417,0.9739001779059301,0.22390312552298483,436,0.9794403466358376,router_q0.90_s0.0100_cap0.0030,0.9,0.01,0.003,-0.0007595373675566286,0.00023715943362281888,0.00028371944560331985,True,False,True
0.9642765713752843,0.9618304795238858,0.4306440943988023,0.6490000000000001,0,0.23018680894114227,0.9739025461053955,0.22390371520236593,436,0.9794418723111492,router_q0.90_s0.0040_cap0.0030,0.9,0.004,0.003,-0.0007579334096278201,0.00023667251851472448,0.00028312976622221764,True,False,True
0.9643139207319306,0.9618494407572725,0.4306440943988023,0.6490000000000001,0,0.2301980235266296,0.9739562998233839,0.22391709492121753,436,0.9794776442003782,router_q0.90_s0.0030_cap0.0030,0.9,0.003,0.003,-0.0007205840529815877,0.0002254579330273898,0.00026975004737062047,True,False,True
0.9643139207319306,0.9618494407572725,0.4306440943988023,0.6490000000000001,0,0.2301980235266296,0.9739562998233839,0.22391709492121753,436,0.9794776442003782,router_q0.90_s0.0030_cap0.0050,0.9,0.003,0.005,-0.0007205840529815877,0.0002254579330273898,0.00026975004737062047,True,False,True
0.9643139207319306,0.9618494407572725,0.4306440943988023,0.6490000000000001,0,0.2301980235266296,0.9739562998233839,0.22391709492121753,436,0.9794776442003782,router_q0.90_s0.0030_cap0.0075,0.9,0.003,0.0075,-0.0007205840529815877,0.0002254579330273898,0.00026975004737062047,True,False,True
0.9643139207319306,0.9618494407572725,0.4306440943988023,0.6490000000000001,0,0.2301980235266296,0.9739562998233839,0.22391709492121753,436,0.9794776442003782,router_q0.90_s0.0030_cap0.0100,0.9,0.003,0.01,-0.0007205840529815877,0.0002254579330273898,0.00026975004737062047,True,False,True
