layer,tensor_count,changed_tensors,numel,changed_numel,changed_numel_fraction,delta_norm,base_norm,relative_delta_norm,max_abs_delta
,3,0,622331904,0,0.0,0.0,593.5562858340605,0.0,0.0
0.0,393,279,623120640,438829056,0.704244134811519,126.36909271832216,484.47723049731036,0.2608359789965892,0.388671875
1.0,393,288,623120640,452984832,0.7269616875473744,130.9037607506807,561.1197770441117,0.23329022805123809,0.49560546875
2.0,393,252,623120640,396361728,0.6360914766039526,136.81352376228077,570.8032826672281,0.23968594420652886,0.259765625
3.0,393,246,623120640,386924544,0.6209464414467156,139.9888568402982,579.0934898903281,0.24173792191449098,0.279296875
4.0,393,240,623120640,377487360,0.6058014062894788,149.81538832819996,575.8721438062372,0.2601539073204557,0.1953125
5.0,393,201,623120640,316145664,0.5073586777674384,122.36746886860992,576.4713025942573,0.2122698360142601,0.1435546875
6.0,393,204,623120640,320864256,0.5149311953460569,142.01157580795933,576.3329774147337,0.24640543118837827,0.213134765625
7.0,393,201,623120640,316145664,0.5073586777674384,133.89277427240182,579.2568438915521,0.23114577874106068,0.193359375
8.0,393,222,623120640,349175808,0.5603663008177678,155.3484785871652,575.7056485538407,0.26984011530440427,0.267578125
9.0,393,204,623120640,320864256,0.5149311953460569,145.23094945995433,571.6972257563172,0.2540347283788609,0.458984375
10.0,393,222,623120640,349175808,0.5603663008177678,151.7393621042119,569.0760725301761,0.26664161336033976,0.353515625
11.0,393,204,623120640,320864256,0.5149311953460569,147.823125036372,569.0495869168045,0.25977195737422415,0.20361328125
12.0,393,222,623120640,349175808,0.5603663008177678,162.38787561249416,566.3165190642196,0.28674402060675114,0.2890625
13.0,393,216,623120640,339738624,0.5452212656605309,148.106271458729,564.3331119272542,0.26244476591659,0.232421875
14.0,393,198,623120640,311427072,0.49978616018881994,141.90605294021336,564.2299081067202,0.2515039541529812,0.626953125
15.0,393,225,623120640,353894400,0.5679388183963863,149.89958528864665,568.2647795309686,0.26378475437518756,0.44140625
16.0,393,195,623120640,306708480,0.49221364261020145,145.49708954449872,569.0250223922943,0.2556954155246109,0.3759765625
17.0,393,201,623120640,316145664,0.5073586777674384,161.63753645293733,566.7738791097579,0.28518875412329225,0.296875
18.0,393,210,623120640,330301440,0.5300762305032939,144.19442192034512,573.0193889692871,0.25163969090071003,0.291015625
19.0,393,183,623120640,287834112,0.4619235722957275,153.38542390258806,578.3037871831272,0.2652333035025009,0.400390625
20.0,393,213,623120640,335020032,0.5376487480819123,164.07486095038954,582.9986216298162,0.2814326738744356,0.310546875
21.0,393,201,623120640,316145664,0.5073586777674384,153.13249478429555,584.602033037154,0.26194314444774314,0.34375
22.0,393,222,623120640,349175808,0.5603663008177678,178.89659379112086,582.090395694488,0.3073347286166448,0.296875
23.0,393,219,623120640,344457216,0.5527937832391493,162.37101129297628,575.5921053770496,0.2820938817196127,0.3466796875
24.0,393,213,623120640,335020032,0.5376487480819123,160.87543591452868,578.6655167992692,0.27801109837055327,0.259765625
25.0,393,228,623120640,358612992,0.5755113359750048,158.15139288417043,581.7427690201666,0.2718579435899924,0.2657470703125
26.0,393,207,623120640,325582848,0.5225037129246753,165.27999293743108,588.3087731898548,0.28094089442397807,0.53125
27.0,393,198,623120640,311427072,0.49978616018881994,144.769737141605,590.751284800911,0.2450603847444764,0.18359375
28.0,393,207,623120640,325582848,0.5225037129246753,143.99304867355963,588.096575270023,0.24484592281028944,0.2373046875
29.0,393,207,623120640,325582848,0.5225037129246753,149.84463915993663,589.1473318327529,0.25434153914232527,0.22607421875
30.0,393,204,623120640,320864256,0.5149311953460569,155.76774581259787,592.2935107806794,0.26299080266350777,0.27392578125
31.0,393,180,623120640,283115520,0.454351054717109,150.33831812541692,597.8105916097982,0.25148152313692274,0.256103515625
32.0,393,219,623120640,344457216,0.5527937832391493,154.99715818753336,601.763806833277,0.2575714199283448,0.4423828125
33.0,393,213,623120640,335020032,0.5376487480819123,142.47868846008546,599.7329051168182,0.23757023709134809,0.2724609375
34.0,393,210,623120640,330301440,0.5300762305032939,152.6892521469199,598.2708775455804,0.2552175910238702,0.186767578125
35.0,393,231,623120640,363331584,0.5830838535536232,143.97962473807172,600.2657920415554,0.23985978652620646,0.4332275390625
36.0,393,225,623120640,353894400,0.5679388183963863,159.57819187129664,603.3425041063762,0.2644902203726744,0.3155517578125
37.0,393,213,623120640,335020032,0.5376487480819123,149.73204800106151,607.1224062956302,0.2466257981066037,0.4541015625
38.0,393,195,623120640,306708480,0.49221364261020145,119.25580039802512,610.3746469384555,0.19538131374917636,0.1513671875
39.0,393,207,623120640,325582848,0.5225037129246753,136.27535677324116,615.2276285716415,0.22150396120802998,0.2532958984375
40.0,393,204,623120640,320864256,0.5149311953460569,135.18192139718568,621.2178076280172,0.2176079303221328,0.39166259765625
41.0,393,219,623120640,344457216,0.5527937832391493,138.4210044117803,627.5446647219688,0.22057554177933641,0.466796875
42.0,393,240,623120640,377487360,0.6058014062894788,131.15723840869595,634.5225239356384,0.206702257935921,0.220703125
43.0,393,228,623120640,358612992,0.5755113359750048,150.78680731063952,638.3708746160373,0.23620564989173992,0.3369140625
44.0,393,204,623120640,320864256,0.5149311953460569,143.21720494896252,641.0560942578328,0.22340822625634466,0.447265625
45.0,393,183,623120640,287834112,0.4619235722957275,139.38448373919329,645.7194839456383,0.21585918840096166,0.21875
46.0,393,216,623120640,339738624,0.5452212656605309,159.7335410388788,649.0284195718446,0.24611178219938798,0.3115234375
47.0,393,234,623120640,368050176,0.5906563711322418,135.8665121185747,648.1137323943252,0.20963374995410652,0.5859375
