feature,decile,group_count,route_mass_sum,mean_feature_value,mean_selected_scale,mean_scale_delta,mean_selected_expected_delta_norm,hard_cap_bound_fraction,mean_benefit_term,mean_curvature_delta_term,mean_interference_term
interference_score,9,524,55.0205285675345,0.43803915068551913,0.9569873956026592,-0.006551508874809796,0.21119870712485575,0.0057251908396946565,0.6490238487699828,0.07810602469422145,0.4810146400690881
interference_score,10,525,110.75281694239654,0.5043721482354405,0.9631469822341165,-0.006640466152884725,0.2025060540150292,0.0,0.7458524617409112,0.06132813079172383,0.5481768000883835
load_pressure,1,524,6.911593139260111,0.006014004386407398,0.7615098013479727,-0.00020286908228507407,0.5104325396348949,0.12595419847328243,0.9505622604654898,0.556241845400059,0.33946524699875497
load_pressure,2,524,13.216927092304168,0.042841782520261884,0.9528111350606395,-0.0058699541987125604,0.21609374191116867,0.04198473282442748,0.43757066947261014,0.09397009873228741,0.33549958533448065
load_pressure,3,524,21.071835871013846,0.09566873477032668,0.9611055672143334,-0.005196189744801899,0.21037798786538064,0.04770992366412214,0.4407608577821454,0.07478864360821864,0.3217939399865778
load_pressure,4,525,30.166290846250398,0.15543157117690312,0.9682699666504382,-0.004411692338512136,0.2062573625860339,0.05904761904761905,0.4444803267233457,0.06250622509711187,0.30556054023305823
load_pressure,5,524,42.72739318685565,0.21853170440913028,0.9739774699617239,-0.004248229606500607,0.2073529735397169,0.10305343511450382,0.4786240983616351,0.0509414147410486,0.3170576959771475
load_pressure,6,524,62.68374927335581,0.28206195838631737,0.9785461112843631,-0.0032373958900137815,0.2248201603877488,0.15458015267175573,0.547029639087021,0.050765603614858185,0.3152520617408866
load_pressure,7,525,70.34015487073628,0.3556175180914482,0.9800118385788605,-0.003174374265084706,0.21765093173469713,0.21714285714285714,0.6119032493898161,0.05168381482465501,0.3212632485214034
load_pressure,8,524,84.11213293369111,0.4610976978240915,0.9765798490902265,-0.003861104405123786,0.195266778867569,0.13549618320610687,0.6670412549463326,0.042754707150405254,0.39664992846852576
load_pressure,9,524,94.69478171879089,0.6326661658669213,0.9774662905065278,-0.0036460282946730546,0.20633112667194028,0.13740458015267176,0.7314558569433809,0.05178206037353874,0.40927830123627207
load_pressure,10,525,150.0751410677405,0.9516595573975105,0.9781144645073275,-0.0026863305295492077,0.21426197675821737,0.19047619047619047,0.8268457444138971,0.0634321059378867,0.42480255111286686
route_mass_pressure,1,524,3.144753801942835,0.006766846642565523,0.9336992733955847,-0.007521764359104034,0.08957994953596608,0.022900763358778626,0.35041267327148384,0.07529932368687697,0.35427128997474894
route_mass_pressure,2,524,8.239813104662707,0.03499157245835271,0.8814131238022922,-0.0054284049472561125,0.25901178927850244,0.08015267175572519,0.5384484031068496,0.2348709751810287,0.3583363108712636
route_mass_pressure,3,524,15.103477968140899,0.07561499625622371,0.9251203345293967,-0.004674437161086205,0.23520280084359643,0.10114503816793893,0.487819279173946,0.15739812063618033,0.3093592859172012
route_mass_pressure,4,525,22.59488976940041,0.11854355176540124,0.9542720206837244,-0.006082198199620343,0.1400657355568062,0.05333333333333334,0.3750811685159026,0.06598152663080688,0.3237262858481538
route_mass_pressure,5,524,31.37720959785013,0.17121196011114115,0.9615053492667404,-0.00586897758811478,0.18020679325723715,0.05343511450381679,0.4026372138653398,0.05958984928614005,0.33052319624359305
route_mass_pressure,6,524,43.30267563058915,0.24162398345985145,0.9659692703794478,-0.005759532035705097,0.1676564024976853,0.04007633587786259,0.407414779733278,0.045961464068553726,0.3383987741025
route_mass_pressure,7,525,59.26838535444888,0.3360036567989714,0.9658484221718991,-0.004594857493624206,0.20753666503681203,0.09904761904761905,0.5144712643531785,0.06777704816869835,0.3413672803474922
route_mass_pressure,8,524,81.07431920826423,0.4658128387004882,0.9721773997797365,-0.004283476761445359,0.21131123890707026,0.1316793893129771,0.5707431480987126,0.05780381830557442,0.362037011166021
route_mass_pressure,9,524,109.11066074411525,0.6330518392476606,0.9802921253898044,-0.002710265767001659,0.2313899253543386,0.2633587786259542,0.6769793111264437,0.05660597715489151,0.3504245257111365
route_mass_pressure,10,525,202.7838148205843,0.9505778719568736,0.9860035708385724,-0.0018600080020495582,0.23025636621225581,0.3676190476190476,0.887663599562531,0.05316766081077675,0.42241721590800124
