case_type,layer_id,expert_id,total_topk_fraction,dominant_source,dominant_category,prior_scale,selected_scale,scale_delta,delta_norm,selected_expected_delta_norm,benefit_score,curvature_score,interference_score,benefit_term,curvature_delta_term,interference_term,solver_gradient_at_prior,objective_unconstrained_scale,hard_cap_scale,mechanistic_binding,mechanistic_reason,trust_risk_flags,tensor_pattern
benefit_gradient_restored,8,43,0.288098451881822,instruct,general,0.9937577410118053,0.9960154186676125,0.0022576776558072,0.4446712785369866,0.44289944966147926,0.4862274566794754,0.4769879609514635,0.2881237001548685,0.9218190666140251,0.15698654117072328,0.3292252464068044,0.11147220178438855,1.1304601436972963,1.0,benefit_gradient_restore,balanced,high_load_expert|shared_mixed_expert,.*layers\.8\..*experts\.43\..*
benefit_gradient_restored,32,82,0.2874528290234976,instruct,general,0.9963807461596292,0.9972968492347984,0.0009161030751692056,0.0883399245194713,0.08810112838490865,0.3494679040770486,0.4020864004900214,0.2885027592687251,0.7084338754442641,0.005406701063334365,0.32960904375958416,0.046214532680244114,1.0659155174684296,1.0,benefit_gradient_restore,balanced,high_load_expert,.*layers\.32\..*experts\.82\..*
cost_gradient_shrunk,25,104,1.3000191310821172,instruct,general,0.9740420766266146,0.9683968136464942,-0.005645262980120358,0.2416742065219818,0.23403653153643195,0.436743107477835,0.6221952003656155,0.5494454085926266,0.8856261273384278,0.05782022723959937,0.5938134762000346,-0.327491829846555,0.711090877089349,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.25\..*experts\.104\..*
cost_gradient_shrunk,20,38,1.1554961346703905,instruct,general,0.9748585800242602,0.969027742618276,-0.005830837405984224,0.1932424042460538,0.18725725076468186,0.4218608525325605,0.5984055175913912,0.5507688781256328,0.8610704066787248,0.035768539808788864,0.5951534891022033,-0.33417983181412814,0.7022980183749641,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.20\..*experts\.38\..*
cost_gradient_shrunk,21,10,1.036648292845456,instruct,general,0.9862503658970988,0.9832824017035926,-0.0029679641935062007,0.2678450391589006,0.2633673133885566,0.4556733814968262,0.5250110689954568,0.4751244973784589,0.9168610794697633,0.061608625731057,0.5185635535956897,-0.16676743914920678,0.8344691557733178,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.21\..*experts\.10\..*
cost_gradient_shrunk,18,8,0.9657491055361952,instruct,general,0.9857864086843356,0.9830862021432238,-0.002700206541111805,0.2995347196988089,0.29446844999873717,0.4683923844856162,0.5194491762746962,0.4716365621635642,0.9378474344012667,0.07637561550510902,0.5150320191906089,-0.15286573842927476,0.8476263762846112,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.18\..*experts\.8\..*
cost_gradient_shrunk,11,21,0.9516968845832507,instruct,general,0.9764251326598168,0.970279210591765,-0.006145922068051757,0.3216363035516597,0.31207701870775767,0.4574295006942337,0.6679843282851208,0.5608135290307382,0.9197586761454856,0.1088064285210125,0.6053236981436225,-0.3685891997814198,0.6970753040782951,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.11\..*experts\.21\..*
cost_gradient_shrunk,8,38,0.940027549156442,instruct,general,0.9861129646925304,0.9846221549389632,-0.0014908097535671905,0.2619975878934718,0.2579686295804806,0.4398078280445066,0.6108108905835905,0.4167942007658556,0.890682916273436,0.0668988469165657,0.45950412827542886,-0.08153286043825025,0.9034146453970308,1.0,cost_gradient_shrink,balanced,high_load_expert|shared_mixed_expert,.*layers\.8\..*experts\.38\..*
cost_gradient_shrunk,23,21,0.939254640138782,instruct,general,0.9795711083416896,0.9743795467434494,-0.005191561598240191,0.2930931709551156,0.28558399106884585,0.4551368096490885,0.6121358803495616,0.5365809508687647,0.915975735920996,0.08387485904361804,0.5807882127546243,-0.3040323592740367,0.7354568960518141,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.23\..*experts\.21\..*
cost_gradient_shrunk,34,98,0.8935797047316788,instruct,general,0.9796510859131404,0.9767221864217188,-0.0029288994914216104,0.2413342296258634,0.23571649641857445,0.4418273304247519,0.5258786579556013,0.4710817913424782,0.8940150952008407,0.05008458439668609,0.5144703137342592,-0.1630531253305635,0.8285395794000446,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.34\..*experts\.98\..*
cost_gradient_shrunk,10,53,0.8934067070767567,instruct,general,0.9897687316111298,0.9886087513938628,-0.0011599802172669316,0.3167680319831535,0.3131596485803566,0.4738333405623262,0.4878231835852106,0.4274360245520129,0.9468250119278381,0.08113264649793107,0.4702789748589132,-0.06441239358765105,0.926723819750114,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.10\..*experts\.53\..*
cost_gradient_shrunk,24,65,0.8475520903364337,instruct,general,0.9725490555598308,0.9675250800439268,-0.0050239755159040556,0.2771442667146057,0.26814402883676425,0.4521303268462217,0.6013668297545594,0.5376696660844774,0.9110150392962658,0.07387831620352424,0.5818905369105334,-0.2926694315769064,0.7360789621433446,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.24\..*experts\.65\..*
cost_gradient_shrunk,26,107,0.8161405545580667,instruct,general,0.9866893283475672,0.984273284794032,-0.0024160435535351965,0.2965945995164206,0.2919301407181977,0.4678054402568392,0.5155672949068335,0.4631989264437233,0.9368789764237846,0.07442262370055192,0.5064889130242699,-0.13604744298398908,0.8615767784903541,1.0,cost_gradient_shrink,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer,.*layers\.26\..*experts\.107\..*
