alpha,beta,living_loss,object_loss,living_acc,object_acc,avg_loss,worst_loss,avg_acc,worst_acc
0.125,0.35,0.995619748433431,0.4166892719268799,0.7283333333333334,0.86,0.7061545101801554,0.995619748433431,0.7941666666666667,0.7283333333333334
0.125,0.42499999999999993,1.0671740214029948,0.39901875495910644,0.7016666666666667,0.865,0.7330963881810506,1.0671740214029948,0.7833333333333333,0.7016666666666667
0.125,0.5,1.155616340637207,0.3862545394897461,0.6816666666666666,0.8675,0.7709354400634766,1.155616340637207,0.7745833333333334,0.6816666666666666
0.125,0.575,1.2634740447998047,0.37763447761535646,0.66,0.87,0.8205542612075806,1.2634740447998047,0.765,0.66
0.125,0.6499999999999999,1.3933501307169596,0.3725693416595459,0.6366666666666667,0.8675,0.8829597361882527,1.3933501307169596,0.7520833333333334,0.6366666666666667
0.125,0.725,1.5478736114501954,0.3706096744537353,0.6016666666666667,0.865,0.9592416429519653,1.5478736114501954,0.7333333333333334,0.6016666666666667
0.125,0.8,1.7295236460367838,0.37142166137695315,0.57,0.8625,1.0504726537068685,1.7295236460367838,0.71625,0.57
0.125,0.875,1.9403142547607422,0.3747554779052734,0.5266666666666666,0.8725,1.1575348663330078,1.9403142547607422,0.6995833333333333,0.5266666666666666
0.125,0.95,2.1814039103190104,0.38040426254272464,0.495,0.875,1.2809040864308674,2.1814039103190104,0.685,0.495
0.125,1.025,2.4527005767822265,0.3881801414489746,0.44166666666666665,0.8725,1.4204403591156005,2.4527005767822265,0.6570833333333334,0.44166666666666665
0.125,1.0999999999999999,2.752686106363932,0.39792623519897463,0.41333333333333333,0.8725,1.5753061707814533,2.752686106363932,0.6429166666666667,0.41333333333333333
0.125,1.175,3.0788618977864584,0.4095411491394043,0.365,0.8725,1.7442015234629313,3.0788618977864584,0.61875,0.365
0.125,1.25,3.4285020446777343,0.4229850959777832,0.3466666666666667,0.8725,1.9257435703277588,3.4285020446777343,0.6095833333333334,0.3466666666666667
0.19999999999999996,-0.25,0.7596022923787434,1.0165737533569337,0.7716666666666666,0.7175,0.8880880228678385,1.0165737533569337,0.7445833333333334,0.7175
0.19999999999999996,-0.175,0.7637566630045572,0.8811361503601074,0.775,0.75,0.8224464066823323,0.8811361503601074,0.7625,0.75
0.19999999999999996,-0.1,0.7706911977132161,0.7691860389709473,0.775,0.7725,0.7699386183420818,0.7706911977132161,0.7737499999999999,0.7725
0.19999999999999996,-0.025000000000000022,0.7810963567097982,0.6779580879211425,0.7666666666666667,0.7925,0.7295272223154703,0.7810963567097982,0.7795833333333333,0.7666666666666667
0.19999999999999996,0.04999999999999999,0.7958131154378255,0.604359130859375,0.765,0.8025,0.7000861231486002,0.7958131154378255,0.78375,0.765
0.19999999999999996,0.125,0.81587340037028,0.5454364967346191,0.76,0.835,0.6806549485524496,0.81587340037028,0.7975,0.76
0.19999999999999996,0.19999999999999996,0.8425629297892253,0.4986648178100586,0.7616666666666667,0.8475,0.670613873799642,0.8425629297892253,0.8045833333333334,0.7616666666666667
0.19999999999999996,0.275,0.8774779256184896,0.46198486328125,0.7533333333333333,0.8525,0.6697313944498697,0.8774779256184896,0.8029166666666667,0.7533333333333333
0.19999999999999996,0.35,0.9225268046061198,0.43369879722595217,0.7383333333333333,0.8625,0.678112800916036,0.9225268046061198,0.8004166666666667,0.7383333333333333
0.19999999999999996,0.42499999999999993,0.97991455078125,0.41236326217651365,0.73,0.8625,0.6961389064788819,0.97991455078125,0.79625,0.73
0.19999999999999996,0.5,1.0521192042032879,0.39676857948303224,0.7083333333333334,0.8625,0.72444389184316,1.0521192042032879,0.7854166666666667,0.7083333333333334
0.19999999999999996,0.575,1.1418054072062174,0.3859600257873535,0.685,0.8675,0.7638827164967854,1.1418054072062174,0.7762500000000001,0.685
0.19999999999999996,0.6499999999999999,1.2517614364624023,0.3792129135131836,0.66,0.8675,0.815487174987793,1.2517614364624023,0.76375,0.66
0.19999999999999996,0.725,1.3848571904500326,0.37596960067749025,0.64,0.865,0.8804133955637614,1.3848571904500326,0.7525,0.64
0.19999999999999996,0.8,1.5438833363850912,0.3757947826385498,0.605,0.865,0.9598390595118205,1.5438833363850912,0.735,0.605
0.19999999999999996,0.875,1.7312915802001954,0.37835724830627443,0.57,0.87,1.0548244142532348,1.7312915802001954,0.72,0.57
0.19999999999999996,0.95,1.9488674672444661,0.383406867980957,0.535,0.875,1.1661371676127117,1.9488674672444661,0.7050000000000001,0.535
0.19999999999999996,1.025,2.1973792266845704,0.39074115753173827,0.48833333333333334,0.8725,1.2940601921081543,2.1973792266845704,0.6804166666666667,0.48833333333333334
0.19999999999999996,1.0999999999999999,2.476249491373698,0.40019387245178223,0.43833333333333335,0.87,1.43822168191274,2.476249491373698,0.6541666666666667,0.43833333333333335
0.19999999999999996,1.175,2.7835445912679035,0.4116478252410889,0.4083333333333333,0.87,1.597596208254496,2.7835445912679035,0.6391666666666667,0.4083333333333333
0.19999999999999996,1.25,3.1165535481770834,0.4250440788269043,0.36333333333333334,0.87,1.7707988135019939,3.1165535481770834,0.6166666666666667,0.36333333333333334
0.275,-0.25,0.746046028137207,1.1584388351440429,0.78,0.68,0.9522424316406249,1.1584388351440429,0.73,0.68
0.275,-0.175,0.7479730606079101,0.9989762496948242,0.78,0.7175,0.8734746551513672,0.9989762496948242,0.74875,0.7175
0.275,-0.1,0.7521117401123046,0.8649763679504394,0.7783333333333333,0.75,0.808544054031372,0.8649763679504394,0.7641666666666667,0.75
0.275,-0.025000000000000022,0.7590349706013998,0.7544676971435547,0.775,0.78,0.7567513338724772,0.7590349706013998,0.7775000000000001,0.775
