ablation,layer_id,expert_id,dominant_source,dominant_category,route_mass,baseline_scale,ablated_scale,scale_shift,abs_scale_shift,audit_max_relative_delta_norm,benefit_score,curvature_score,interference_score,feature_subspace_conflict,feature_expert_internal_geometry,feature_router_instability,trust_risk_flags,mechanistic_reason
no_category_prior,2,33,coder,code,0.0222590627763041,0.7324225402640796,0.7252143354832354,-0.007208204780844163,0.007208204780844163,0.8743841800172119,0.7159866514621076,0.4413488690076714,0.10190506788159866,0.3528671551820456,0.34573371237941,0.1538281911441329,delta_above_base_cap,preserve_benefit_but_delta_cap_limited
no_category_prior,9,114,instruct,code,0.3562177931449341,0.9980465879751884,0.9909579419339211,-0.007088646041267355,0.007088646041267355,0.2137212227938306,0.5365163927003892,0.5769200436507437,0.4875991303512541,0.604638370679434,0.5835037522336188,0.6618339212375192,high_load_expert|shared_mixed_expert,balanced
no_category_prior,0,114,instruct,code,0.3169714925415701,0.9977443837578296,0.9906639365056735,-0.0070804472521560635,0.0070804472521560635,0.1865770822506342,0.5118465807831545,0.5878801900321091,0.4690174099027338,0.8519012581937431,0.8234059312727753,0.0180180166030063,high_load_expert|shared_mixed_expert,balanced
no_category_prior,36,103,instruct,code,0.3960128712476803,0.9992494035337303,0.992198153584252,-0.0070512499494782555,0.0070512499494782555,0.2396378194508582,0.5756868088318028,0.35937648588939247,0.5059186669552314,0.1862918810627026,0.156213764256151,0.6074642918806942,high_load_expert|shared_mixed_expert|fragile_router_layer,route_important_fragile_boundary
no_category_prior,4,104,instruct,code,0.605926855576292,0.9984749126443707,0.9914258670134212,-0.007049045630949546,0.007049045630949546,0.2406740779957516,0.5474162696416598,0.5692354969146478,0.48536964833706714,0.5433402202759756,0.5291351370944128,0.6705629166978864,high_load_expert|shared_mixed_expert,balanced
no_category_prior,12,119,instruct,code,0.4105286006980595,0.9895320000519454,0.9825514818351919,-0.006980518216753495,0.006980518216753495,0.0,0.4702022828746768,0.6787322939516844,0.574199993776325,0.8729479874006986,0.8468744604317593,0.790471981734179,high_load_expert|shared_mixed_expert|fragile_router_layer,route_important_fragile_boundary
no_category_prior,9,10,instruct,code,1.0058141404387229,0.9987504430222646,0.991789902841312,-0.006960540180952601,0.006960540180952601,0.2785259045747854,0.5691314746100803,0.5449811018125449,0.49180264260993306,0.4649974565072948,0.4365637174021444,0.6618339212375192,high_load_expert|shared_mixed_expert,balanced
no_category_prior,36,56,instruct,code,0.5644459965090523,0.9953267598532304,0.988376028230883,-0.006950731622347384,0.006950731622347384,0.2127908260503242,0.5456349281604235,0.48184653375884456,0.5368761816422749,0.4238043532023778,0.4340968109419749,0.6074642918806942,high_load_expert|shared_mixed_expert|fragile_router_layer,route_important_fragile_boundary
no_category_prior,38,9,coder,code,0.013284703801945,0.8127559817049148,0.8058194239564018,-0.006936557748512984,0.006936557748512984,0.7924186202522243,0.7076739202971284,0.3993037643856763,0.15285252452237114,0.2597137136116488,0.2194052071615836,0.2676175064456176,delta_above_base_cap|low_route_evidence,preserve_benefit_but_delta_cap_limited
no_category_prior,4,81,instruct,code,0.4395579263154343,0.9966716467936505,0.9897397735960022,-0.0069318731976483194,0.0069318731976483194,0.2548840557464566,0.5501218013025702,0.6006589063708865,0.5088128617555013,0.6039269010303951,0.5895639259893273,0.6705629166978864,high_load_expert|shared_mixed_expert,balanced
no_delta_pressure,2,101,coder,code,0.0222590627763041,0.7261382544111462,0.7379205417279071,0.011782287316760898,0.011782287316760898,0.8749024290766019,0.7159866514621076,0.45922215359476326,0.1125953650537354,0.398073264445819,0.3870163073009393,0.1538281911441329,delta_above_base_cap,preserve_benefit_but_delta_cap_limited
no_delta_pressure,37,37,coder,code,0.013284703801945,0.7324608541259305,0.74323472244486,0.010773868318929458,0.010773868318929458,0.8663031409324625,0.7076739202971284,0.42903726252577207,0.14854750990324683,0.378623632432577,0.3643500519941689,0.0,delta_above_base_cap|low_route_evidence,preserve_benefit_but_delta_cap_limited
no_delta_pressure,5,89,coder,code,0.021761715296198,0.7442313992550877,0.7549766555089575,0.010745256253869795,0.010745256253869795,0.8565118760547469,0.7155259705477922,0.46742309496402706,0.13620486713693294,0.3357494920916978,0.3232566350541558,0.4737979619710419,delta_above_base_cap,preserve_benefit_but_delta_cap_limited
no_delta_pressure,0,10,coder,code,0.013284703801945,0.7688907677465291,0.7795864182473635,0.01069565050083443,0.01069565050083443,0.827914149791135,0.7076739202971284,0.42782159045036394,0.1452073263985065,0.3550959460946118,0.3479454618412018,0.0180180166030063,delta_above_base_cap|low_route_evidence,preserve_benefit_but_delta_cap_limited
