alpha,beta,vehicle_loss,animal_loss,vehicle_acc,animal_acc,avg_loss,worst_loss,avg_acc,worst_acc
-0.025000000000000022,0.275,2.032778591579861,1.464148676836932,0.2513888888888889,0.4212962962962963,1.7484636342083966,2.032778591579861,0.3363425925925926,0.2513888888888889
-0.025000000000000022,0.35,2.321473566691081,1.4291875627305772,0.175,0.42962962962962964,1.8753305647108292,2.321473566691081,0.3023148148148148,0.175
-0.025000000000000022,0.42499999999999993,2.6764695909288196,1.397627102887189,0.09166666666666666,0.44166666666666665,2.037048346908004,2.6764695909288196,0.26666666666666666,0.09166666666666666
-0.025000000000000022,0.5,3.096708509657118,1.3687769854510272,0.03888888888888889,0.4546296296296296,2.2327427475540724,3.096708509657118,0.24675925925925923,0.03888888888888889
-0.025000000000000022,0.575,3.5728416442871094,1.3420532932987919,0.015277777777777777,0.46111111111111114,2.4574474687929504,3.5728416442871094,0.23819444444444446,0.015277777777777777
-0.025000000000000022,0.6499999999999999,4.08903562757704,1.3171993255615235,0.002777777777777778,0.475,2.7031174765692816,4.08903562757704,0.23888888888888887,0.002777777777777778
-0.025000000000000022,0.725,4.625965711805556,1.2944022002043547,0.0,0.49074074074074076,2.960183956004955,4.625965711805556,0.24537037037037038,0.0
-0.025000000000000022,0.8,5.164811028374566,1.274278485333478,0.0,0.49907407407407406,3.219544756854022,5.164811028374566,0.24953703703703703,0.0
-0.025000000000000022,0.875,5.691288757324219,1.2577037669994213,0.0,0.5138888888888888,3.47449626216182,5.691288757324219,0.2569444444444444,0.0
-0.025000000000000022,0.95,6.195694986979166,1.246012564058657,0.0,0.5212962962962963,3.7208537755189117,6.195694986979166,0.26064814814814813,0.0
-0.025000000000000022,1.025,6.672231716579861,1.2405314692744502,0.0,0.5166666666666667,3.9563815929271557,6.672231716579861,0.25833333333333336,0.0
-0.025000000000000022,1.0999999999999999,7.118620300292969,1.242364650302463,0.0,0.5138888888888888,4.180492475297716,7.118620300292969,0.2569444444444444,0.0
-0.025000000000000022,1.175,7.532983567979601,1.2522863105491355,0.0,0.5101851851851852,4.392634939264369,7.532983567979601,0.2550925925925926,0.0
-0.025000000000000022,1.25,7.915636698404948,1.2705290370517306,0.0,0.512962962962963,4.59308286772834,7.915636698404948,0.2564814814814815,0.0
0.04999999999999999,-0.25,1.1394088533189561,1.9252476586235894,0.6097222222222223,0.28703703703703703,1.5323282559712728,1.9252476586235894,0.44837962962962963,0.28703703703703703
0.04999999999999999,-0.175,1.1652614169650608,1.8491625609221283,0.6013888888888889,0.3101851851851852,1.5072119889435944,1.8491625609221283,0.45578703703703705,0.3101851851851852
0.04999999999999999,-0.1,1.2041167577107748,1.776677421287254,0.5847222222222223,0.3314814814814815,1.4903970894990144,1.776677421287254,0.45810185185185187,0.3314814814814815
0.04999999999999999,-0.025000000000000022,1.2597905688815647,1.708430692884657,0.5736111111111111,0.35462962962962963,1.484110630883111,1.708430692884657,0.46412037037037035,0.35462962962962963
0.04999999999999999,0.04999999999999999,1.3373772515190971,1.644922708581995,0.5388888888888889,0.37037037037037035,1.491149980050546,1.644922708581995,0.4546296296296296,0.37037037037037035
0.04999999999999999,0.125,1.4434510548909505,1.586671362982856,0.4888888888888889,0.3972222222222222,1.515061208936903,1.586671362982856,0.44305555555555554,0.3972222222222222
0.04999999999999999,0.19999999999999996,1.5866956498887803,1.5340050520720305,0.4388888888888889,0.41759259259259257,1.5603503509804053,1.5866956498887803,0.4282407407407407,0.41759259259259257
0.04999999999999999,0.275,1.7778085072835286,1.4870012565895363,0.35694444444444445,0.43333333333333335,1.6324048819365324,1.7778085072835286,0.39513888888888893,0.35694444444444445
0.04999999999999999,0.35,2.0280281914605034,1.4454932460078487,0.23333333333333334,0.44351851851851853,1.736760718734176,2.0280281914605034,0.3384259259259259,0.23333333333333334
0.04999999999999999,0.42499999999999993,2.346218490600586,1.4089320147479023,0.15,0.45092592592592595,1.877575252674244,2.346218490600586,0.300462962962963,0.15
0.04999999999999999,0.5,2.7356447007921005,1.3766122606065538,0.06805555555555555,0.46111111111111114,2.056128480699327,2.7356447007921005,0.26458333333333334,0.06805555555555555
0.04999999999999999,0.575,3.190338219536675,1.3478379002323857,0.02361111111111111,0.4722222222222222,2.26908805988453,3.190338219536675,0.24791666666666667,0.02361111111111111
0.04999999999999999,0.6499999999999999,3.6961602952745225,1.3220896826850044,0.004166666666666667,0.4861111111111111,2.5091249889797633,3.6961602952745225,0.24513888888888888,0.004166666666666667
