from_candidate,to_candidate,delta_rule_change,total_relative_delta_norm_reduction,routed_relative_delta_norm_reduction,attention_relative_delta_norm_reduction,routed_max_tensor_relative_delta_reduction,routed_gt_1_reduction,routed_gt_075_reduction,routed_gt_065_reduction,changed_tensors_reduction
route_guarded,audit_gated,freeze_router_route_conditioned_experts_small_attention -> route_conditioned_experts_with_delta_cap,0.021793865619169184,0.02274245835124683,0.0,0.5771952166385672,182,675,10,0
audit_gated,trust_region,route_conditioned_experts_with_delta_cap -> route_load_category_fragility_trust_region,0.015183046145352458,0.015864612457633986,0.0,1.9838573301345086e-05,0,150,780,0
trust_region,expert_only,route_load_category_fragility_trust_region -> trust_region_experts_freeze_attention,0.0026275270880279644,0.0,0.188546444938151,0.0,0,0,0,288
expert_only,tail_trimmed,trust_region_experts_freeze_attention -> expert_only_second_stage_tail_cap_0_65,0.0028877384914612614,0.0029873287145018024,0.0,0.09993905471120235,0,14,286,0
tail_trimmed,searched_no_gt065,expert_only_second_stage_tail_cap_0_65 -> searched_source_route_expert_weights_uniform_cap_0_65,-0.004449533671788214,-0.004602985950140304,0.0,1.4099900409458854e-06,0,0,-165,0
searched_no_gt065,layer_chunk,searched_source_route_expert_weights_uniform_cap_0_65 -> importance_guided_layer_chunk_coefficients,0.004140548806901512,0.0042833450401507656,0.0,4.890788827416337e-05,0,0,156,0
layer_chunk,unified_mechanism,importance_guided_layer_chunk_coefficients -> unified_router_evidence_geometry_risk_cap,0.0030758754227471763,0.003181953975324614,0.0,0.006190975623648565,0,0,89,0
unified_mechanism,subspace_scaled,unified_router_evidence_geometry_risk_cap -> unified_plus_uncovered_subspace_conflict_shrink,0.0008490050585907849,0.0008782849270406179,0.0,0.020413857106682864,0,0,0,0
