layer_id,expert_id,total_topk_fraction,dominant_source,base_instruct_weight,base_coder_weight,layer_chunk_weight_instruct,layer_chunk_weight_coder,layer_chunk_coder_coefficient,base_expected_delta,layer_chunk_expected_relative_delta,mechanism_risk_score,layer_importance_score,chunk_policy,trust_risk_flags,tensor_pattern
0,40,0.002840909090909,instruct,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2536036033206013,0.3793871702695348,coarse_shared_coefficients,low_route_evidence,.*layers\.0\..*experts\.40\..*
0,41,0.0793957118729433,instruct,0.5624750342511953,0.2875249657488047,0.5624750342511953,0.2875249657488047,1.0,0.3003602238465148,0.3003602238465148,0.2853432763877738,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.41\..*
0,43,0.0723989799827532,instruct,0.6940309762051441,0.1559690237948559,0.6940309762051441,0.1559690237948559,1.0,0.1581821281327575,0.1581821281327575,0.2132943598341362,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.43\..*
0,44,0.0690980965873205,coder,0.4188816667217996,0.4311183332782004,0.4188816667217996,0.4311183332782004,1.0,0.4322113029965165,0.4322113029965165,0.3785150164874187,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.44\..*
0,45,0.0883044052026946,instruct,0.7684020349429294,0.0815979650570706,0.7684020349429294,0.0815979650570706,1.0,0.0892648753766983,0.0892648753766983,0.1781687530925462,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.45\..*
0,47,0.0439975611730684,instruct,0.7667273592952937,0.0832726407047063,0.7667273592952937,0.0832726407047063,1.0,0.0854794644575083,0.0854794644575083,0.1782224411051422,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.47\..*
0,48,0.0211290322580644,instruct,0.85,0.0,0.85,0.0,1.0,0.0,0.0,0.1293514192049528,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.48\..*
0,49,0.0479194323126815,instruct,0.5404457297922869,0.3095542702077131,0.5404457297922869,0.3095542702077131,1.0,0.3594384566932143,0.3594384566932143,0.308999194307761,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.49\..*
0,50,0.1550049719700022,instruct,0.5435724773012625,0.3064275226987375,0.5435724773012625,0.3064275226987375,1.0,0.3376256726171101,0.3376256726171101,0.3141686342109781,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.50\..*
0,51,0.0701776903111718,coder,0.2141409266409262,0.6094656608878988,0.2141409266409262,0.6094656608878988,1.0,0.65,0.65,0.404532311227107,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.51\..*
0,52,0.0351562499999999,instruct,0.85,0.0,0.85,0.0,1.0,0.0,0.0,0.1292990848896632,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.52\..*
0,53,0.201231262480567,instruct,0.6816564023036351,0.1683435976963649,0.6816564023036351,0.1683435976963649,1.0,0.1823745866354564,0.1823745866354564,0.215526832774887,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.53\..*
0,54,0.007840909090909,instruct,0.85,0.0,0.85,0.0,1.0,0.0,0.0,0.1571606027194253,0.3793871702695348,coarse_shared_coefficients,low_route_evidence,.*layers\.0\..*experts\.54\..*
0,55,0.0426950204967445,coder,0.0565586501464913,0.6654185512537297,0.0565586501464913,0.6654185512537297,1.0,0.65,0.65,0.431772866086679,0.3793871702695348,coarse_shared_coefficients,delta_above_base_cap|category_source_mismatch,.*layers\.0\..*experts\.55\..*
0,56,0.0265694076038903,coder,0.0,0.5909179296983341,0.0,0.5909179296983341,1.0,0.65,0.65,0.4108566963859963,0.3793871702695348,coarse_shared_coefficients,delta_above_base_cap,.*layers\.0\..*experts\.56\..*
0,57,0.0538776407708899,instruct,0.7162625225043636,0.1337374774956363,0.7162625225043636,0.1337374774956363,1.0,0.1362065173893042,0.1362065173893042,0.2065554929909257,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.57\..*
0,58,0.0227272727272726,instruct,0.85,0.0,0.85,0.0,1.0,0.0,0.0,0.1156333969984158,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.58\..*
0,59,0.0368794101013927,coder,0.3484340055626386,0.5015659944373614,0.3484340055626386,0.5015659944373614,1.0,0.4911487431480177,0.4911487431480177,0.371909108388945,0.3793871702695348,coarse_shared_coefficients,,.*layers\.0\..*experts\.59\..*
0,60,0.0907423876526695,instruct,0.85,0.0,0.85,0.0,1.0,0.0,0.0,0.118800584693252,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.60\..*
0,61,0.2353029074304445,instruct,0.5498479168991534,0.3001520831008467,0.5498479168991534,0.3001520831008467,1.0,0.3050426434762073,0.3050426434762073,0.2841202610556737,0.3793871702695348,coarse_shared_coefficients,shared_mixed_expert,.*layers\.0\..*experts\.61\..*
0,62,0.29525246982578,instruct,0.5998151137774429,0.2501848862225569,0.5998151137774429,0.2501848862225569,1.0,0.2634152454364752,0.2634152454364752,0.3256125487579925,0.3793871702695348,coarse_shared_coefficients,high_load_expert|shared_mixed_expert,.*layers\.0\..*experts\.62\..*
