layer_id,expert_id,total_topk_fraction,dominant_source,dominant_category,original_weight_instruct,original_weight_coder,prior_scale,prior_weight_instruct,prior_weight_coder,mechanistic_selected_scale,mechanistic_scale_delta_vs_prior,mechanistic_weight_instruct,mechanistic_weight_coder,audit_max_relative_delta_norm,mechanistic_expected_max_relative_delta_norm,benefit_score,curvature_score,interference_score,local_curvature_proxy,marginal_interference_proxy,marginal_benefit_proxy,route_mass_pressure,coder_route_share,category_coder_prior,feature_subspace_conflict,feature_subspace_route_conflict,feature_expert_route_geometry,feature_expert_internal_geometry,feature_router_instability,load_pressure,delta_pressure,mechanistic_reason,mechanistic_action,trust_risk_flags,feedback_action,tensor_pattern
0,12,0.3139700597071629,instruct,safety,0.6791503055385913,0.1708496944614086,1.0,0.6791503055385913,0.1708496944614086,0.9976990303102932,-0.0023009696897068332,0.6791503055385913,0.17045657449295723,0.1819758164878718,0.18155709564987357,0.3751198369847445,0.4416033566948485,0.3607023447850897,0.9948860420507273,0.5369481654598712,0.4673500602868116,0.9539715879100438,0.2009996405428337,0.12,0.4813136553451732,0.4813136553451732,0.6577055117833448,0.458242718394377,0.0180180166030063,0.7509937737757706,0.22965957714647187,balanced,shrink_from_prior,high_load_expert|shared_mixed_expert,unchanged,.*layers\.0\..*experts\.12\..*
0,13,0.0329662407484986,instruct,general,0.85,0.0,1.0,0.85,0.0,0.9911397012240465,-0.008860298775953512,0.85,0.0,0.0,0.0,0.08030445085844796,0.384027470925256,0.17615456279770075,0.8912494476654609,0.287808659776896,0.14728781202361235,0.08634816952815987,0.0,0.34,0.7261919127994151,0.4018085167412328,0.4755360946279006,0.6728615567236433,0.0180180166030063,0.09801815150954006,0.0,balanced,shrink_from_prior,,unchanged,.*layers\.0\..*experts\.13\..*
0,14,0.0416594108176767,instruct,math,0.85,0.0,1.0,0.85,0.0,0.9972075358207525,-0.0027924641792475002,0.85,0.0,0.0,0.0,0.11075672355703167,0.26717543085918366,0.1262414045112416,0.6809157755465306,0.2204258960901762,0.16655760112223048,0.11318907852343893,0.0,0.48,0.4298557486957411,0.2438857650082061,0.347763711873584,0.4099824864710122,0.0180180166030063,0.06482681978144123,0.0,balanced,shrink_from_prior,shared_mixed_expert,unchanged,.*layers\.0\..*experts\.14\..*
0,15,0.0043103448275862,instruct,general,0.0,0.0,1.0,0.0,0.0,0.982599641688876,-0.017400358311123965,0.0,0.0,0.0,0.0,0.2944,0.21303699935715772,0.39814859577343414,0.583466598842884,0.5875006042941362,0.26192000000000004,0.0,1.0,0.34,0.328583405500284,0.1665819833946315,0.2575007752983276,0.3108630801446856,0.0180180166030063,0.0,0.0,balanced,shrink_from_prior,low_route_evidence,unchanged,.*layers\.0\..*experts\.15\..*
0,16,0.1908892842303227,instruct,math,0.6725359017319894,0.1774640982680105,1.0,0.6725359017319894,0.1774640982680105,0.9940278335613947,-0.00597216643860532,0.6725359017319894,0.17640425313627692,0.1917031652399151,0.19055828203029487,0.32141261463055215,0.45893749990548643,0.3156070843099571,1.0260874998298757,0.4760695638184421,0.35979045817468547,0.5739491257526247,0.20878129208001237,0.48,0.6474182498961629,0.5235560858362617,0.598750559498309,0.6181145324903717,0.0180180166030063,0.3241340989072061,0.241935817167076,balanced,shrink_from_prior,shared_mixed_expert,unchanged,.*layers\.0\..*experts\.16\..*
0,17,0.0620432969537874,instruct,math,0.6089458963433018,0.2410541036566983,1.0,0.6089458963433018,0.2410541036566983,0.9861289476459165,-0.01387105235408348,0.6089458963433018,0.23771042956470956,0.2641377595508776,0.26047389085945705,0.2280184934761068,0.3940132066254598,0.3104530872833067,0.9092237719258276,0.469111667832464,0.24348217266051153,0.17612607715519418,0.2835930631255279,0.48,0.5676972843445734,0.3408050703190632,0.4247602547836011,0.5205081809307828,0.0180180166030063,0.1166882756065942,0.3333507019649171,balanced,shrink_from_prior,shared_mixed_expert,unchanged,.*layers\.0\..*experts\.17\..*
0,18,0.0485436921254494,instruct,math,0.555650879077711,0.2943491209222889,1.0,0.555650879077711,0.2943491209222889,0.9854313029845085,-0.01456869701549146,0.555650879077711,0.2900608377627958,0.314690071998594,0.3101054476858633,0.23726526834456924,0.3642380078327069,0.315306324406306,0.8556284140988724,0.4756635379485131,0.24485049369898995,0.13444488815437808,0.3462930834379869,0.48,0.4631624392225046,0.2679389863057854,0.3714126465976129,0.4356428831911551,0.0180180166030063,0.1166882756065942,0.39714941392889197,balanced,shrink_from_prior,shared_mixed_expert,unchanged,.*layers\.0\..*experts\.18\..*
0,19,0.0037878787878787,instruct,math,0.0,0.0,1.0,0.0,0.0,0.9714611290611206,-0.028538870938879413,0.0,0.0,0.0,0.0,0.0768,0.3088370023860464,0.45539905754044274,0.7559066042948834,0.6647887276795977,0.14224,0.0,0.0,0.48,0.5765271459709533,0.2917949728452695,0.3683699296651531,0.5229412068920328,0.0180180166030063,0.012965363956288245,0.0,balanced,shrink_from_prior,low_route_evidence,unchanged,.*layers\.0\..*experts\.19\..*
0,20,0.0398541114058355,coder,code,0.0,0.85,0.7555731607252647,0.0,0.642237186616475,0.7856114133329605,0.03003825260769577,0.0,0.6677697013330164,0.8189854067403062,0.6434042828883214,0.7322845184752194,0.43340524371081807,0.09011492870282126,0.9801294386794726,0.1716551537488087,0.6882186647601163,0.10761506158406464,1.0,1.0,0.3640421556359985,0.2054825828967817,0.3018612254480431,0.3421069252149449,0.0180180166030063,0.0,1.0,preserve_benefit_but_delta_cap_limited,restore_from_prior,delta_above_base_cap,unchanged,.*layers\.0\..*experts\.20\..*
0,21,0.1906991383546927,instruct,code,0.6566441731992878,0.1933558268007122,1.0,0.6566441731992878,0.1933558268007122,0.9982918524489982,-0.001708147551001793,0.6566441731992878,0.19302554651869064,0.2176586766993709,0.21728688356381257,0.41092232943057116,0.4515083568817181,0.31839940200137296,1.0127150423870925,0.4798391927018535,0.4320305493716179,0.5733620340354492,0.2274774432949556,1.0,0.6232723110419847,0.503838033054208,0.580349721129338,0.5858223567322994,0.0180180166030063,0.30338951657714525,0.2746925422168372,balanced,shrink_from_prior,shared_mixed_expert,unchanged,.*layers\.0\..*experts\.21\..*
0,22,0.043810664736172,instruct,math,0.7663721179417923,0.0836278820582076,1.0,0.7663721179417923,0.0836278820582076,0.9926902513473783,-0.007309748652621684,0.7663721179417923,0.08301658326001102,0.088153945934195,0.08750956274667923,0.14688016834571352,0.3120124747918038,0.1932737819470662,0.7616224546252468,0.3109196056285394,0.18870446860956921,0.11983125970620383,0.0983857435978916,0.48,0.4941296434797428,0.2820715733146556,0.3694239632493563,0.446926298129708,0.0180180166030063,0.0791334282849325,0.11125323319205696,balanced,shrink_from_prior,shared_mixed_expert,unchanged,.*layers\.0\..*experts\.22\..*
0,23,0.1667380268160645,instruct,code,0.6428307442145799,0.2071692557854201,1.0,0.6428307442145799,0.2071692557854201,0.9957344320939854,-0.004265567906014622,0.6428307442145799,0.20628556125682887,0.2335772342195629,0.23258089466570026,0.3943653649777228,0.4558647194118655,0.32620218425155145,1.020556494941358,0.49037294873959447,0.4055231378763302,0.4993800448282765,0.24372853621814133,1.0,0.6365533208779846,0.4899095472379965,0.5667893097832002,0.595057724030703,0.0180180166030063,0.3151924685925242,0.29478229512701437,balanced,shrink_from_prior,shared_mixed_expert,unchanged,.*layers\.0\..*experts\.23\..*
0,24,0.0230923961096374,coder,general,0.1840432660093814,0.6659567339906185,0.8700246626219955,0.1840432660093814,0.5793987828110339,0.8716969398571357,0.001672277235140185,0.1840432660093814,0.5805124470968747,0.7018693353936316,0.6118173518421903,0.5429534226323253,0.4548704726525008,0.27811414665127054,1.0187668507745016,0.42545409797921524,0.5622730488810955,0.05586182642475683,0.7834785105771983,0.34,0.4732830934552051,0.2543149851346782,0.348396175051413,0.4484151645835509,0.0180180166030063,0.029561029820338352,0.8857826160066693,balanced,restore_from_prior,category_source_mismatch,unchanged,.*layers\.0\..*experts\.24\..*
