tensor,group,layer,expert_id,projection,numel,base_norm,route_delta_norm,route_relative_delta_norm,trust_delta_scale,estimated_delta_norm,estimated_relative_delta_norm,estimated_changed
model.layers.29.mlp.experts.53.down_proj.weight,routed_expert_ffn,29.0,53.0,down_proj,1572864,29.448951129985087,6.123564571416123,0.20793829105788,1.0,6.123564571416123,0.20793829105788,True
model.layers.32.mlp.experts.96.gate_proj.weight,routed_expert_ffn,32.0,96.0,gate_proj,1572864,31.23548491024471,6.121943742834435,0.1959932352715465,1.0,6.121943742834435,0.1959932352715465,True
model.layers.14.mlp.experts.21.up_proj.weight,routed_expert_ffn,14.0,21.0,up_proj,1572864,28.566347226197056,6.120605137645833,0.2142592852065058,1.0,6.120605137645833,0.2142592852065058,True
model.layers.40.mlp.experts.124.up_proj.weight,routed_expert_ffn,40.0,124.0,up_proj,1572864,30.872601002762647,6.120005225385043,0.1982341955845376,1.0,6.120005225385043,0.1982341955845376,True
model.layers.14.mlp.experts.21.down_proj.weight,routed_expert_ffn,14.0,21.0,down_proj,1572864,29.31456445122192,6.118796807987777,0.2087289005493898,1.0,6.118796807987777,0.2087289005493898,True
model.layers.44.mlp.experts.88.gate_proj.weight,routed_expert_ffn,44.0,88.0,gate_proj,1572864,29.76993079093189,6.118302712540087,0.2055195477445906,1.0,6.118302712540087,0.2055195477445906,True
model.layers.1.mlp.experts.101.down_proj.weight,routed_expert_ffn,1.0,101.0,down_proj,1572864,29.03488691562488,6.116681425127038,0.2106666178140131,1.0,6.116681425127038,0.2106666178140131,True
model.layers.41.mlp.experts.45.gate_proj.weight,routed_expert_ffn,41.0,45.0,gate_proj,1572864,31.691375194502843,6.1166636509415815,0.1930072019090724,1.0,6.1166636509415815,0.1930072019090724,True
model.layers.24.mlp.experts.46.down_proj.weight,routed_expert_ffn,24.0,46.0,down_proj,1572864,28.331138017165078,6.1137011886516905,0.2157944091390738,1.0,6.1137011886516905,0.2157944091390738,True
model.layers.23.mlp.experts.7.down_proj.weight,routed_expert_ffn,23.0,7.0,down_proj,1572864,29.042649050442822,6.113291546017687,0.2104935929019352,1.0,6.113291546017687,0.2104935929019352,True
model.layers.1.mlp.experts.119.up_proj.weight,routed_expert_ffn,1.0,119.0,up_proj,1572864,26.87412562167721,6.111605888142855,0.2274159901676247,1.0,6.111605888142855,0.2274159901676247,True
model.layers.25.mlp.experts.40.down_proj.weight,routed_expert_ffn,25.0,40.0,down_proj,1572864,29.0732842894469,6.111328437100504,0.2102042678170629,1.0,6.111328437100504,0.2102042678170629,True
model.layers.33.mlp.experts.40.down_proj.weight,routed_expert_ffn,33.0,40.0,down_proj,1572864,31.459410659498516,6.110339310584848,0.1942292999929405,1.0,6.110339310584848,0.1942292999929405,True
model.layers.34.mlp.experts.78.gate_proj.weight,routed_expert_ffn,34.0,78.0,gate_proj,1572864,27.99887409671313,6.10913897202316,0.2181923084092988,1.0,6.10913897202316,0.2181923084092988,True
model.layers.19.mlp.experts.78.down_proj.weight,routed_expert_ffn,19.0,78.0,down_proj,1572864,29.27764577270836,6.107299764429257,0.2085994144420682,1.0,6.107299764429257,0.2085994144420682,True
model.layers.40.mlp.experts.55.gate_proj.weight,routed_expert_ffn,40.0,55.0,gate_proj,1572864,30.383827967409324,6.10655361892697,0.2009803908012202,1.0,6.10655361892697,0.2009803908012202,True
model.layers.7.mlp.experts.56.down_proj.weight,routed_expert_ffn,7.0,56.0,down_proj,1572864,27.810276859884684,6.106214090981608,0.2195668213497579,1.0,6.106214090981608,0.2195668213497579,True
model.layers.42.mlp.experts.99.up_proj.weight,routed_expert_ffn,42.0,99.0,up_proj,1572864,31.73038772033541,6.104676764551765,0.1923921263855024,1.0,6.104676764551765,0.1923921263855024,True
model.layers.38.mlp.experts.31.up_proj.weight,routed_expert_ffn,38.0,31.0,up_proj,1572864,29.57720362240308,6.1027330748334405,0.2063323210924159,1.0,6.1027330748334405,0.2063323210924159,True
model.layers.26.mlp.experts.21.up_proj.weight,routed_expert_ffn,26.0,21.0,up_proj,1572864,29.961737073750623,6.102001374661201,0.2036597998187209,1.0,6.102001374661201,0.2036597998187209,True
model.layers.31.mlp.experts.82.down_proj.weight,routed_expert_ffn,31.0,82.0,down_proj,1572864,29.57213914437403,6.101195183906112,0.2063156525173742,1.0,6.101195183906112,0.2063156525173742,True
model.layers.32.mlp.experts.29.up_proj.weight,routed_expert_ffn,32.0,29.0,up_proj,1572864,28.91660498650062,6.100757814455884,0.2109776655075501,1.0,6.100757814455884,0.2109776655075501,True
model.layers.10.mlp.experts.110.down_proj.weight,routed_expert_ffn,10.0,110.0,down_proj,1572864,29.205568132822503,6.100678715703388,0.2088875206247803,1.0,6.100678715703388,0.2088875206247803,True
model.layers.45.mlp.experts.54.down_proj.weight,routed_expert_ffn,45.0,54.0,down_proj,1572864,32.706814546412765,6.100649952266389,0.1865253476033024,1.0,6.100649952266389,0.1865253476033024,True
model.layers.31.mlp.experts.112.down_proj.weight,routed_expert_ffn,31.0,112.0,down_proj,1572864,29.65953658356048,6.100164392476188,0.2056729502596933,1.0,6.100164392476188,0.2056729502596933,True
model.layers.42.mlp.experts.95.up_proj.weight,routed_expert_ffn,42.0,95.0,up_proj,1572864,31.499305354133902,6.099615628999356,0.1936428616575462,1.0,6.099615628999356,0.1936428616575462,True
model.layers.5.mlp.experts.122.down_proj.weight,routed_expert_ffn,5.0,122.0,down_proj,1572864,29.679603184928933,6.098863852334026,0.2054900739182045,1.0,6.098863852334026,0.2054900739182045,True
model.layers.38.mlp.experts.82.up_proj.weight,routed_expert_ffn,38.0,82.0,up_proj,1572864,29.23026072565628,6.09883164019866,0.2086478700084099,1.0,6.09883164019866,0.2086478700084099,True
model.layers.37.mlp.experts.45.up_proj.weight,routed_expert_ffn,37.0,45.0,up_proj,1572864,31.579093333124487,6.098665260246948,0.1931235072493304,1.0,6.098665260246948,0.1931235072493304,True
model.layers.34.mlp.experts.118.up_proj.weight,routed_expert_ffn,34.0,118.0,up_proj,1572864,29.21016961246652,6.094618515330726,0.2086471457094731,1.0,6.094618515330726,0.2086471457094731,True
model.layers.9.mlp.experts.125.down_proj.weight,routed_expert_ffn,9.0,125.0,down_proj,1572864,25.871987577512044,6.088365885663808,0.2353265618817713,1.0,6.088365885663808,0.2353265618817713,True
model.layers.20.mlp.experts.2.gate_proj.weight,routed_expert_ffn,20.0,2.0,gate_proj,1572864,28.486862634790757,6.0873520349461705,0.2136898019619661,1.0,6.0873520349461705,0.2136898019619661,True
model.layers.11.mlp.experts.55.gate_proj.weight,routed_expert_ffn,11.0,55.0,gate_proj,1572864,29.835699175861457,6.086556752031737,0.2040024842774946,1.0,6.086556752031737,0.2040024842774946,True
model.layers.12.mlp.experts.32.gate_proj.weight,routed_expert_ffn,12.0,32.0,gate_proj,1572864,28.360928848615835,6.085516585753301,0.2145739520111065,1.0,6.085516585753301,0.2145739520111065,True
model.layers.44.mlp.experts.82.up_proj.weight,routed_expert_ffn,44.0,82.0,up_proj,1572864,31.84645627607176,6.084929200311433,0.1910708415266732,1.0,6.084929200311433,0.1910708415266732,True
model.layers.41.mlp.experts.97.up_proj.weight,routed_expert_ffn,41.0,97.0,up_proj,1572864,31.180714207287853,6.084447401622063,0.1951349594230894,1.0,6.084447401622063,0.1951349594230894,True
model.layers.24.mlp.experts.100.down_proj.weight,routed_expert_ffn,24.0,100.0,down_proj,1572864,28.64651360461197,6.0842718506520335,0.2123913553540592,1.0,6.0842718506520335,0.2123913553540592,True
model.layers.44.mlp.experts.54.gate_proj.weight,routed_expert_ffn,44.0,54.0,gate_proj,1572864,30.66086866328969,6.082167666160405,0.1983690590424332,1.0,6.082167666160405,0.1983690590424332,True
model.layers.14.mlp.experts.111.down_proj.weight,routed_expert_ffn,14.0,111.0,down_proj,1572864,28.70458581952216,6.082077663197986,0.2118852263341674,1.0,6.082077663197986,0.2118852263341674,True
model.layers.16.mlp.experts.8.gate_proj.weight,routed_expert_ffn,16.0,8.0,gate_proj,1572864,27.67189815957529,6.0813971098840005,0.2197679781421015,1.0,6.0813971098840005,0.2197679781421015,True
model.layers.39.mlp.experts.53.down_proj.weight,routed_expert_ffn,39.0,53.0,down_proj,1572864,30.773564435508707,6.078070397609819,0.197509469868122,1.0,6.078070397609819,0.197509469868122,True
model.layers.3.mlp.experts.13.down_proj.weight,routed_expert_ffn,3.0,13.0,down_proj,1572864,28.80049700837969,6.077579895523761,0.21102343802454,1.0,6.077579895523761,0.21102343802454,True
model.layers.35.mlp.experts.47.up_proj.weight,routed_expert_ffn,35.0,47.0,up_proj,1572864,30.03795816403077,6.07705012135742,0.2023123571905909,1.0,6.07705012135742,0.2023123571905909,True
model.layers.5.mlp.experts.25.gate_proj.weight,routed_expert_ffn,5.0,25.0,gate_proj,1572864,27.82936856780643,6.07676544282156,0.2183580065072437,1.0,6.07676544282156,0.2183580065072437,True
model.layers.1.mlp.experts.17.down_proj.weight,routed_expert_ffn,1.0,17.0,down_proj,1572864,29.94985025460791,6.076441200636679,0.2028871980654324,1.0,6.076441200636679,0.2028871980654324,True
model.layers.0.mlp.experts.85.gate_proj.weight,routed_expert_ffn,0.0,85.0,gate_proj,1572864,20.298134944535235,6.0756435477275135,0.299320285549842,1.0,6.0756435477275135,0.299320285549842,True
model.layers.26.mlp.experts.47.gate_proj.weight,routed_expert_ffn,26.0,47.0,gate_proj,1572864,27.56048369006736,6.0746740434270805,0.2204124612521353,1.0,6.0746740434270805,0.2204124612521353,True
model.layers.34.mlp.experts.9.up_proj.weight,routed_expert_ffn,34.0,9.0,up_proj,1572864,29.307910421612284,6.074663995940369,0.2072704573117837,1.0,6.074663995940369,0.2072704573117837,True
model.layers.33.mlp.experts.83.up_proj.weight,routed_expert_ffn,33.0,83.0,up_proj,1572864,30.765334360930385,6.073539514374301,0.1974150335283607,1.0,6.073539514374301,0.1974150335283607,True
model.layers.44.mlp.experts.29.up_proj.weight,routed_expert_ffn,44.0,29.0,up_proj,1572864,32.675308433892404,6.07204825821146,0.1858298681555286,1.0,6.07204825821146,0.1858298681555286,True
model.layers.38.mlp.experts.8.down_proj.weight,routed_expert_ffn,38.0,8.0,down_proj,1572864,30.03316444860373,6.071608789157469,0.2021634716364276,1.0,6.071608789157469,0.2021634716364276,True
model.layers.42.mlp.experts.65.gate_proj.weight,routed_expert_ffn,42.0,65.0,gate_proj,1572864,30.61443834940009,6.071545017952951,0.1983229268706125,1.0,6.071545017952951,0.1983229268706125,True
model.layers.38.mlp.experts.87.up_proj.weight,routed_expert_ffn,38.0,87.0,up_proj,1572864,30.518997029514257,6.071418730142776,0.1989389993475617,1.0,6.071418730142776,0.1989389993475617,True
model.layers.14.mlp.experts.62.down_proj.weight,routed_expert_ffn,14.0,62.0,down_proj,1572864,28.57215287516632,6.07079259282329,0.212472354440598,1.0,6.07079259282329,0.212472354440598,True
model.layers.0.mlp.experts.85.up_proj.weight,routed_expert_ffn,0.0,85.0,up_proj,1572864,19.65382319329451,6.070761488483041,0.3088845070385217,1.0,6.070761488483041,0.3088845070385217,True
model.layers.46.mlp.experts.28.up_proj.weight,routed_expert_ffn,46.0,28.0,up_proj,1572864,33.178621473044394,6.068910964732599,0.1829163086134611,1.0,6.068910964732599,0.1829163086134611,True
model.layers.21.mlp.experts.7.down_proj.weight,routed_expert_ffn,21.0,7.0,down_proj,1572864,29.43868180350685,6.0681182941129,0.2061273780740428,1.0,6.0681182941129,0.2061273780740428,True
model.layers.13.mlp.experts.13.down_proj.weight,routed_expert_ffn,13.0,13.0,down_proj,1572864,29.04621729688416,6.066023284555503,0.2088403878052037,1.0,6.066023284555503,0.2088403878052037,True
model.layers.26.mlp.experts.21.down_proj.weight,routed_expert_ffn,26.0,21.0,down_proj,1572864,30.286864965742573,6.065783683041551,0.2002777009077218,1.0,6.065783683041551,0.2002777009077218,True
model.layers.47.mlp.experts.2.gate_proj.weight,routed_expert_ffn,47.0,2.0,gate_proj,1572864,31.565095035646177,6.065100043494556,0.192145787511341,1.0,6.065100043494556,0.192145787511341,True
model.layers.35.mlp.experts.69.gate_proj.weight,routed_expert_ffn,35.0,69.0,gate_proj,1572864,28.601759892449145,6.06426472885709,0.2120241814371029,1.0,6.06426472885709,0.2120241814371029,True
model.layers.9.mlp.experts.114.gate_proj.weight,routed_expert_ffn,9.0,114.0,gate_proj,1572864,28.820662990888582,6.062474830811156,0.2103516783332762,1.0,6.062474830811156,0.2103516783332762,True
model.layers.13.mlp.experts.13.gate_proj.weight,routed_expert_ffn,13.0,13.0,gate_proj,1572864,29.105647783723285,6.062072738850407,0.2082782277823238,1.0,6.062072738850407,0.2082782277823238,True
model.layers.41.mlp.experts.78.up_proj.weight,routed_expert_ffn,41.0,78.0,up_proj,1572864,30.853893896146843,6.061090679155631,0.1964449187372282,1.0,6.061090679155631,0.1964449187372282,True
model.layers.22.mlp.experts.119.down_proj.weight,routed_expert_ffn,22.0,119.0,down_proj,1572864,28.90657622282136,6.06030453914469,0.2096514126207779,1.0,6.06030453914469,0.2096514126207779,True
model.layers.42.mlp.experts.25.gate_proj.weight,routed_expert_ffn,42.0,25.0,gate_proj,1572864,30.993787573706808,6.058861653389365,0.1954863257348167,1.0,6.058861653389365,0.1954863257348167,True
model.layers.25.mlp.experts.121.gate_proj.weight,routed_expert_ffn,25.0,121.0,gate_proj,1572864,27.47939680078797,6.057144158869601,0.2204249315507505,1.0,6.057144158869601,0.2204249315507505,True
model.layers.26.mlp.experts.115.down_proj.weight,routed_expert_ffn,26.0,115.0,down_proj,1572864,29.33760502084952,6.056838075727792,0.2064530513456482,1.0,6.056838075727792,0.2064530513456482,True
model.layers.0.mlp.experts.1.down_proj.weight,routed_expert_ffn,0.0,1.0,down_proj,1572864,25.177978533379992,6.055986818750265,0.2405271261440417,1.0,6.055986818750265,0.2405271261440417,True
model.layers.13.mlp.experts.13.up_proj.weight,routed_expert_ffn,13.0,13.0,up_proj,1572864,28.752867978554548,6.054841542899297,0.2105821773123754,1.0,6.054841542899297,0.2105821773123754,True
model.layers.41.mlp.experts.97.down_proj.weight,routed_expert_ffn,41.0,97.0,down_proj,1572864,30.058037123257485,6.053659186870471,0.2013990189062091,1.0,6.053659186870471,0.2013990189062091,True
model.layers.38.mlp.experts.8.gate_proj.weight,routed_expert_ffn,38.0,8.0,gate_proj,1572864,29.5118705013471,6.053605939185616,0.2051244409909325,1.0,6.053605939185616,0.2051244409909325,True
model.layers.28.mlp.experts.30.up_proj.weight,routed_expert_ffn,28.0,30.0,up_proj,1572864,29.22064248550372,6.053589870265644,0.2071682672025029,1.0,6.053589870265644,0.2071682672025029,True
model.layers.14.mlp.experts.21.gate_proj.weight,routed_expert_ffn,14.0,21.0,gate_proj,1572864,28.41423004830997,6.052698135882963,0.2130164401988772,1.0,6.052698135882963,0.2130164401988772,True
model.layers.5.mlp.experts.48.gate_proj.weight,routed_expert_ffn,5.0,48.0,gate_proj,1572864,28.327056309130057,6.052324072492054,0.2136587722509428,1.0,6.052324072492054,0.2136587722509428,True
model.layers.16.mlp.experts.114.gate_proj.weight,routed_expert_ffn,16.0,114.0,gate_proj,1572864,29.0304636936034,6.051009782744458,0.2084365529468874,1.0,6.051009782744458,0.2084365529468874,True
model.layers.18.mlp.experts.41.gate_proj.weight,routed_expert_ffn,18.0,41.0,gate_proj,1572864,28.81119294418729,6.050403915667499,0.2100018533556827,1.0,6.050403915667499,0.2100018533556827,True
model.layers.29.mlp.experts.78.gate_proj.weight,routed_expert_ffn,29.0,78.0,gate_proj,1572864,28.67921397899749,6.050027503589504,0.2109551366372904,1.0,6.050027503589504,0.2109551366372904,True
model.layers.47.mlp.experts.88.down_proj.weight,routed_expert_ffn,47.0,88.0,down_proj,1572864,29.40175394029453,6.04942437578323,0.2057504592436103,1.0,6.04942437578323,0.2057504592436103,True
model.layers.33.mlp.experts.32.up_proj.weight,routed_expert_ffn,33.0,32.0,up_proj,1572864,30.032893140857347,6.049356271845041,0.2014243597336074,1.0,6.049356271845041,0.2014243597336074,True
model.layers.0.mlp.experts.31.gate_proj.weight,routed_expert_ffn,0.0,31.0,gate_proj,1572864,20.133880361910727,6.048883622000821,0.3004330766484586,1.0,6.048883622000821,0.3004330766484586,True
model.layers.20.mlp.experts.31.up_proj.weight,routed_expert_ffn,20.0,31.0,up_proj,1572864,29.42012097300768,6.048326106266439,0.2055846783164368,1.0,6.048326106266439,0.2055846783164368,True
model.layers.3.mlp.experts.31.up_proj.weight,routed_expert_ffn,3.0,31.0,up_proj,1572864,27.85970909958109,6.04821131723582,0.2170952789067982,1.0,6.04821131723582,0.2170952789067982,True
model.layers.42.mlp.experts.21.up_proj.weight,routed_expert_ffn,42.0,21.0,up_proj,1572864,31.034986872177825,6.047595708120456,0.1948638075159616,1.0,6.047595708120456,0.1948638075159616,True
model.layers.5.mlp.experts.69.gate_proj.weight,routed_expert_ffn,5.0,69.0,gate_proj,1572864,30.530457344815417,6.047333298301984,0.1980754244852124,1.0,6.047333298301984,0.1980754244852124,True
model.layers.37.mlp.experts.15.down_proj.weight,routed_expert_ffn,37.0,15.0,down_proj,1572864,30.373152311665912,6.047223536971617,0.1990976595026971,1.0,6.047223536971617,0.1990976595026971,True
model.layers.21.mlp.experts.0.gate_proj.weight,routed_expert_ffn,21.0,0.0,gate_proj,1572864,28.212957081199853,6.047155092834719,0.2143396410177909,1.0,6.047155092834719,0.2143396410177909,True
model.layers.30.mlp.experts.96.down_proj.weight,routed_expert_ffn,30.0,96.0,down_proj,1572864,30.149418348581992,6.045479389173523,0.2005172809397783,1.0,6.045479389173523,0.2005172809397783,True
model.layers.9.mlp.experts.114.up_proj.weight,routed_expert_ffn,9.0,114.0,up_proj,1572864,28.286259699595647,6.045374011261433,0.2137212227938306,1.0,6.045374011261433,0.2137212227938306,True
model.layers.47.mlp.experts.15.up_proj.weight,routed_expert_ffn,47.0,15.0,up_proj,1572864,32.392335941305234,6.045191015313006,0.1866241146136192,1.0,6.045191015313006,0.1866241146136192,True
model.layers.5.mlp.experts.25.up_proj.weight,routed_expert_ffn,5.0,25.0,up_proj,1572864,27.16175819784937,6.044393971799664,0.2225332369050487,1.0,6.044393971799664,0.2225332369050487,True
model.layers.22.mlp.experts.119.gate_proj.weight,routed_expert_ffn,22.0,119.0,gate_proj,1572864,28.351667986852533,6.044035804405169,0.2131809601892897,1.0,6.044035804405169,0.2131809601892897,True
model.layers.34.mlp.experts.45.gate_proj.weight,routed_expert_ffn,34.0,45.0,gate_proj,1572864,30.55823997342513,6.043647003085173,0.1977747085022242,1.0,6.043647003085173,0.1977747085022242,True
model.layers.18.mlp.experts.76.up_proj.weight,routed_expert_ffn,18.0,76.0,up_proj,1572864,29.064457259361475,6.043510033026098,0.2079347286307754,1.0,6.043510033026098,0.2079347286307754,True
model.layers.46.mlp.experts.94.up_proj.weight,routed_expert_ffn,46.0,94.0,up_proj,1572864,33.992682174348204,6.043244605250289,0.1777807521705564,1.0,6.043244605250289,0.1777807521705564,True
model.layers.11.mlp.experts.55.up_proj.weight,routed_expert_ffn,11.0,55.0,up_proj,1572864,28.787148002827905,6.042819139025481,0.2099137829989919,1.0,6.042819139025481,0.2099137829989919,True
model.layers.0.mlp.experts.49.gate_proj.weight,routed_expert_ffn,0.0,49.0,gate_proj,1572864,17.055502550095913,6.042427418485556,0.3542802330648167,1.0,6.042427418485556,0.3542802330648167,True
model.layers.30.mlp.experts.97.up_proj.weight,routed_expert_ffn,30.0,97.0,up_proj,1572864,28.407013835646183,6.038812669173398,0.2125817484411427,1.0,6.038812669173398,0.2125817484411427,True
model.layers.44.mlp.experts.44.up_proj.weight,routed_expert_ffn,44.0,44.0,up_proj,1572864,32.234939252211255,6.03784988684743,0.1873076241778009,1.0,6.03784988684743,0.1873076241778009,True
model.layers.46.mlp.experts.43.down_proj.weight,routed_expert_ffn,46.0,43.0,down_proj,1572864,33.81531404359846,6.035149613163827,0.1784738596655539,1.0,6.035149613163827,0.1784738596655539,True
model.layers.47.mlp.experts.32.up_proj.weight,routed_expert_ffn,47.0,32.0,up_proj,1572864,30.651428527897053,6.035108211782925,0.1968948431323564,1.0,6.035108211782925,0.1968948431323564,True
model.layers.1.mlp.experts.103.down_proj.weight,routed_expert_ffn,1.0,103.0,down_proj,1572864,30.305729752958847,6.031570663229218,0.1990241024517925,1.0,6.031570663229218,0.1990241024517925,True
model.layers.15.mlp.experts.107.gate_proj.weight,routed_expert_ffn,15.0,107.0,gate_proj,1572864,28.909580678046314,6.03094797910008,0.2086141631130585,1.0,6.03094797910008,0.2086141631130585,True
model.layers.43.mlp.experts.86.up_proj.weight,routed_expert_ffn,43.0,86.0,up_proj,1572864,32.509636492027255,6.030734183435692,0.1855060478733647,1.0,6.030734183435692,0.1855060478733647,True
model.layers.11.mlp.experts.125.down_proj.weight,routed_expert_ffn,11.0,125.0,down_proj,1572864,25.105938869197985,6.030397028718309,0.2401980288463497,1.0,6.030397028718309,0.2401980288463497,True
model.layers.26.mlp.experts.115.gate_proj.weight,routed_expert_ffn,26.0,115.0,gate_proj,1572864,28.469821947436728,6.030169612593051,0.2118091789870141,1.0,6.030169612593051,0.2118091789870141,True
model.layers.34.mlp.experts.118.gate_proj.weight,routed_expert_ffn,34.0,118.0,gate_proj,1572864,29.939020870815483,6.030026010232628,0.2014102610854147,1.0,6.030026010232628,0.2014102610854147,True
model.layers.40.mlp.experts.6.down_proj.weight,routed_expert_ffn,40.0,6.0,down_proj,1572864,32.261780945348086,6.029777386606511,0.1869015661851104,1.0,6.029777386606511,0.1869015661851104,True
model.layers.0.mlp.experts.81.down_proj.weight,routed_expert_ffn,0.0,81.0,down_proj,1572864,28.59473294929341,6.028783105944797,0.2108354401013481,1.0,6.028783105944797,0.2108354401013481,True
model.layers.0.mlp.experts.31.up_proj.weight,routed_expert_ffn,0.0,31.0,up_proj,1572864,19.38086400045924,6.027340585506298,0.3109944213716931,1.0,6.027340585506298,0.3109944213716931,True
model.layers.9.mlp.experts.98.down_proj.weight,routed_expert_ffn,9.0,98.0,down_proj,1572864,28.14219309553828,6.025409301531022,0.2141058900802689,1.0,6.025409301531022,0.2141058900802689,True
model.layers.15.mlp.experts.107.up_proj.weight,routed_expert_ffn,15.0,107.0,up_proj,1572864,28.56763236847998,6.025393473966101,0.210916795492447,1.0,6.025393473966101,0.210916795492447,True
model.layers.33.mlp.experts.51.up_proj.weight,routed_expert_ffn,33.0,51.0,up_proj,1572864,30.38620730262797,6.025377646359604,0.1982931790845281,1.0,6.025377646359604,0.1982931790845281,True
model.layers.35.mlp.experts.6.gate_proj.weight,routed_expert_ffn,35.0,6.0,gate_proj,1572864,30.765374038780894,6.022318972427819,0.19574990262873,1.0,6.022318972427819,0.19574990262873,True
model.layers.31.mlp.experts.12.down_proj.weight,routed_expert_ffn,31.0,12.0,down_proj,1572864,29.71654623466845,6.021413737726292,0.2026283165673365,1.0,6.021413737726292,0.2026283165673365,True
model.layers.39.mlp.experts.53.gate_proj.weight,routed_expert_ffn,39.0,53.0,gate_proj,1572864,30.44087266350334,6.021083347009146,0.1977960163483762,1.0,6.021083347009146,0.1977960163483762,True
model.layers.27.mlp.experts.110.down_proj.weight,routed_expert_ffn,27.0,110.0,down_proj,1572864,28.545487360225827,6.020331901956635,0.2109031044376258,1.0,6.020331901956635,0.2109031044376258,True
model.layers.43.mlp.experts.77.up_proj.weight,routed_expert_ffn,43.0,77.0,up_proj,1572864,31.906485292349853,6.018137538404415,0.1886180029941239,1.0,6.018137538404415,0.1886180029941239,True
model.layers.21.mlp.experts.7.gate_proj.weight,routed_expert_ffn,21.0,7.0,gate_proj,1572864,27.77043760169875,6.017354662050946,0.216682025265704,1.0,6.017354662050946,0.216682025265704,True
model.layers.20.mlp.experts.65.down_proj.weight,routed_expert_ffn,20.0,65.0,down_proj,1572864,27.230853992845827,6.015039668154538,0.2208905996754573,1.0,6.015039668154538,0.2208905996754573,True
model.layers.5.mlp.experts.25.down_proj.weight,routed_expert_ffn,5.0,25.0,down_proj,1572864,28.74195284798208,6.012918234889186,0.2092035383500861,1.0,6.012918234889186,0.2092035383500861,True
model.layers.47.mlp.experts.86.up_proj.weight,routed_expert_ffn,47.0,86.0,up_proj,1572864,33.865652899199546,6.012810065825738,0.1775489190692041,1.0,6.012810065825738,0.1775489190692041,True
model.layers.24.mlp.experts.100.gate_proj.weight,routed_expert_ffn,24.0,100.0,gate_proj,1572864,27.61148058078888,6.011983666088786,0.2177349254596552,1.0,6.011983666088786,0.2177349254596552,True
model.layers.47.mlp.experts.52.up_proj.weight,routed_expert_ffn,47.0,52.0,up_proj,1572864,31.56803691378106,6.011554083697551,0.1904316730278911,1.0,6.011554083697551,0.1904316730278911,True
model.layers.28.mlp.experts.30.down_proj.weight,routed_expert_ffn,28.0,30.0,down_proj,1572864,30.03759342961697,6.011387191860044,0.2001287888107852,1.0,6.011387191860044,0.2001287888107852,True
model.layers.37.mlp.experts.127.up_proj.weight,routed_expert_ffn,37.0,127.0,up_proj,1572864,29.986241555373148,6.009726905140136,0.2004161439853161,1.0,6.009726905140136,0.2004161439853161,True
model.layers.0.mlp.experts.68.down_proj.weight,routed_expert_ffn,0.0,68.0,down_proj,1572864,27.78820480297126,6.008571542082058,0.2162274096036456,1.0,6.008571542082058,0.2162274096036456,True
model.layers.23.mlp.experts.55.up_proj.weight,routed_expert_ffn,23.0,55.0,up_proj,1572864,28.210601069373062,6.008085524924282,0.2129726165759361,1.0,6.008085524924282,0.2129726165759361,True
model.layers.42.mlp.experts.27.gate_proj.weight,routed_expert_ffn,42.0,27.0,gate_proj,1572864,30.88362872055709,6.007410559335692,0.1945176395459311,1.0,6.007410559335692,0.1945176395459311,True
model.layers.47.mlp.experts.34.up_proj.weight,routed_expert_ffn,47.0,34.0,up_proj,1572864,30.959511188127838,6.0052607044099,0.193971431522884,1.0,6.0052607044099,0.193971431522884,True
model.layers.1.mlp.experts.17.gate_proj.weight,routed_expert_ffn,1.0,17.0,gate_proj,1572864,29.219109289234844,6.004841440665945,0.205510762878672,1.0,6.004841440665945,0.205510762878672,True
model.layers.7.mlp.experts.119.gate_proj.weight,routed_expert_ffn,7.0,119.0,gate_proj,1572864,28.6152860325834,6.002590256107345,0.209768661731089,1.0,6.002590256107345,0.209768661731089,True
model.layers.1.mlp.experts.17.up_proj.weight,routed_expert_ffn,1.0,17.0,up_proj,1572864,28.824259776447967,6.002131083637379,0.2082319244340721,1.0,6.002131083637379,0.2082319244340721,True
model.layers.6.mlp.experts.123.up_proj.weight,routed_expert_ffn,6.0,123.0,up_proj,1572864,27.259975462333625,6.001858423431205,0.2201710867907512,1.0,6.001858423431205,0.2201710867907512,True
model.layers.41.mlp.experts.19.up_proj.weight,routed_expert_ffn,41.0,19.0,up_proj,1572864,31.17375072677332,6.001639460055569,0.1925222124426981,1.0,6.001639460055569,0.1925222124426981,True
model.layers.25.mlp.experts.77.gate_proj.weight,routed_expert_ffn,25.0,77.0,gate_proj,1572864,28.927654659539243,6.001381397171522,0.2074617340328519,1.0,6.001381397171522,0.2074617340328519,True
model.layers.36.mlp.experts.111.up_proj.weight,routed_expert_ffn,36.0,111.0,up_proj,1572864,29.53283209221084,6.0001214333007855,0.2031678307913886,1.0,6.0001214333007855,0.2031678307913886,True
model.layers.2.mlp.experts.89.gate_proj.weight,routed_expert_ffn,2.0,89.0,gate_proj,1572864,28.96816216029785,5.998864384312016,0.2070847419010145,1.0,5.998864384312016,0.2070847419010145,True
model.layers.9.mlp.experts.119.gate_proj.weight,routed_expert_ffn,9.0,119.0,gate_proj,1572864,30.296214214042077,5.998305081343975,0.1979886014459128,1.0,5.998305081343975,0.1979886014459128,True
