tensor,group,layer,expert_id,projection,numel,base_norm,route_delta_norm,route_relative_delta_norm,trust_delta_scale,estimated_delta_norm,estimated_relative_delta_norm,estimated_changed
model.layers.39.mlp.experts.10.down_proj.weight,routed_expert_ffn,39.0,10.0,down_proj,1572864,31.11853205261095,8.158543757477542,0.2621763694921147,1.0,8.158543757477542,0.2621763694921147,True
model.layers.45.mlp.experts.47.down_proj.weight,routed_expert_ffn,45.0,47.0,down_proj,1572864,31.849770767608653,8.158460997016762,0.2561544651779394,1.0,8.158460997016762,0.2561544651779394,True
model.layers.39.mlp.experts.51.gate_proj.weight,routed_expert_ffn,39.0,51.0,gate_proj,1572864,29.945087275764035,8.156790645994178,0.2723916137187502,1.0,8.156790645994178,0.2723916137187502,True
model.layers.32.mlp.experts.121.down_proj.weight,routed_expert_ffn,32.0,121.0,down_proj,1572864,29.304360502041224,8.153514417923185,0.278235534856843,1.0,8.153514417923185,0.278235534856843,True
model.layers.5.mlp.experts.117.up_proj.weight,routed_expert_ffn,5.0,117.0,up_proj,1572864,27.941909476193302,8.153076489890182,0.291786661782605,1.0,8.153076489890182,0.291786661782605,True
model.layers.26.mlp.experts.96.up_proj.weight,routed_expert_ffn,26.0,96.0,up_proj,1572864,28.729885329307464,8.152511265947828,0.2837641421990439,1.0,8.152511265947828,0.2837641421990439,True
model.layers.2.mlp.experts.23.up_proj.weight,routed_expert_ffn,2.0,23.0,up_proj,1572864,27.498307609500603,8.152187461067774,0.2964614250751639,1.0,8.152187461067774,0.2964614250751639,True
model.layers.29.mlp.experts.17.down_proj.weight,routed_expert_ffn,29.0,17.0,down_proj,1572864,29.612701824977066,8.152063925180812,0.2752894340193197,1.0,8.152063925180812,0.2752894340193197,True
model.layers.15.mlp.experts.32.down_proj.weight,routed_expert_ffn,15.0,32.0,down_proj,1572864,27.88690013642158,8.150691334241177,0.292276706782336,1.0,8.150691334241177,0.292276706782336,True
model.layers.18.mlp.experts.31.down_proj.weight,routed_expert_ffn,18.0,31.0,down_proj,1572864,29.34914295823325,8.148062502606784,0.2776252279053697,1.0,8.148062502606784,0.2776252279053697,True
model.layers.31.mlp.experts.103.gate_proj.weight,routed_expert_ffn,31.0,103.0,gate_proj,1572864,27.972039567371446,8.145707255474784,0.2912089136673648,1.0,8.145707255474784,0.2912089136673648,True
model.layers.44.mlp.experts.110.gate_proj.weight,routed_expert_ffn,44.0,110.0,gate_proj,1572864,29.6621530363847,8.14483756168593,0.2745868633236154,1.0,8.14483756168593,0.2745868633236154,True
model.layers.45.mlp.experts.87.down_proj.weight,routed_expert_ffn,45.0,87.0,down_proj,1572864,33.388009154087605,8.144085344508174,0.2439224605133761,1.0,8.144085344508174,0.2439224605133761,True
model.layers.39.mlp.experts.10.gate_proj.weight,routed_expert_ffn,39.0,10.0,gate_proj,1572864,29.776201778984717,8.139391082557971,0.2733522274927135,1.0,8.139391082557971,0.2733522274927135,True
model.layers.16.mlp.experts.123.up_proj.weight,routed_expert_ffn,16.0,123.0,up_proj,1572864,28.133099962083143,8.137675565592415,0.2892562702496384,1.0,8.137675565592415,0.2892562702496384,True
model.layers.25.mlp.experts.6.gate_proj.weight,routed_expert_ffn,25.0,6.0,gate_proj,1572864,26.29360914435174,8.137198812650553,0.3094743961537339,1.0,8.137198812650553,0.3094743961537339,True
model.layers.37.mlp.experts.12.up_proj.weight,routed_expert_ffn,37.0,12.0,up_proj,1572864,30.175139809121017,8.136272885197641,0.2696349689401703,1.0,8.136272885197641,0.2696349689401703,True
model.layers.28.mlp.experts.110.gate_proj.weight,routed_expert_ffn,28.0,110.0,gate_proj,1572864,29.262550726141423,8.13416231443762,0.2779717458864938,1.0,8.13416231443762,0.2779717458864938,True
model.layers.8.mlp.experts.51.down_proj.weight,routed_expert_ffn,8.0,51.0,down_proj,1572864,28.49703053849153,8.131965820330736,0.2853618663652243,1.0,8.131965820330736,0.2853618663652243,True
model.layers.23.mlp.experts.100.down_proj.weight,routed_expert_ffn,23.0,100.0,down_proj,1572864,28.119426531092344,8.129973781867175,0.289123029336237,1.0,8.129973781867175,0.289123029336237,True
model.layers.30.mlp.experts.76.down_proj.weight,routed_expert_ffn,30.0,76.0,down_proj,1572864,31.575993982709296,8.12974761758836,0.2574660871179583,1.0,8.12974761758836,0.2574660871179583,True
model.layers.11.mlp.experts.50.up_proj.weight,routed_expert_ffn,11.0,50.0,up_proj,1572864,28.0181466290571,8.126129541377136,0.290030944907315,1.0,8.126129541377136,0.290030944907315,True
model.layers.43.mlp.experts.47.down_proj.weight,routed_expert_ffn,43.0,47.0,down_proj,1572864,30.20793013380344,8.125249770800318,0.2689773756364709,1.0,8.125249770800318,0.2689773756364709,True
model.layers.1.mlp.experts.41.down_proj.weight,routed_expert_ffn,1.0,41.0,down_proj,1572864,28.45310783909422,8.123162164440933,0.2854929665461643,1.0,8.123162164440933,0.2854929665461643,True
model.layers.42.self_attn.o_proj.weight,attention,42.0,,,8388608,74.3498677337845,8.121450264991978,0.1092328811407098,1.0,8.121450264991978,0.1092328811407098,True
model.layers.36.mlp.experts.0.gate_proj.weight,routed_expert_ffn,36.0,0.0,gate_proj,1572864,28.39555091932042,8.121369944798317,0.2860085359101982,1.0,8.121369944798317,0.2860085359101982,True
model.layers.18.mlp.experts.123.up_proj.weight,routed_expert_ffn,18.0,123.0,up_proj,1572864,28.427229214959443,8.120394766095215,0.2856555137572805,1.0,8.120394766095215,0.2856555137572805,True
model.layers.1.mlp.experts.32.gate_proj.weight,routed_expert_ffn,1.0,32.0,gate_proj,1572864,28.014364645032444,8.11976431368335,0.2898428865536724,1.0,8.11976431368335,0.2898428865536724,True
model.layers.46.mlp.experts.124.up_proj.weight,routed_expert_ffn,46.0,124.0,up_proj,1572864,31.90791135641608,8.118654560940675,0.2544401753613423,1.0,8.118654560940675,0.2544401753613423,True
model.layers.22.mlp.experts.64.down_proj.weight,routed_expert_ffn,22.0,64.0,down_proj,1572864,29.080362454219,8.117573792239954,0.2791427997164544,1.0,8.117573792239954,0.2791427997164544,True
model.layers.21.mlp.experts.110.down_proj.weight,routed_expert_ffn,21.0,110.0,down_proj,1572864,28.357705916792373,8.110991153381587,0.2860242354293744,1.0,8.110991153381587,0.2860242354293744,True
model.layers.5.mlp.experts.0.up_proj.weight,routed_expert_ffn,5.0,0.0,up_proj,1572864,28.575664533228707,8.110518005610736,0.2838260505255989,1.0,8.110518005610736,0.2838260505255989,True
model.layers.38.mlp.experts.125.gate_proj.weight,routed_expert_ffn,38.0,125.0,gate_proj,1572864,29.43430993032143,8.109127562759237,0.2754991566629428,1.0,8.109127562759237,0.2754991566629428,True
model.layers.1.mlp.experts.83.gate_proj.weight,routed_expert_ffn,1.0,83.0,gate_proj,1572864,26.96677982917999,8.108318399674978,0.3006780361258112,1.0,8.108318399674978,0.3006780361258112,True
model.layers.24.mlp.experts.53.gate_proj.weight,routed_expert_ffn,24.0,53.0,gate_proj,1572864,27.601912987797377,8.107741586459975,0.2937383937861246,1.0,8.107741586459975,0.2937383937861246,True
model.layers.20.mlp.experts.95.down_proj.weight,routed_expert_ffn,20.0,95.0,down_proj,1572864,28.36353490495653,8.10519107205087,0.2857609638294586,1.0,8.10519107205087,0.2857609638294586,True
model.layers.24.mlp.experts.49.up_proj.weight,routed_expert_ffn,24.0,49.0,up_proj,1572864,28.530370759316508,8.102735796789757,0.2840038731057791,1.0,8.102735796789757,0.2840038731057791,True
model.layers.5.mlp.experts.5.up_proj.weight,routed_expert_ffn,5.0,5.0,up_proj,1572864,27.086159457916647,8.09626548295619,0.2989078424180155,1.0,8.09626548295619,0.2989078424180155,True
model.layers.1.mlp.experts.32.up_proj.weight,routed_expert_ffn,1.0,32.0,up_proj,1572864,26.569614166800697,8.095207171554698,0.3046791391374374,1.0,8.095207171554698,0.3046791391374374,True
model.layers.15.mlp.experts.98.up_proj.weight,routed_expert_ffn,15.0,98.0,up_proj,1572864,28.28962885203582,8.091863581745923,0.2860363995607388,1.0,8.091863581745923,0.2860363995607388,True
model.layers.28.mlp.experts.15.up_proj.weight,routed_expert_ffn,28.0,15.0,up_proj,1572864,29.078306563444443,8.091491619800442,0.2782655723828359,1.0,8.091491619800442,0.2782655723828359,True
model.layers.24.mlp.experts.103.up_proj.weight,routed_expert_ffn,24.0,103.0,up_proj,1572864,29.624503473555254,8.090669848574517,0.2731073570835295,1.0,8.090669848574517,0.2731073570835295,True
model.layers.46.mlp.experts.1.down_proj.weight,routed_expert_ffn,46.0,1.0,down_proj,1572864,31.694066557961108,8.090645802376454,0.2552732003506251,1.0,8.090645802376454,0.2552732003506251,True
model.layers.37.mlp.experts.79.down_proj.weight,routed_expert_ffn,37.0,79.0,down_proj,1572864,30.00035400181763,8.08976264445099,0.2696555728629354,1.0,8.08976264445099,0.2696555728629354,True
model.layers.30.mlp.experts.27.up_proj.weight,routed_expert_ffn,30.0,27.0,up_proj,1572864,29.176427403224423,8.088133288061542,0.2772146560742966,1.0,8.088133288061542,0.2772146560742966,True
model.layers.23.mlp.experts.51.up_proj.weight,routed_expert_ffn,23.0,51.0,up_proj,1572864,28.11185239569224,8.086543229123578,0.2876560076974056,1.0,8.086543229123578,0.2876560076974056,True
model.layers.5.mlp.experts.50.down_proj.weight,routed_expert_ffn,5.0,50.0,down_proj,1572864,30.37172653078744,8.08345655629205,0.2661507092162822,1.0,8.08345655629205,0.2661507092162822,True
model.layers.35.mlp.experts.24.down_proj.weight,routed_expert_ffn,35.0,24.0,down_proj,1572864,29.91631598165226,8.082933658537618,0.2701847935920619,1.0,8.082933658537618,0.2701847935920619,True
model.layers.44.mlp.experts.68.up_proj.weight,routed_expert_ffn,44.0,68.0,up_proj,1572864,31.71663516656618,8.079855049268366,0.2547513318116947,1.0,8.079855049268366,0.2547513318116947,True
model.layers.39.mlp.experts.3.up_proj.weight,routed_expert_ffn,39.0,3.0,up_proj,1572864,29.76928086144864,8.079436736161304,0.2714018109394175,1.0,8.079436736161304,0.2714018109394175,True
model.layers.36.mlp.experts.50.gate_proj.weight,routed_expert_ffn,36.0,50.0,gate_proj,1572864,29.882250811714616,8.078352609523124,0.2703394955227469,1.0,8.078352609523124,0.2703394955227469,True
model.layers.29.mlp.experts.20.up_proj.weight,routed_expert_ffn,29.0,20.0,up_proj,1572864,29.30917762521505,8.078317193524851,0.2756241507975637,1.0,8.078317193524851,0.2756241507975637,True
model.layers.20.mlp.experts.94.up_proj.weight,routed_expert_ffn,20.0,94.0,up_proj,1572864,31.6720715645109,8.07818827797992,0.255057149057205,1.0,8.07818827797992,0.255057149057205,True
model.layers.26.mlp.experts.48.down_proj.weight,routed_expert_ffn,26.0,48.0,down_proj,1572864,28.4869097713373,8.077860549346436,0.2835639461839467,1.0,8.077860549346436,0.2835639461839467,True
model.layers.0.mlp.experts.71.down_proj.weight,routed_expert_ffn,0.0,71.0,down_proj,1572864,26.978508201625164,8.075334609335664,0.2993247272600941,1.0,8.075334609335664,0.2993247272600941,True
model.layers.5.mlp.experts.117.gate_proj.weight,routed_expert_ffn,5.0,117.0,gate_proj,1572864,28.37988561842425,8.073813374257776,0.2844906946706032,1.0,8.073813374257776,0.2844906946706032,True
model.layers.32.mlp.experts.50.gate_proj.weight,routed_expert_ffn,32.0,50.0,gate_proj,1572864,30.640621016062973,8.069520244873413,0.2633602054163023,1.0,8.069520244873413,0.2633602054163023,True
model.layers.3.mlp.experts.121.down_proj.weight,routed_expert_ffn,3.0,121.0,down_proj,1572864,29.46106283949737,8.067230965709458,0.2738268815914549,1.0,8.067230965709458,0.2738268815914549,True
model.layers.11.mlp.experts.50.gate_proj.weight,routed_expert_ffn,11.0,50.0,gate_proj,1572864,28.1887915879948,8.066018453147962,0.2861427538661559,1.0,8.066018453147962,0.2861427538661559,True
model.layers.3.mlp.experts.84.down_proj.weight,routed_expert_ffn,3.0,84.0,down_proj,1572864,30.06813348658655,8.065646718175913,0.2682456735059398,1.0,8.065646718175913,0.2682456735059398,True
model.layers.11.mlp.experts.116.down_proj.weight,routed_expert_ffn,11.0,116.0,down_proj,1572864,28.6437553697082,8.065561112657427,0.2815818320103043,1.0,8.065561112657427,0.2815818320103043,True
model.layers.43.mlp.experts.47.up_proj.weight,routed_expert_ffn,43.0,47.0,up_proj,1572864,31.262365717487,8.063424937103873,0.2579275352982482,1.0,8.063424937103873,0.2579275352982482,True
model.layers.44.mlp.experts.104.up_proj.weight,routed_expert_ffn,44.0,104.0,up_proj,1572864,32.34701825275013,8.058642980339203,0.2491309374289563,1.0,8.058642980339203,0.2491309374289563,True
model.layers.30.mlp.experts.76.gate_proj.weight,routed_expert_ffn,30.0,76.0,gate_proj,1572864,30.360100753677308,8.058393038581439,0.2654270848427728,1.0,8.058393038581439,0.2654270848427728,True
model.layers.14.mlp.experts.46.up_proj.weight,routed_expert_ffn,14.0,46.0,up_proj,1572864,28.9048859475457,8.056838775972356,0.2787362244083325,1.0,8.056838775972356,0.2787362244083325,True
model.layers.44.mlp.experts.66.gate_proj.weight,routed_expert_ffn,44.0,66.0,gate_proj,1572864,30.2135163028538,8.048930259376863,0.2664016388789744,1.0,8.048930259376863,0.2664016388789744,True
model.layers.38.mlp.experts.84.up_proj.weight,routed_expert_ffn,38.0,84.0,up_proj,1572864,30.33932648305352,8.048182823789276,0.2652722969405635,1.0,8.048182823789276,0.2652722969405635,True
model.layers.9.mlp.experts.10.up_proj.weight,routed_expert_ffn,9.0,10.0,up_proj,1572864,28.89492176674389,8.0479842227,0.2785259045747854,1.0,8.0479842227,0.2785259045747854,True
model.layers.14.mlp.experts.46.down_proj.weight,routed_expert_ffn,14.0,46.0,down_proj,1572864,29.31309238640485,8.04693330910306,0.2745166972842195,1.0,8.04693330910306,0.2745166972842195,True
model.layers.26.mlp.experts.96.gate_proj.weight,routed_expert_ffn,26.0,96.0,gate_proj,1572864,28.53177303908585,8.046376273986827,0.2820145899437811,1.0,8.046376273986827,0.2820145899437811,True
model.layers.46.mlp.experts.26.gate_proj.weight,routed_expert_ffn,46.0,26.0,gate_proj,1572864,31.554055955861283,8.046343087698967,0.2550018640695327,1.0,8.046343087698967,0.2550018640695327,True
model.layers.9.mlp.experts.80.gate_proj.weight,routed_expert_ffn,9.0,80.0,gate_proj,1572864,28.551711968770917,8.042553261487747,0.2816837487813156,1.0,8.042553261487747,0.2816837487813156,True
model.layers.31.mlp.experts.113.up_proj.weight,routed_expert_ffn,31.0,113.0,up_proj,1572864,28.94649858399868,8.041833220290554,0.2778171320774525,1.0,8.041833220290554,0.2778171320774525,True
model.layers.40.mlp.experts.43.gate_proj.weight,routed_expert_ffn,40.0,43.0,gate_proj,1572864,29.35112893112035,8.036605058980031,0.273809061240537,1.0,8.036605058980031,0.273809061240537,True
model.layers.27.mlp.experts.105.gate_proj.weight,routed_expert_ffn,27.0,105.0,gate_proj,1572864,30.181352893798515,8.034598873169362,0.2662106931203956,1.0,8.034598873169362,0.2662106931203956,True
model.layers.45.mlp.experts.84.up_proj.weight,routed_expert_ffn,45.0,84.0,up_proj,1572864,31.873387673682807,8.032471085278791,0.2520118403325868,1.0,8.032471085278791,0.2520118403325868,True
model.layers.34.mlp.experts.105.down_proj.weight,routed_expert_ffn,34.0,105.0,down_proj,1572864,29.62578185776021,8.032393199734232,0.2711284798591811,1.0,8.032393199734232,0.2711284798591811,True
model.layers.30.mlp.experts.100.down_proj.weight,routed_expert_ffn,30.0,100.0,down_proj,1572864,29.448652677690536,8.032308189649823,0.2727563898274664,1.0,8.032308189649823,0.2727563898274664,True
model.layers.9.mlp.experts.10.gate_proj.weight,routed_expert_ffn,9.0,10.0,gate_proj,1572864,29.833857981012947,8.030814429913995,0.2691845766318596,1.0,8.030814429913995,0.2691845766318596,True
model.layers.23.mlp.experts.51.gate_proj.weight,routed_expert_ffn,23.0,51.0,gate_proj,1572864,28.053967374494803,8.028203364101529,0.2861699829094529,1.0,8.028203364101529,0.2861699829094529,True
model.layers.35.mlp.experts.13.down_proj.weight,routed_expert_ffn,35.0,13.0,down_proj,1572864,30.08242664045115,8.027148435123877,0.2668384612406884,1.0,8.027148435123877,0.2668384612406884,True
model.layers.37.mlp.experts.79.gate_proj.weight,routed_expert_ffn,37.0,79.0,gate_proj,1572864,30.119343713345685,8.026937907928177,0.2665044094029012,1.0,8.026937907928177,0.2665044094029012,True
model.layers.16.mlp.experts.123.down_proj.weight,routed_expert_ffn,16.0,123.0,down_proj,1572864,28.56802121144375,8.02600448834132,0.2809436617586335,1.0,8.02600448834132,0.2809436617586335,True
model.layers.27.mlp.experts.16.down_proj.weight,routed_expert_ffn,27.0,16.0,down_proj,1572864,29.03928949669148,8.024628874851569,0.2763369563764924,1.0,8.024628874851569,0.2763369563764924,True
model.layers.46.mlp.experts.124.down_proj.weight,routed_expert_ffn,46.0,124.0,down_proj,1572864,31.45095252215394,8.020931517425302,0.2550298440651483,1.0,8.020931517425302,0.2550298440651483,True
model.layers.0.mlp.experts.30.up_proj.weight,routed_expert_ffn,0.0,30.0,up_proj,1572864,21.921240190380995,8.019721993743524,0.3658425309925012,1.0,8.019721993743524,0.3658425309925012,True
model.layers.1.mlp.experts.83.up_proj.weight,routed_expert_ffn,1.0,83.0,up_proj,1572864,25.610039935693436,8.01949462287666,0.3131387004086497,1.0,8.01949462287666,0.3131387004086497,True
model.layers.44.mlp.experts.62.down_proj.weight,routed_expert_ffn,44.0,62.0,down_proj,1572864,34.870503672404666,8.01893710886655,0.2299633290130095,1.0,8.01893710886655,0.2299633290130095,True
model.layers.42.mlp.experts.4.up_proj.weight,routed_expert_ffn,42.0,4.0,up_proj,1572864,31.807888333775104,8.015295189212612,0.2519907987950774,1.0,8.015295189212612,0.2519907987950774,True
model.layers.43.mlp.experts.125.down_proj.weight,routed_expert_ffn,43.0,125.0,down_proj,1572864,31.38665627910709,8.015163356284742,0.2553685007096513,1.0,8.015163356284742,0.2553685007096513,True
model.layers.46.mlp.experts.1.gate_proj.weight,routed_expert_ffn,46.0,1.0,gate_proj,1572864,31.654157985538607,8.014535573353141,0.2531906101250468,1.0,8.014535573353141,0.2531906101250468,True
model.layers.11.mlp.experts.50.down_proj.weight,routed_expert_ffn,11.0,50.0,down_proj,1572864,28.672168765525047,8.013136092480964,0.2794743626828756,1.0,8.013136092480964,0.2794743626828756,True
model.layers.37.mlp.experts.20.up_proj.weight,routed_expert_ffn,37.0,20.0,up_proj,1572864,33.42672869735012,8.012975184116668,0.2397176001476893,1.0,8.012975184116668,0.2397176001476893,True
model.layers.5.mlp.experts.117.down_proj.weight,routed_expert_ffn,5.0,117.0,down_proj,1572864,29.22939311506484,8.011675897313479,0.2740965529381538,1.0,8.011675897313479,0.2740965529381538,True
model.layers.23.mlp.experts.21.down_proj.weight,routed_expert_ffn,23.0,21.0,down_proj,1572864,28.51673157099508,8.011512102710386,0.2809407551761314,1.0,8.011512102710386,0.2809407551761314,True
model.layers.25.mlp.experts.115.down_proj.weight,routed_expert_ffn,25.0,115.0,down_proj,1572864,29.92126202864309,8.008446049633026,0.2676506773667061,1.0,8.008446049633026,0.2676506773667061,True
model.layers.16.mlp.experts.124.up_proj.weight,routed_expert_ffn,16.0,124.0,up_proj,1572864,27.910412929627963,8.004470053196497,0.2867915309378833,1.0,8.004470053196497,0.2867915309378833,True
model.layers.41.mlp.experts.117.down_proj.weight,routed_expert_ffn,41.0,117.0,down_proj,1572864,31.52971301382832,8.004456232629305,0.2538702534056908,1.0,8.004456232629305,0.2538702534056908,True
model.layers.7.mlp.experts.31.up_proj.weight,routed_expert_ffn,7.0,31.0,up_proj,1572864,27.150958740841453,8.00399871072754,0.294796172287192,1.0,8.00399871072754,0.294796172287192,True
model.layers.37.mlp.experts.109.gate_proj.weight,routed_expert_ffn,37.0,109.0,gate_proj,1572864,28.970785223814264,8.001102848329772,0.2761783219376735,1.0,8.001102848329772,0.2761783219376735,True
model.layers.29.mlp.experts.97.gate_proj.weight,routed_expert_ffn,29.0,97.0,gate_proj,1572864,27.86004648132171,8.000092505873857,0.2871528771941347,1.0,8.000092505873857,0.2871528771941347,True
model.layers.32.mlp.experts.3.down_proj.weight,routed_expert_ffn,32.0,3.0,down_proj,1572864,29.58428707107721,7.996739438314037,0.2703036047176533,1.0,7.996739438314037,0.2703036047176533,True
model.layers.35.mlp.experts.58.down_proj.weight,routed_expert_ffn,35.0,58.0,down_proj,1572864,29.62687065560165,7.994270418717889,0.2698317521160942,1.0,7.994270418717889,0.2698317521160942,True
model.layers.43.mlp.experts.28.gate_proj.weight,routed_expert_ffn,43.0,28.0,gate_proj,1572864,31.29860965456124,7.992297040350864,0.2553562962879446,1.0,7.992297040350864,0.2553562962879446,True
model.layers.24.mlp.experts.49.gate_proj.weight,routed_expert_ffn,24.0,49.0,gate_proj,1572864,28.506657408429398,7.989773174021554,0.2802774474589569,1.0,7.989773174021554,0.2802774474589569,True
model.layers.43.mlp.experts.16.up_proj.weight,routed_expert_ffn,43.0,16.0,up_proj,1572864,31.74709613166169,7.9888628684964065,0.2516407433097175,1.0,7.9888628684964065,0.2516407433097175,True
model.layers.15.mlp.experts.15.gate_proj.weight,routed_expert_ffn,15.0,15.0,gate_proj,1572864,29.51960025671768,7.987516677194297,0.2705834973282405,1.0,7.987516677194297,0.2705834973282405,True
model.layers.42.mlp.experts.75.gate_proj.weight,routed_expert_ffn,42.0,75.0,gate_proj,1572864,32.88988085559619,7.986398817399281,0.2428223699703795,1.0,7.986398817399281,0.2428223699703795,True
model.layers.41.mlp.experts.100.down_proj.weight,routed_expert_ffn,41.0,100.0,down_proj,1572864,31.107641565530667,7.985820124388104,0.256715704646569,1.0,7.985820124388104,0.256715704646569,True
model.layers.35.mlp.experts.58.gate_proj.weight,routed_expert_ffn,35.0,58.0,gate_proj,1572864,29.21867793273198,7.985731752387739,0.2733091405015895,1.0,7.985731752387739,0.2733091405015895,True
model.layers.32.mlp.experts.38.up_proj.weight,routed_expert_ffn,32.0,38.0,up_proj,1572864,30.52677567649628,7.985144889725678,0.2615783918467925,1.0,7.985144889725678,0.2615783918467925,True
model.layers.24.mlp.experts.103.down_proj.weight,routed_expert_ffn,24.0,103.0,down_proj,1572864,29.760721791035877,7.985112165548253,0.2683104335175574,1.0,7.985112165548253,0.2683104335175574,True
model.layers.9.mlp.experts.80.up_proj.weight,routed_expert_ffn,9.0,80.0,up_proj,1572864,27.755900537515217,7.983531451969115,0.2876336669811334,1.0,7.983531451969115,0.2876336669811334,True
model.layers.7.mlp.experts.31.gate_proj.weight,routed_expert_ffn,7.0,31.0,gate_proj,1572864,28.02326217013733,7.982930091862417,0.2848679801586175,1.0,7.982930091862417,0.2848679801586175,True
model.layers.0.mlp.experts.50.down_proj.weight,routed_expert_ffn,0.0,50.0,down_proj,1572864,24.297995351983257,7.982420202394613,0.3285217602012205,1.0,7.982420202394613,0.3285217602012205,True
model.layers.43.mlp.experts.125.up_proj.weight,routed_expert_ffn,43.0,125.0,up_proj,1572864,31.91030424627512,7.980773232841726,0.2501001924409203,1.0,7.980773232841726,0.2501001924409203,True
model.layers.41.mlp.experts.10.down_proj.weight,routed_expert_ffn,41.0,10.0,down_proj,1572864,32.62011682205284,7.978312181846239,0.2445825753895675,1.0,7.978312181846239,0.2445825753895675,True
model.layers.44.mlp.experts.51.down_proj.weight,routed_expert_ffn,44.0,51.0,down_proj,1572864,32.51788495269757,7.976205726289032,0.2452867318367012,1.0,7.976205726289032,0.2452867318367012,True
model.layers.45.mlp.experts.83.up_proj.weight,routed_expert_ffn,45.0,83.0,up_proj,1572864,33.09177468432016,7.97513746184982,0.2410005972157386,1.0,7.97513746184982,0.2410005972157386,True
model.layers.25.mlp.experts.102.up_proj.weight,routed_expert_ffn,25.0,102.0,up_proj,1572864,27.8969519696905,7.968525961924161,0.2856414554027913,1.0,7.968525961924161,0.2856414554027913,True
model.layers.43.mlp.experts.27.down_proj.weight,routed_expert_ffn,43.0,27.0,down_proj,1572864,33.48781808301248,7.9684914939688,0.2379519464127468,1.0,7.9684914939688,0.2379519464127468,True
model.layers.35.mlp.experts.87.up_proj.weight,routed_expert_ffn,35.0,87.0,up_proj,1572864,29.45275095087416,7.968394791409234,0.2705484049588492,1.0,7.968394791409234,0.2705484049588492,True
model.layers.25.mlp.experts.115.gate_proj.weight,routed_expert_ffn,25.0,115.0,gate_proj,1572864,29.02386965526177,7.968120954032132,0.2745368225765713,1.0,7.968120954032132,0.2745368225765713,True
model.layers.18.mlp.experts.97.gate_proj.weight,routed_expert_ffn,18.0,97.0,gate_proj,1572864,29.321289826837003,7.965662219625432,0.2716682065034763,1.0,7.965662219625432,0.2716682065034763,True
model.layers.28.mlp.experts.15.down_proj.weight,routed_expert_ffn,28.0,15.0,down_proj,1572864,29.29445615014576,7.965250121821274,0.2719029867288266,1.0,7.965250121821274,0.2719029867288266,True
model.layers.15.mlp.experts.27.down_proj.weight,routed_expert_ffn,15.0,27.0,down_proj,1572864,28.463159139889168,7.96445244486914,0.2798161794242827,1.0,7.96445244486914,0.2798161794242827,True
model.layers.27.mlp.experts.61.up_proj.weight,routed_expert_ffn,27.0,61.0,up_proj,1572864,29.242440053678298,7.962864995283134,0.2723050805837769,1.0,7.962864995283134,0.2723050805837769,True
model.layers.19.mlp.experts.18.gate_proj.weight,routed_expert_ffn,19.0,18.0,gate_proj,1572864,32.08715015513414,7.9627854707767485,0.2481611932589362,1.0,7.9627854707767485,0.2481611932589362,True
model.layers.19.mlp.experts.55.up_proj.weight,routed_expert_ffn,19.0,55.0,up_proj,1572864,28.948711423246568,7.962007430095411,0.275038405464283,1.0,7.962007430095411,0.275038405464283,True
model.layers.24.mlp.experts.38.up_proj.weight,routed_expert_ffn,24.0,38.0,up_proj,1572864,28.6999107226535,7.961358445768031,0.2774001118924717,1.0,7.961358445768031,0.2774001118924717,True
model.layers.8.mlp.experts.8.down_proj.weight,routed_expert_ffn,8.0,8.0,down_proj,1572864,28.260712069579697,7.96113563717796,0.2817032924569321,1.0,7.96113563717796,0.2817032924569321,True
model.layers.32.mlp.experts.27.up_proj.weight,routed_expert_ffn,32.0,27.0,up_proj,1572864,29.33112165031581,7.960362466965229,0.2713964560192508,1.0,7.960362466965229,0.2713964560192508,True
model.layers.35.mlp.experts.42.gate_proj.weight,routed_expert_ffn,35.0,42.0,gate_proj,1572864,28.39335085978537,7.959475636679132,0.2803288585410485,1.0,7.959475636679132,0.2803288585410485,True
model.layers.25.mlp.experts.58.up_proj.weight,routed_expert_ffn,25.0,58.0,up_proj,1572864,30.939267626270663,7.958860955714853,0.2572414141101695,1.0,7.958860955714853,0.2572414141101695,True
model.layers.21.mlp.experts.10.up_proj.weight,routed_expert_ffn,21.0,10.0,up_proj,1572864,29.711937926885444,7.958195177513456,0.2678450391589006,1.0,7.958195177513456,0.2678450391589006,True
model.layers.43.mlp.experts.82.up_proj.weight,routed_expert_ffn,43.0,82.0,up_proj,1572864,31.955879312831467,7.957104839421,0.2490028442505078,1.0,7.957104839421,0.2490028442505078,True
model.layers.44.mlp.experts.23.down_proj.weight,routed_expert_ffn,44.0,23.0,down_proj,1572864,34.01493058834146,7.954709597788988,0.2338593511790216,1.0,7.954709597788988,0.2338593511790216,True
model.layers.0.mlp.experts.101.up_proj.weight,routed_expert_ffn,0.0,101.0,up_proj,1572864,27.17479049194768,7.95105505126349,0.292589378145142,1.0,7.95105505126349,0.292589378145142,True
model.layers.33.mlp.experts.35.up_proj.weight,routed_expert_ffn,33.0,35.0,up_proj,1572864,31.16298334180665,7.950607410954524,0.2551298546660133,1.0,7.950607410954524,0.2551298546660133,True
model.layers.31.mlp.experts.9.up_proj.weight,routed_expert_ffn,31.0,9.0,up_proj,1572864,29.314011654785077,7.947964956021049,0.2711319436459207,1.0,7.947964956021049,0.2711319436459207,True
