layer,expert,tensor_count,changed_tensors,max_relative_delta_norm,mean_relative_delta_norm,target_cap,delta_scale,scaled,predicted_max_relative_delta_norm
2,34,3,0,0.0,0.0,0.65,1.0,False,0.0
2,35,3,0,0.0,0.0,0.65,1.0,False,0.0
2,36,3,0,0.0,0.0,0.65,1.0,False,0.0
2,37,3,3,0.0668932918757097,0.06468092098609109,0.65,1.0,False,0.0668932918757097
2,38,3,3,0.1551037825364124,0.153127165968728,0.65,1.0,False,0.1551037825364124
2,39,3,3,0.267015530362902,0.26271956078128184,0.65,1.0,False,0.267015530362902
2,40,3,3,0.2695214298600624,0.26349977163843485,0.65,1.0,False,0.2695214298600624
2,41,3,3,0.0580440725793807,0.0549812201111495,0.65,1.0,False,0.0580440725793807
2,42,3,0,0.0,0.0,0.65,1.0,False,0.0
2,43,3,0,0.0,0.0,0.65,1.0,False,0.0
2,44,3,3,0.154981124540573,0.1480624057498908,0.65,1.0,False,0.154981124540573
2,45,3,3,0.2769193643766485,0.2709931583751648,0.65,1.0,False,0.2769193643766485
2,46,3,3,0.2431447652759516,0.23711587494224062,0.65,1.0,False,0.2431447652759516
2,47,3,3,0.2400380650028938,0.2323888281495734,0.65,1.0,False,0.2400380650028938
2,48,3,3,0.2467756720256496,0.2380052640926992,0.65,1.0,False,0.2467756720256496
2,49,3,3,0.3549985560274181,0.3457807329335468,0.65,1.0,False,0.3549985560274181
2,50,3,3,0.2640309215949756,0.25505645864695076,0.65,1.0,False,0.2640309215949756
2,51,3,3,0.2746237821275965,0.26559544791972484,0.65,1.0,False,0.2746237821275965
2,52,3,3,0.14490158393753,0.13742356611253834,0.65,1.0,False,0.14490158393753
2,53,3,3,0.3137196529859443,0.30569164668025145,0.65,1.0,False,0.3137196529859443
2,54,3,3,0.319452106296026,0.30416351786168827,0.65,1.0,False,0.319452106296026
2,55,3,0,0.0,0.0,0.65,1.0,False,0.0
2,56,3,0,0.0,0.0,0.65,1.0,False,0.0
2,57,3,3,0.3101668945298558,0.29495900193504326,0.65,1.0,False,0.3101668945298558
2,58,3,0,0.0,0.0,0.65,1.0,False,0.0
2,59,3,3,0.1446810392772468,0.1381998284063596,0.65,1.0,False,0.1446810392772468
2,60,3,3,0.1557860034369181,0.15109676446099876,0.65,1.0,False,0.1557860034369181
2,61,3,0,0.0,0.0,0.65,1.0,False,0.0
2,62,3,3,0.1153063302769494,0.10909471940771094,0.65,1.0,False,0.1153063302769494
2,63,3,0,0.0,0.0,0.65,1.0,False,0.0
2,64,3,3,0.2517953375244668,0.24018452745516408,0.65,1.0,False,0.2517953375244668
2,65,3,3,0.0798074776538449,0.0763363803364512,0.65,1.0,False,0.0798074776538449
2,66,3,3,0.6499951172384116,0.6323738683176077,0.65,1.0,False,0.6499951172384116
2,67,3,3,0.3620341082019296,0.34356299481373725,0.65,1.0,False,0.3620341082019296
2,68,3,3,0.4233724478933827,0.40626484496081733,0.65,1.0,False,0.4233724478933827
2,69,3,3,0.3436836094642646,0.32715888754158334,0.65,1.0,False,0.3436836094642646
2,70,3,3,0.159823948785326,0.14997583053196437,0.65,1.0,False,0.159823948785326
2,71,3,0,0.0,0.0,0.65,1.0,False,0.0
2,72,3,0,0.0,0.0,0.65,1.0,False,0.0
2,73,3,3,0.2800979999206009,0.2690955120849509,0.65,1.0,False,0.2800979999206009
2,74,3,3,0.3308950154883961,0.31116591944183924,0.65,1.0,False,0.3308950154883961
