pattern,layer,expert,old_nonbase_weight,new_nonbase_weight,delta_scale,scaled,max_relative_delta_norm,predicted_max_relative_delta_norm
.*layers\.8\..*experts\.9\..*,8.0,9.0,0.344129,0.344129,1.0,False,0.4583017492061449,0.4583017492061449
.*layers\.8\..*experts\.10\..*,8.0,10.0,0.470769,0.470769,1.0,False,0.583195671818439,0.583195671818439
.*layers\.8\..*experts\.12\..*,8.0,12.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.13\..*,8.0,13.0,0.220736,0.220736,1.0,False,0.2395416469416428,0.2395416469416428
.*layers\.8\..*experts\.14\..*,8.0,14.0,0.287745,0.287745,1.0,False,0.3117239298309325,0.3117239298309325
.*layers\.8\..*experts\.15\..*,8.0,15.0,0.699374,0.6061188508076462,0.8666591134466625,True,0.7500065364973555,0.65
.*layers\.8\..*experts\.16\..*,8.0,16.0,0.108314,0.108314,1.0,False,0.1280785838273944,0.1280785838273944
.*layers\.8\..*experts\.17\..*,8.0,17.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.18\..*,8.0,18.0,0.257135,0.257135,1.0,False,0.3203669788212336,0.3203669788212336
.*layers\.8\..*experts\.19\..*,8.0,19.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.20\..*,8.0,20.0,0.26283,0.26283,1.0,False,0.3226017564621653,0.3226017564621653
.*layers\.8\..*experts\.21\..*,8.0,21.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.22\..*,8.0,22.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.23\..*,8.0,23.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.24\..*,8.0,24.0,0.22118,0.22118,1.0,False,0.2325315487222839,0.2325315487222839
.*layers\.8\..*experts\.25\..*,8.0,25.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.26\..*,8.0,26.0,0.455167,0.455167,1.0,False,0.5425784912926036,0.5425784912926036
.*layers\.8\..*experts\.27\..*,8.0,27.0,0.331429,0.331429,1.0,False,0.3401217806765072,0.3401217806765072
.*layers\.8\..*experts\.28\..*,8.0,28.0,0.260482,0.260482,1.0,False,0.2764832081309369,0.2764832081309369
.*layers\.8\..*experts\.29\..*,8.0,29.0,0.17295,0.17295,1.0,False,0.1926134033077297,0.1926134033077297
.*layers\.8\..*experts\.30\..*,8.0,30.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.31\..*,8.0,31.0,0.578727,0.578727,1.0,False,0.6499982072136055,0.6499982072136055
.*layers\.8\..*experts\.33\..*,8.0,33.0,0.278836,0.278836,1.0,False,0.2832171855400683,0.2832171855400683
.*layers\.8\..*experts\.35\..*,8.0,35.0,0.350579,0.350579,1.0,False,0.4086208423530121,0.4086208423530121
.*layers\.8\..*experts\.36\..*,8.0,36.0,0.311908,0.311908,1.0,False,0.33348484369131,0.33348484369131
.*layers\.8\..*experts\.37\..*,8.0,37.0,0.253743,0.253743,1.0,False,0.3020553553286795,0.3020553553286795
.*layers\.8\..*experts\.38\..*,8.0,38.0,0.209268,0.209268,1.0,False,0.2619975878934718,0.2619975878934718
.*layers\.8\..*experts\.39\..*,8.0,39.0,0.431365,0.431365,1.0,False,0.4228416363739473,0.4228416363739473
.*layers\.8\..*experts\.40\..*,8.0,40.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.42\..*,8.0,42.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.43\..*,8.0,43.0,0.415558,0.415558,1.0,False,0.4446712785369866,0.4446712785369866
.*layers\.8\..*experts\.44\..*,8.0,44.0,0.757797,0.6567580577312058,0.8666675346183815,True,0.7499992488886913,0.65
.*layers\.8\..*experts\.45\..*,8.0,45.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.46\..*,8.0,46.0,0.293604,0.293604,1.0,False,0.3077369812069604,0.3077369812069604
.*layers\.8\..*experts\.47\..*,8.0,47.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.49\..*,8.0,49.0,0.487334,0.487334,1.0,False,0.5740751912873906,0.5740751912873906
.*layers\.8\..*experts\.50\..*,8.0,50.0,0.0749494,0.0749494,1.0,False,0.0927756439206554,0.0927756439206554
.*layers\.8\..*experts\.51\..*,8.0,51.0,0.286959,0.286959,1.0,False,0.2996314947892193,0.2996314947892193
.*layers\.8\..*experts\.52\..*,8.0,52.0,0.149764,0.149764,1.0,False,0.1716738003175372,0.1716738003175372
.*layers\.8\..*experts\.53\..*,8.0,53.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.54\..*,8.0,54.0,0.504937,0.504937,1.0,False,0.6000006549471157,0.6000006549471157
.*layers\.8\..*experts\.55\..*,8.0,55.0,0.158642,0.158642,1.0,False,0.1915660323646413,0.1915660323646413
.*layers\.8\..*experts\.56\..*,8.0,56.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.57\..*,8.0,57.0,0.156302,0.156302,1.0,False,0.1884972089771737,0.1884972089771737
.*layers\.8\..*experts\.59\..*,8.0,59.0,0.144752,0.144752,1.0,False,0.1632544281825813,0.1632544281825813
.*layers\.8\..*experts\.60\..*,8.0,60.0,0.174523,0.174523,1.0,False,0.1933230569803474,0.1933230569803474
.*layers\.8\..*experts\.61\..*,8.0,61.0,0.156441,0.156441,1.0,False,0.1800323091133717,0.1800323091133717
.*layers\.8\..*experts\.62\..*,8.0,62.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.63\..*,8.0,63.0,0.588652,0.588652,1.0,False,0.6499974661755067,0.6499974661755067
.*layers\.8\..*experts\.64\..*,8.0,64.0,0.227494,0.227494,1.0,False,0.2324955114277352,0.2324955114277352
.*layers\.8\..*experts\.65\..*,8.0,65.0,0.237833,0.237833,1.0,False,0.2958251822874516,0.2958251822874516
.*layers\.8\..*experts\.66\..*,8.0,66.0,0.206819,0.206819,1.0,False,0.2442798323801749,0.2442798323801749
.*layers\.8\..*experts\.67\..*,8.0,67.0,0.201773,0.201773,1.0,False,0.2520384428290706,0.2520384428290706
.*layers\.8\..*experts\.69\..*,8.0,69.0,0.220736,0.220736,1.0,False,0.2712363728300727,0.2712363728300727
.*layers\.8\..*experts\.70\..*,8.0,70.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.71\..*,8.0,71.0,0.379901,0.379901,1.0,False,0.3845807252473714,0.3845807252473714
.*layers\.8\..*experts\.72\..*,8.0,72.0,0.123491,0.123491,1.0,False,0.1492087781868964,0.1492087781868964
.*layers\.8\..*experts\.74\..*,8.0,74.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.76\..*,8.0,76.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.77\..*,8.0,77.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.78\..*,8.0,78.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.79\..*,8.0,79.0,0.144979,0.144979,1.0,False,0.1635192104078701,0.1635192104078701
.*layers\.8\..*experts\.80\..*,8.0,80.0,0.0788883,0.0788883,1.0,False,0.0883550380835109,0.0883550380835109
.*layers\.8\..*experts\.81\..*,8.0,81.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.82\..*,8.0,82.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.83\..*,8.0,83.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.84\..*,8.0,84.0,0.232095,0.232095,1.0,False,0.2690866787938339,0.2690866787938339
.*layers\.8\..*experts\.86\..*,8.0,86.0,0.0551033,0.0551033,1.0,False,0.0684157052714628,0.0684157052714628
.*layers\.8\..*experts\.87\..*,8.0,87.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.88\..*,8.0,88.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.90\..*,8.0,90.0,0.235719,0.235719,1.0,False,0.2685023836481136,0.2685023836481136
.*layers\.8\..*experts\.91\..*,8.0,91.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.94\..*,8.0,94.0,0.230472,0.230472,1.0,False,0.2556543557310169,0.2556543557310169
.*layers\.8\..*experts\.95\..*,8.0,95.0,0.59106,0.59106,1.0,False,0.6000029923221404,0.6000029923221404
.*layers\.8\..*experts\.96\..*,8.0,96.0,0.22766,0.22766,1.0,False,0.2479758832999949,0.2479758832999949
.*layers\.8\..*experts\.98\..*,8.0,98.0,0.20855,0.20855,1.0,False,0.248957895973567,0.248957895973567
.*layers\.8\..*experts\.99\..*,8.0,99.0,0.188137,0.188137,1.0,False,0.2168074668501952,0.2168074668501952
.*layers\.8\..*experts\.101\..*,8.0,101.0,0.493122,0.493122,1.0,False,0.6200031502550243,0.6200031502550243
.*layers\.8\..*experts\.102\..*,8.0,102.0,0.410779,0.410779,1.0,False,0.5048228169051479,0.5048228169051479
.*layers\.8\..*experts\.103\..*,8.0,103.0,0.42677,0.42677,1.0,False,0.4378777362981166,0.4378777362981166
.*layers\.8\..*experts\.104\..*,8.0,104.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.105\..*,8.0,105.0,0.550531,0.550531,1.0,False,0.6000016750329648,0.6000016750329648
.*layers\.8\..*experts\.106\..*,8.0,106.0,0.0923462,0.0923462,1.0,False,0.0952906913267403,0.0952906913267403
.*layers\.8\..*experts\.107\..*,8.0,107.0,0.366667,0.366667,1.0,False,0.3971939736938112,0.3971939736938112
.*layers\.8\..*experts\.109\..*,8.0,109.0,0.230697,0.230697,1.0,False,0.2527186060143591,0.2527186060143591
.*layers\.8\..*experts\.110\..*,8.0,110.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.111\..*,8.0,111.0,0.104127,0.104127,1.0,False,0.1242644844821369,0.1242644844821369
.*layers\.8\..*experts\.112\..*,8.0,112.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.113\..*,8.0,113.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.116\..*,8.0,116.0,0.289059,0.289059,1.0,False,0.3248435853656356,0.3248435853656356
.*layers\.8\..*experts\.117\..*,8.0,117.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.118\..*,8.0,118.0,0.585398,0.50734566005248,0.8666679080770349,True,0.7499989257041049,0.65
.*layers\.8\..*experts\.119\..*,8.0,119.0,0.681592,0.5907150549645315,0.8666695838045804,True,0.7499974755622256,0.65
.*layers\.8\..*experts\.121\..*,8.0,121.0,0.172794,0.172794,1.0,False,0.213119571275636,0.213119571275636
.*layers\.8\..*experts\.122\..*,8.0,122.0,0.472288,0.472288,1.0,False,0.4973535995321706,0.4973535995321706
.*layers\.8\..*experts\.124\..*,8.0,124.0,0.220736,0.220736,1.0,False,0.276367854863603,0.276367854863603
.*layers\.8\..*experts\.125\..*,8.0,125.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.126\..*,8.0,126.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.8\..*experts\.127\..*,8.0,127.0,0.210489,0.210489,1.0,False,0.2323382286229408,0.2323382286229408
.*layers\.9\..*experts\.0\..*,9.0,0.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.1\..*,9.0,1.0,0.499546,0.499546,1.0,False,0.4878302616633634,0.4878302616633634
.*layers\.9\..*experts\.2\..*,9.0,2.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.5\..*,9.0,5.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.6\..*,9.0,6.0,0.482014,0.482014,1.0,False,0.6000000185042332,0.6000000185042332
.*layers\.9\..*experts\.7\..*,9.0,7.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.8\..*,9.0,8.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.9\..*,9.0,9.0,0.161432,0.161432,1.0,False,0.191241326130402,0.191241326130402
.*layers\.9\..*experts\.10\..*,9.0,10.0,0.267396,0.267396,1.0,False,0.2785259045747854,0.2785259045747854
.*layers\.9\..*experts\.11\..*,9.0,11.0,0.0555555,0.0555555,1.0,False,0.070394618376953,0.070394618376953
.*layers\.9\..*experts\.12\..*,9.0,12.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.13\..*,9.0,13.0,0.478276,0.478276,1.0,False,0.5999985970678889,0.5999985970678889
.*layers\.9\..*experts\.15\..*,9.0,15.0,0.0937246,0.0937246,1.0,False,0.1123922538453714,0.1123922538453714
.*layers\.9\..*experts\.16\..*,9.0,16.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.18\..*,9.0,18.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.19\..*,9.0,19.0,0.330421,0.330421,1.0,False,0.3706394113108295,0.3706394113108295
.*layers\.9\..*experts\.21\..*,9.0,21.0,0.12714,0.12714,1.0,False,0.1554281557027567,0.1554281557027567
.*layers\.9\..*experts\.22\..*,9.0,22.0,0.601683,0.601683,1.0,False,0.5723306486310799,0.5723306486310799
.*layers\.9\..*experts\.23\..*,9.0,23.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.24\..*,9.0,24.0,0.0851683,0.0851683,1.0,False,0.0895887987554938,0.0895887987554938
.*layers\.9\..*experts\.25\..*,9.0,25.0,0.284849,0.284849,1.0,False,0.3203293436117845,0.3203293436117845
.*layers\.9\..*experts\.26\..*,9.0,26.0,0.183333,0.183333,1.0,False,0.2268812618341112,0.2268812618341112
.*layers\.9\..*experts\.27\..*,9.0,27.0,0.371913,0.371913,1.0,False,0.4071583791179062,0.4071583791179062
.*layers\.9\..*experts\.28\..*,9.0,28.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.30\..*,9.0,30.0,0.479323,0.479323,1.0,False,0.5860296410275346,0.5860296410275346
.*layers\.9\..*experts\.32\..*,9.0,32.0,0.456956,0.456956,1.0,False,0.506856553324775,0.506856553324775
.*layers\.9\..*experts\.33\..*,9.0,33.0,0.0876864,0.0876864,1.0,False,0.0973077091113982,0.0973077091113982
.*layers\.9\..*experts\.34\..*,9.0,34.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.35\..*,9.0,35.0,0.204817,0.204817,1.0,False,0.2166977448096873,0.2166977448096873
.*layers\.9\..*experts\.37\..*,9.0,37.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.38\..*,9.0,38.0,0.141857,0.141857,1.0,False,0.1833758917127595,0.1833758917127595
.*layers\.9\..*experts\.39\..*,9.0,39.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.40\..*,9.0,40.0,0.073469,0.073469,1.0,False,0.0871526118765355,0.0871526118765355
.*layers\.9\..*experts\.41\..*,9.0,41.0,0.347756,0.347756,1.0,False,0.4069363640316809,0.4069363640316809
.*layers\.9\..*experts\.43\..*,9.0,43.0,0.302219,0.302219,1.0,False,0.3101335352786846,0.3101335352786846
.*layers\.9\..*experts\.44\..*,9.0,44.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.45\..*,9.0,45.0,0.405394,0.405394,1.0,False,0.4241581108606684,0.4241581108606684
.*layers\.9\..*experts\.47\..*,9.0,47.0,0.417929,0.417929,1.0,False,0.6000012736597015,0.6000012736597015
.*layers\.9\..*experts\.48\..*,9.0,48.0,0.378209,0.378209,1.0,False,0.3790390198668854,0.3790390198668854
.*layers\.9\..*experts\.49\..*,9.0,49.0,0.15799,0.15799,1.0,False,0.1850288438973067,0.1850288438973067
.*layers\.9\..*experts\.51\..*,9.0,51.0,0.383713,0.383713,1.0,False,0.4844545342501491,0.4844545342501491
.*layers\.9\..*experts\.52\..*,9.0,52.0,0.0486789,0.0486789,1.0,False,0.0546266548022362,0.0546266548022362
.*layers\.9\..*experts\.53\..*,9.0,53.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.54\..*,9.0,54.0,0.626406,0.626406,1.0,False,0.6499959938485632,0.6499959938485632
.*layers\.9\..*experts\.55\..*,9.0,55.0,0.317552,0.317552,1.0,False,0.4000954241794413,0.4000954241794413
.*layers\.9\..*experts\.56\..*,9.0,56.0,0.498171,0.498171,1.0,False,0.5999737746548418,0.5999737746548418
.*layers\.9\..*experts\.57\..*,9.0,57.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.59\..*,9.0,59.0,0.422799,0.422799,1.0,False,0.4912734131746632,0.4912734131746632
.*layers\.9\..*experts\.60\..*,9.0,60.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.61\..*,9.0,61.0,0.513192,0.513192,1.0,False,0.600002542349132,0.600002542349132
.*layers\.9\..*experts\.62\..*,9.0,62.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.64\..*,9.0,64.0,0.133882,0.133882,1.0,False,0.1549001799677398,0.1549001799677398
.*layers\.9\..*experts\.65\..*,9.0,65.0,0.321614,0.321614,1.0,False,0.3552302118273703,0.3552302118273703
.*layers\.9\..*experts\.66\..*,9.0,66.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.68\..*,9.0,68.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.69\..*,9.0,69.0,0.204051,0.204051,1.0,False,0.2562677813795921,0.2562677813795921
.*layers\.9\..*experts\.70\..*,9.0,70.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.71\..*,9.0,71.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.72\..*,9.0,72.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.74\..*,9.0,74.0,0.52342,0.52342,1.0,False,0.6000018203983329,0.6000018203983329
.*layers\.9\..*experts\.75\..*,9.0,75.0,0.0809807,0.0809807,1.0,False,0.0974102074218528,0.0974102074218528
.*layers\.9\..*experts\.77\..*,9.0,77.0,0.163053,0.163053,1.0,False,0.1976244249010559,0.1976244249010559
.*layers\.9\..*experts\.79\..*,9.0,79.0,0.131864,0.131864,1.0,False,0.1507652971204214,0.1507652971204214
.*layers\.9\..*experts\.80\..*,9.0,80.0,0.254796,0.254796,1.0,False,0.2876336669811334,0.2876336669811334
.*layers\.9\..*experts\.82\..*,9.0,82.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.83\..*,9.0,83.0,0.044425,0.044425,1.0,False,0.0530628553712075,0.0530628553712075
.*layers\.9\..*experts\.84\..*,9.0,84.0,0.0851412,0.0851412,1.0,False,0.1039874013470599,0.1039874013470599
.*layers\.9\..*experts\.85\..*,9.0,85.0,0.15745,0.15745,1.0,False,0.1929307362752418,0.1929307362752418
.*layers\.9\..*experts\.86\..*,9.0,86.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.87\..*,9.0,87.0,0.20172,0.20172,1.0,False,0.2410740526595999,0.2410740526595999
.*layers\.9\..*experts\.88\..*,9.0,88.0,0.291837,0.291837,1.0,False,0.3216307137068496,0.3216307137068496
.*layers\.9\..*experts\.89\..*,9.0,89.0,0.142144,0.142144,1.0,False,0.1580272653440304,0.1580272653440304
.*layers\.9\..*experts\.90\..*,9.0,90.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.91\..*,9.0,91.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.92\..*,9.0,92.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.93\..*,9.0,93.0,0.581961,0.581961,1.0,False,0.6499984068172029,0.6499984068172029
.*layers\.9\..*experts\.94\..*,9.0,94.0,0.319653,0.319653,1.0,False,0.3090980650996229,0.3090980650996229
.*layers\.9\..*experts\.96\..*,9.0,96.0,0.157771,0.157771,1.0,False,0.1781727043119043,0.1781727043119043
.*layers\.9\..*experts\.97\..*,9.0,97.0,0.419153,0.419153,1.0,False,0.4508755299944761,0.4508755299944761
.*layers\.9\..*experts\.98\..*,9.0,98.0,0.187099,0.187099,1.0,False,0.2202164029517107,0.2202164029517107
.*layers\.9\..*experts\.99\..*,9.0,99.0,0.658357,0.5705747280801102,0.8666646334437247,True,0.7500017595239815,0.65
.*layers\.9\..*experts\.100\..*,9.0,100.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.101\..*,9.0,101.0,0.357056,0.357056,1.0,False,0.39719675100223,0.39719675100223
.*layers\.9\..*experts\.102\..*,9.0,102.0,0.5357,0.5357,1.0,False,0.5799080248318381,0.5799080248318381
.*layers\.9\..*experts\.103\..*,9.0,103.0,0.168847,0.168847,1.0,False,0.1727944091833853,0.1727944091833853
.*layers\.9\..*experts\.104\..*,9.0,104.0,0.159003,0.159003,1.0,False,0.1684134224855568,0.1684134224855568
.*layers\.9\..*experts\.105\..*,9.0,105.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.106\..*,9.0,106.0,0.0577278,0.0577278,1.0,False,0.0722390303517601,0.0722390303517601
.*layers\.9\..*experts\.108\..*,9.0,108.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.110\..*,9.0,110.0,0.255183,0.255183,1.0,False,0.3047940681670164,0.3047940681670164
.*layers\.9\..*experts\.111\..*,9.0,111.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.112\..*,9.0,112.0,0.146853,0.146853,1.0,False,0.1663698437711286,0.1663698437711286
.*layers\.9\..*experts\.113\..*,9.0,113.0,0.11019,0.11019,1.0,False,0.1136752863268583,0.1136752863268583
.*layers\.9\..*experts\.114\..*,9.0,114.0,0.187482,0.187482,1.0,False,0.2137212227938306,0.2137212227938306
.*layers\.9\..*experts\.115\..*,9.0,115.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.116\..*,9.0,116.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.117\..*,9.0,117.0,0.179871,0.179871,1.0,False,0.1953711968388476,0.1953711968388476
.*layers\.9\..*experts\.118\..*,9.0,118.0,0.303775,0.303775,1.0,False,0.3115425456167419,0.3115425456167419
.*layers\.9\..*experts\.119\..*,9.0,119.0,0.187478,0.187478,1.0,False,0.2020571901589519,0.2020571901589519
.*layers\.9\..*experts\.120\..*,9.0,120.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.122\..*,9.0,122.0,0.108866,0.108866,1.0,False,0.1322019411322719,0.1322019411322719
.*layers\.9\..*experts\.123\..*,9.0,123.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.124\..*,9.0,124.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.125\..*,9.0,125.0,0.188375,0.188375,1.0,False,0.239009822396249,0.239009822396249
.*layers\.9\..*experts\.126\..*,9.0,126.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.9\..*experts\.127\..*,9.0,127.0,0.575115,0.575115,1.0,False,0.5717448794466485,0.5717448794466485
.*layers\.10\..*experts\.0\..*,10.0,0.0,0.164194,0.164194,1.0,False,0.2023489131541333,0.2023489131541333
.*layers\.10\..*experts\.1\..*,10.0,1.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.2\..*,10.0,2.0,0.163665,0.163665,1.0,False,0.1780431518308067,0.1780431518308067
.*layers\.10\..*experts\.3\..*,10.0,3.0,0.138442,0.138442,1.0,False,0.1692388063388494,0.1692388063388494
.*layers\.10\..*experts\.4\..*,10.0,4.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.5\..*,10.0,5.0,0.339255,0.339255,1.0,False,0.4080238493898652,0.4080238493898652
.*layers\.10\..*experts\.6\..*,10.0,6.0,0.620305,0.5759980975936217,0.9285723919581848,True,0.6999992737553526,0.65
.*layers\.10\..*experts\.8\..*,10.0,8.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.10\..*,10.0,10.0,0.0549843,0.0549843,1.0,False,0.0653623054934862,0.0653623054934862
.*layers\.10\..*experts\.11\..*,10.0,11.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.12\..*,10.0,12.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.13\..*,10.0,13.0,0.276555,0.276555,1.0,False,0.3125146071632802,0.3125146071632802
.*layers\.10\..*experts\.14\..*,10.0,14.0,0.273951,0.273951,1.0,False,0.3037183108968868,0.3037183108968868
.*layers\.10\..*experts\.15\..*,10.0,15.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.16\..*,10.0,16.0,0.119403,0.119403,1.0,False,0.1460753713559793,0.1460753713559793
.*layers\.10\..*experts\.18\..*,10.0,18.0,0.488237,0.488237,1.0,False,0.5150524287303053,0.5150524287303053
.*layers\.10\..*experts\.19\..*,10.0,19.0,0.427837,0.427837,1.0,False,0.4972025492352084,0.4972025492352084
.*layers\.10\..*experts\.20\..*,10.0,20.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.21\..*,10.0,21.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.22\..*,10.0,22.0,0.140754,0.140754,1.0,False,0.1793473782405337,0.1793473782405337
.*layers\.10\..*experts\.23\..*,10.0,23.0,0.56645,0.5259883855790564,0.9285698394899043,True,0.7000011979250452,0.65
.*layers\.10\..*experts\.24\..*,10.0,24.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.25\..*,10.0,25.0,0.197404,0.197404,1.0,False,0.24895780796329,0.24895780796329
.*layers\.10\..*experts\.26\..*,10.0,26.0,0.120944,0.120944,1.0,False,0.1487827611524794,0.1487827611524794
.*layers\.10\..*experts\.27\..*,10.0,27.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.28\..*,10.0,28.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.29\..*,10.0,29.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.30\..*,10.0,30.0,0.283894,0.283894,1.0,False,0.3146460778653657,0.3146460778653657
.*layers\.10\..*experts\.31\..*,10.0,31.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.32\..*,10.0,32.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.33\..*,10.0,33.0,0.148712,0.148712,1.0,False,0.174047052922775,0.174047052922775
.*layers\.10\..*experts\.34\..*,10.0,34.0,0.461022,0.461022,1.0,False,0.6000021299495619,0.6000021299495619
.*layers\.10\..*experts\.35\..*,10.0,35.0,0.0907698,0.0907698,1.0,False,0.0920216090326844,0.0920216090326844
.*layers\.10\..*experts\.36\..*,10.0,36.0,0.445599,0.445599,1.0,False,0.6000013270151165,0.6000013270151165
.*layers\.10\..*experts\.37\..*,10.0,37.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.10\..*experts\.38\..*,10.0,38.0,0.126837,0.126837,1.0,False,0.1520424240668047,0.1520424240668047
.*layers\.10\..*experts\.39\..*,10.0,39.0,0.601653,0.601653,1.0,False,0.6205234889237387,0.6205234889237387
.*layers\.10\..*experts\.40\..*,10.0,40.0,0.318274,0.318274,1.0,False,0.3350077703301967,0.3350077703301967
.*layers\.10\..*experts\.41\..*,10.0,41.0,0.123158,0.123158,1.0,False,0.1488200354162115,0.1488200354162115
