pattern,layer,expert,old_nonbase_weight,new_nonbase_weight,delta_scale,scaled,max_relative_delta_norm,predicted_max_relative_delta_norm
.*layers\.35\..*experts\.4\..*,35.0,4.0,0.343448,0.343448,1.0,False,0.3806990690565447,0.3806990690565447
.*layers\.35\..*experts\.5\..*,35.0,5.0,0.19065,0.19065,1.0,False,0.2225536963741135,0.2225536963741135
.*layers\.35\..*experts\.6\..*,35.0,6.0,0.170586,0.170586,1.0,False,0.2022197004171186,0.2022197004171186
.*layers\.35\..*experts\.7\..*,35.0,7.0,0.18399,0.18399,1.0,False,0.2149149003505416,0.2149149003505416
.*layers\.35\..*experts\.8\..*,35.0,8.0,0.395244,0.395244,1.0,False,0.3961754432518116,0.3961754432518116
.*layers\.35\..*experts\.10\..*,35.0,10.0,0.278225,0.278225,1.0,False,0.2948328602493379,0.2948328602493379
.*layers\.35\..*experts\.12\..*,35.0,12.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.13\..*,35.0,13.0,0.257611,0.257611,1.0,False,0.2775157947150738,0.2775157947150738
.*layers\.35\..*experts\.14\..*,35.0,14.0,0.17345,0.17345,1.0,False,0.1938914154463584,0.1938914154463584
.*layers\.35\..*experts\.15\..*,35.0,15.0,0.305202,0.305202,1.0,False,0.3695952401987936,0.3695952401987936
.*layers\.35\..*experts\.16\..*,35.0,16.0,0.327121,0.327121,1.0,False,0.3004452743385341,0.3004452743385341
.*layers\.35\..*experts\.17\..*,35.0,17.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.18\..*,35.0,18.0,0.247347,0.247347,1.0,False,0.2261227120885017,0.2261227120885017
.*layers\.35\..*experts\.19\..*,35.0,19.0,0.118856,0.118856,1.0,False,0.1274148039740606,0.1274148039740606
.*layers\.35\..*experts\.20\..*,35.0,20.0,0.608294,0.608294,1.0,False,0.600000578306257,0.600000578306257
.*layers\.35\..*experts\.21\..*,35.0,21.0,0.262949,0.262949,1.0,False,0.2745474616254332,0.2745474616254332
.*layers\.35\..*experts\.22\..*,35.0,22.0,0.447535,0.447535,1.0,False,0.4710907234657016,0.4710907234657016
.*layers\.35\..*experts\.23\..*,35.0,23.0,0.083283,0.083283,1.0,False,0.0855509572769908,0.0855509572769908
.*layers\.35\..*experts\.24\..*,35.0,24.0,0.26283,0.26283,1.0,False,0.2728601055733379,0.2728601055733379
.*layers\.35\..*experts\.25\..*,35.0,25.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.26\..*,35.0,26.0,0.223679,0.223679,1.0,False,0.2142548536766907,0.2142548536766907
.*layers\.35\..*experts\.27\..*,35.0,27.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.28\..*,35.0,28.0,0.32114,0.32114,1.0,False,0.3774254699382778,0.3774254699382778
.*layers\.35\..*experts\.29\..*,35.0,29.0,0.31483,0.31483,1.0,False,0.3174761953161602,0.3174761953161602
.*layers\.35\..*experts\.30\..*,35.0,30.0,0.196217,0.196217,1.0,False,0.1770083258258437,0.1770083258258437
.*layers\.35\..*experts\.32\..*,35.0,32.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.33\..*,35.0,33.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.35\..*,35.0,35.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.36\..*,35.0,36.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.37\..*,35.0,37.0,0.408673,0.408673,1.0,False,0.4106091481676358,0.4106091481676358
.*layers\.35\..*experts\.38\..*,35.0,38.0,0.560785,0.560785,1.0,False,0.6000005053823223,0.6000005053823223
.*layers\.35\..*experts\.39\..*,35.0,39.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.41\..*,35.0,41.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.42\..*,35.0,42.0,0.316884,0.316884,1.0,False,0.2875180698022182,0.2875180698022182
.*layers\.35\..*experts\.43\..*,35.0,43.0,0.188254,0.188254,1.0,False,0.2110116220797205,0.2110116220797205
.*layers\.35\..*experts\.44\..*,35.0,44.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.45\..*,35.0,45.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.46\..*,35.0,46.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.47\..*,35.0,47.0,0.246389,0.246389,1.0,False,0.2029410497966224,0.2029410497966224
.*layers\.35\..*experts\.49\..*,35.0,49.0,0.350774,0.350774,1.0,False,0.3451239036715047,0.3451239036715047
.*layers\.35\..*experts\.50\..*,35.0,50.0,0.149847,0.149847,1.0,False,0.1486915589442939,0.1486915589442939
.*layers\.35\..*experts\.51\..*,35.0,51.0,0.287126,0.287126,1.0,False,0.3474274949321173,0.3474274949321173
.*layers\.35\..*experts\.52\..*,35.0,52.0,0.182667,0.182667,1.0,False,0.2147689171420298,0.2147689171420298
.*layers\.35\..*experts\.54\..*,35.0,54.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.55\..*,35.0,55.0,0.274504,0.274504,1.0,False,0.2576377668278412,0.2576377668278412
.*layers\.35\..*experts\.56\..*,35.0,56.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.58\..*,35.0,58.0,0.286786,0.286786,1.0,False,0.2850594753330562,0.2850594753330562
.*layers\.35\..*experts\.59\..*,35.0,59.0,0.136927,0.136927,1.0,False,0.1206215156080438,0.1206215156080438
.*layers\.35\..*experts\.60\..*,35.0,60.0,0.305402,0.305402,1.0,False,0.3516486160082922,0.3516486160082922
.*layers\.35\..*experts\.61\..*,35.0,61.0,0.309431,0.309431,1.0,False,0.3137520165990304,0.3137520165990304
.*layers\.35\..*experts\.62\..*,35.0,62.0,0.465009,0.465009,1.0,False,0.5671157542987157,0.5671157542987157
.*layers\.35\..*experts\.63\..*,35.0,63.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.64\..*,35.0,64.0,0.415334,0.415334,1.0,False,0.502679594893337,0.502679594893337
.*layers\.35\..*experts\.65\..*,35.0,65.0,0.0969636,0.0969636,1.0,False,0.1176484776668051,0.1176484776668051
.*layers\.35\..*experts\.67\..*,35.0,67.0,0.303153,0.303153,1.0,False,0.2798247091120995,0.2798247091120995
.*layers\.35\..*experts\.68\..*,35.0,68.0,0.173874,0.173874,1.0,False,0.1896768486503313,0.1896768486503313
.*layers\.35\..*experts\.69\..*,35.0,69.0,0.20402,0.20402,1.0,False,0.2207368559877508,0.2207368559877508
.*layers\.35\..*experts\.70\..*,35.0,70.0,0.263269,0.263269,1.0,False,0.316925577161294,0.316925577161294
.*layers\.35\..*experts\.71\..*,35.0,71.0,0.114122,0.114122,1.0,False,0.1305773763675393,0.1305773763675393
.*layers\.35\..*experts\.72\..*,35.0,72.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.73\..*,35.0,73.0,0.0982992,0.0982992,1.0,False,0.0994332805497663,0.0994332805497663
.*layers\.35\..*experts\.75\..*,35.0,75.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.76\..*,35.0,76.0,0.525494,0.525494,1.0,False,0.6329213150509009,0.6329213150509009
.*layers\.35\..*experts\.77\..*,35.0,77.0,0.417101,0.417101,1.0,False,0.4852144495856677,0.4852144495856677
.*layers\.35\..*experts\.78\..*,35.0,78.0,0.0930681,0.0930681,1.0,False,0.1015449925031073,0.1015449925031073
.*layers\.35\..*experts\.79\..*,35.0,79.0,0.296779,0.296779,1.0,False,0.29746686845486,0.29746686845486
.*layers\.35\..*experts\.81\..*,35.0,81.0,0.085904,0.085904,1.0,False,0.0980069500660588,0.0980069500660588
.*layers\.35\..*experts\.82\..*,35.0,82.0,0.211996,0.211996,1.0,False,0.2471187806834087,0.2471187806834087
.*layers\.35\..*experts\.83\..*,35.0,83.0,0.62833,0.62833,1.0,False,0.6000020246234974,0.6000020246234974
.*layers\.35\..*experts\.85\..*,35.0,85.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.86\..*,35.0,86.0,0.168252,0.168252,1.0,False,0.1501592800807951,0.1501592800807951
.*layers\.35\..*experts\.87\..*,35.0,87.0,0.254071,0.254071,1.0,False,0.2705484049588492,0.2705484049588492
.*layers\.35\..*experts\.89\..*,35.0,89.0,0.317021,0.317021,1.0,False,0.2836980967078693,0.2836980967078693
.*layers\.35\..*experts\.90\..*,35.0,90.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.92\..*,35.0,92.0,0.261902,0.261902,1.0,False,0.2314078148505386,0.2314078148505386
.*layers\.35\..*experts\.94\..*,35.0,94.0,0.0685429,0.0685429,1.0,False,0.0770992467158259,0.0770992467158259
.*layers\.35\..*experts\.95\..*,35.0,95.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.96\..*,35.0,96.0,0.109884,0.109884,1.0,False,0.1287256764397461,0.1287256764397461
.*layers\.35\..*experts\.97\..*,35.0,97.0,0.311091,0.311091,1.0,False,0.2626141946775598,0.2626141946775598
.*layers\.35\..*experts\.98\..*,35.0,98.0,0.559211,0.559211,1.0,False,0.4649339780438142,0.4649339780438142
.*layers\.35\..*experts\.99\..*,35.0,99.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.100\..*,35.0,100.0,0.0548447,0.0548447,1.0,False,0.0666240246136188,0.0666240246136188
.*layers\.35\..*experts\.101\..*,35.0,101.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.102\..*,35.0,102.0,0.198878,0.198878,1.0,False,0.2341735220966931,0.2341735220966931
.*layers\.35\..*experts\.103\..*,35.0,103.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.105\..*,35.0,105.0,0.158113,0.158113,1.0,False,0.1267179250506795,0.1267179250506795
.*layers\.35\..*experts\.107\..*,35.0,107.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.108\..*,35.0,108.0,0.0443208,0.0443208,1.0,False,0.0530048945070873,0.0530048945070873
.*layers\.35\..*experts\.109\..*,35.0,109.0,0.138722,0.138722,1.0,False,0.158343464278278,0.158343464278278
.*layers\.35\..*experts\.110\..*,35.0,110.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.111\..*,35.0,111.0,0.228514,0.228514,1.0,False,0.2310978436248814,0.2310978436248814
.*layers\.35\..*experts\.113\..*,35.0,113.0,0.115429,0.115429,1.0,False,0.1392493326353907,0.1392493326353907
.*layers\.35\..*experts\.114\..*,35.0,114.0,0.273413,0.273413,1.0,False,0.3185136953199864,0.3185136953199864
.*layers\.35\..*experts\.115\..*,35.0,115.0,0.729305,0.729305,1.0,False,0.6000059529336782,0.6000059529336782
.*layers\.35\..*experts\.116\..*,35.0,116.0,0.261121,0.261121,1.0,False,0.2707763670045787,0.2707763670045787
.*layers\.35\..*experts\.117\..*,35.0,117.0,0.516344,0.516344,1.0,False,0.6200012833091139,0.6200012833091139
.*layers\.35\..*experts\.118\..*,35.0,118.0,0.150806,0.150806,1.0,False,0.1510234037328183,0.1510234037328183
.*layers\.35\..*experts\.120\..*,35.0,120.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.121\..*,35.0,121.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.122\..*,35.0,122.0,0.450602,0.450602,1.0,False,0.3526931247682385,0.3526931247682385
.*layers\.35\..*experts\.123\..*,35.0,123.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.124\..*,35.0,124.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.35\..*experts\.125\..*,35.0,125.0,0.161305,0.161305,1.0,False,0.1686339702366739,0.1686339702366739
.*layers\.35\..*experts\.126\..*,35.0,126.0,0.447927,0.447927,1.0,False,0.4509116179247706,0.4509116179247706
.*layers\.35\..*experts\.127\..*,35.0,127.0,0.636347,0.636347,1.0,False,0.6199922343995855,0.6199922343995855
.*layers\.36\..*experts\.0\..*,36.0,0.0,0.359532,0.359532,1.0,False,0.2934779103687548,0.2934779103687548
.*layers\.36\..*experts\.2\..*,36.0,2.0,0.587934,0.587934,1.0,False,0.5566096402636438,0.5566096402636438
.*layers\.36\..*experts\.3\..*,36.0,3.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.6\..*,36.0,6.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.7\..*,36.0,7.0,0.163048,0.163048,1.0,False,0.1830724690829355,0.1830724690829355
.*layers\.36\..*experts\.8\..*,36.0,8.0,0.189733,0.189733,1.0,False,0.2164700268163543,0.2164700268163543
.*layers\.36\..*experts\.9\..*,36.0,9.0,0.328606,0.328606,1.0,False,0.315695641734784,0.315695641734784
.*layers\.36\..*experts\.10\..*,36.0,10.0,0.220736,0.220736,1.0,False,0.2305813832404347,0.2305813832404347
.*layers\.36\..*experts\.12\..*,36.0,12.0,0.437939,0.437939,1.0,False,0.4252144846155768,0.4252144846155768
.*layers\.36\..*experts\.13\..*,36.0,13.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.14\..*,36.0,14.0,0.175668,0.175668,1.0,False,0.1781022553928157,0.1781022553928157
.*layers\.36\..*experts\.15\..*,36.0,15.0,0.293687,0.293687,1.0,False,0.2613482616427132,0.2613482616427132
.*layers\.36\..*experts\.16\..*,36.0,16.0,0.489685,0.489685,1.0,False,0.4928533412451316,0.4928533412451316
.*layers\.36\..*experts\.17\..*,36.0,17.0,0.144671,0.144671,1.0,False,0.1743369661171889,0.1743369661171889
.*layers\.36\..*experts\.18\..*,36.0,18.0,0.513886,0.513886,1.0,False,0.599992252013975,0.599992252013975
.*layers\.36\..*experts\.19\..*,36.0,19.0,0.528624,0.528624,1.0,False,0.6000033064374943,0.6000033064374943
.*layers\.36\..*experts\.20\..*,36.0,20.0,0.147162,0.147162,1.0,False,0.1720613010717575,0.1720613010717575
.*layers\.36\..*experts\.21\..*,36.0,21.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.22\..*,36.0,22.0,0.0507325,0.0507325,1.0,False,0.046959619952298,0.046959619952298
.*layers\.36\..*experts\.23\..*,36.0,23.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.24\..*,36.0,24.0,0.126122,0.126122,1.0,False,0.1338914495335454,0.1338914495335454
.*layers\.36\..*experts\.25\..*,36.0,25.0,0.625535,0.625535,1.0,False,0.514200731067041,0.514200731067041
.*layers\.36\..*experts\.26\..*,36.0,26.0,0.149224,0.149224,1.0,False,0.1575489803376206,0.1575489803376206
.*layers\.36\..*experts\.28\..*,36.0,28.0,0.191141,0.191141,1.0,False,0.2185843594711375,0.2185843594711375
.*layers\.36\..*experts\.29\..*,36.0,29.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.30\..*,36.0,30.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.31\..*,36.0,31.0,0.615002,0.615002,1.0,False,0.6000077483388643,0.6000077483388643
.*layers\.36\..*experts\.32\..*,36.0,32.0,0.250523,0.250523,1.0,False,0.2320100720199633,0.2320100720199633
.*layers\.36\..*experts\.33\..*,36.0,33.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.35\..*,36.0,35.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.36\..*,36.0,36.0,0.114977,0.114977,1.0,False,0.1165788143592524,0.1165788143592524
.*layers\.36\..*experts\.37\..*,36.0,37.0,0.330915,0.330915,1.0,False,0.3916439302852484,0.3916439302852484
.*layers\.36\..*experts\.38\..*,36.0,38.0,0.346391,0.346391,1.0,False,0.3079876766430687,0.3079876766430687
.*layers\.36\..*experts\.40\..*,36.0,40.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.41\..*,36.0,41.0,0.35046,0.35046,1.0,False,0.4004640762677539,0.4004640762677539
.*layers\.36\..*experts\.42\..*,36.0,42.0,0.12252,0.12252,1.0,False,0.1288708897395812,0.1288708897395812
.*layers\.36\..*experts\.43\..*,36.0,43.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.44\..*,36.0,44.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.45\..*,36.0,45.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.46\..*,36.0,46.0,0.0621567,0.0621567,1.0,False,0.0720058451403139,0.0720058451403139
.*layers\.36\..*experts\.47\..*,36.0,47.0,0.292762,0.292762,1.0,False,0.3443847625644817,0.3443847625644817
.*layers\.36\..*experts\.48\..*,36.0,48.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.49\..*,36.0,49.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.50\..*,36.0,50.0,0.253442,0.253442,1.0,False,0.2766754660279805,0.2766754660279805
.*layers\.36\..*experts\.51\..*,36.0,51.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.52\..*,36.0,52.0,0.0991524,0.0991524,1.0,False,0.0971666575512434,0.0971666575512434
.*layers\.36\..*experts\.53\..*,36.0,53.0,0.412309,0.412309,1.0,False,0.3859656285497561,0.3859656285497561
.*layers\.36\..*experts\.54\..*,36.0,54.0,0.512329,0.512329,1.0,False,0.5987369861478434,0.5987369861478434
.*layers\.36\..*experts\.55\..*,36.0,55.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.56\..*,36.0,56.0,0.209824,0.209824,1.0,False,0.2127908260503242,0.2127908260503242
.*layers\.36\..*experts\.58\..*,36.0,58.0,0.400105,0.400105,1.0,False,0.3481068790306772,0.3481068790306772
.*layers\.36\..*experts\.59\..*,36.0,59.0,0.544848,0.544848,1.0,False,0.6200011248731844,0.6200011248731844
.*layers\.36\..*experts\.60\..*,36.0,60.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.61\..*,36.0,61.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.62\..*,36.0,62.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.63\..*,36.0,63.0,0.382754,0.382754,1.0,False,0.31471108375629,0.31471108375629
.*layers\.36\..*experts\.64\..*,36.0,64.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.65\..*,36.0,65.0,0.212881,0.212881,1.0,False,0.2247414196851749,0.2247414196851749
.*layers\.36\..*experts\.66\..*,36.0,66.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.67\..*,36.0,67.0,0.0687993,0.0687993,1.0,False,0.0643380237433814,0.0643380237433814
.*layers\.36\..*experts\.68\..*,36.0,68.0,0.255989,0.255989,1.0,False,0.2019734852591799,0.2019734852591799
.*layers\.36\..*experts\.69\..*,36.0,69.0,0.361064,0.361064,1.0,False,0.3533232305917017,0.3533232305917017
.*layers\.36\..*experts\.70\..*,36.0,70.0,0.628739,0.628739,1.0,False,0.599998943778691,0.599998943778691
.*layers\.36\..*experts\.71\..*,36.0,71.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.73\..*,36.0,73.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.74\..*,36.0,74.0,0.451565,0.451565,1.0,False,0.4370980494422307,0.4370980494422307
.*layers\.36\..*experts\.75\..*,36.0,75.0,0.202385,0.202385,1.0,False,0.2262888294964631,0.2262888294964631
.*layers\.36\..*experts\.76\..*,36.0,76.0,0.26066,0.26066,1.0,False,0.2294273458346251,0.2294273458346251
.*layers\.36\..*experts\.77\..*,36.0,77.0,0.512329,0.512329,1.0,False,0.594424579730045,0.594424579730045
.*layers\.36\..*experts\.78\..*,36.0,78.0,0.35046,0.35046,1.0,False,0.428241303747393,0.428241303747393
.*layers\.36\..*experts\.79\..*,36.0,79.0,0.150847,0.150847,1.0,False,0.1542747800767689,0.1542747800767689
.*layers\.36\..*experts\.80\..*,36.0,80.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.82\..*,36.0,82.0,0.65,0.65,1.0,False,0.6359521836355285,0.6359521836355285
.*layers\.36\..*experts\.83\..*,36.0,83.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.84\..*,36.0,84.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.85\..*,36.0,85.0,0.0653025,0.0653025,1.0,False,0.0777817673925847,0.0777817673925847
.*layers\.36\..*experts\.87\..*,36.0,87.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.89\..*,36.0,89.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.90\..*,36.0,90.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.91\..*,36.0,91.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.92\..*,36.0,92.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.93\..*,36.0,93.0,0.421638,0.421638,1.0,False,0.4968687077732133,0.4968687077732133
.*layers\.36\..*experts\.94\..*,36.0,94.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.95\..*,36.0,95.0,0.284683,0.284683,1.0,False,0.3027162045392165,0.3027162045392165
.*layers\.36\..*experts\.96\..*,36.0,96.0,0.161305,0.161305,1.0,False,0.1700484360654594,0.1700484360654594
.*layers\.36\..*experts\.97\..*,36.0,97.0,0.491596,0.491596,1.0,False,0.4645488425983799,0.4645488425983799
.*layers\.36\..*experts\.98\..*,36.0,98.0,0.367306,0.367306,1.0,False,0.3997139369562257,0.3997139369562257
.*layers\.36\..*experts\.99\..*,36.0,99.0,0.277953,0.277953,1.0,False,0.2584934082991333,0.2584934082991333
.*layers\.36\..*experts\.100\..*,36.0,100.0,0.272164,0.272164,1.0,False,0.2501209656354703,0.2501209656354703
.*layers\.36\..*experts\.101\..*,36.0,101.0,0.1353,0.1353,1.0,False,0.1596233998982912,0.1596233998982912
.*layers\.36\..*experts\.102\..*,36.0,102.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.103\..*,36.0,103.0,0.283458,0.283458,1.0,False,0.2396378194508582,0.2396378194508582
.*layers\.36\..*experts\.104\..*,36.0,104.0,0.719637,0.719637,1.0,False,0.5370220859420936,0.5370220859420936
.*layers\.36\..*experts\.105\..*,36.0,105.0,0.15031,0.15031,1.0,False,0.1596816805051044,0.1596816805051044
.*layers\.36\..*experts\.107\..*,36.0,107.0,0.204861,0.204861,1.0,False,0.1926169838122805,0.1926169838122805
.*layers\.36\..*experts\.109\..*,36.0,109.0,0.39179,0.39179,1.0,False,0.453038697931105,0.453038697931105
.*layers\.36\..*experts\.110\..*,36.0,110.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.111\..*,36.0,111.0,0.167992,0.167992,1.0,False,0.2031678307913886,0.2031678307913886
.*layers\.36\..*experts\.112\..*,36.0,112.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.113\..*,36.0,113.0,0.0774062,0.0774062,1.0,False,0.0791290479794909,0.0791290479794909
.*layers\.36\..*experts\.114\..*,36.0,114.0,0.138084,0.138084,1.0,False,0.1266522818380115,0.1266522818380115
.*layers\.36\..*experts\.115\..*,36.0,115.0,0.596482,0.5538747188676173,0.9285690412579379,True,0.7000017996717198,0.65
.*layers\.36\..*experts\.116\..*,36.0,116.0,0.394993,0.394993,1.0,False,0.3844276982753625,0.3844276982753625
.*layers\.36\..*experts\.117\..*,36.0,117.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.118\..*,36.0,118.0,0.240696,0.240696,1.0,False,0.2345223992564013,0.2345223992564013
.*layers\.36\..*experts\.119\..*,36.0,119.0,0.202008,0.202008,1.0,False,0.2198287614187667,0.2198287614187667
.*layers\.36\..*experts\.120\..*,36.0,120.0,0.366214,0.366214,1.0,False,0.3307907933959645,0.3307907933959645
.*layers\.36\..*experts\.121\..*,36.0,121.0,0.228049,0.228049,1.0,False,0.2487051960548229,0.2487051960548229
.*layers\.36\..*experts\.122\..*,36.0,122.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.123\..*,36.0,123.0,0.0754334,0.0754334,1.0,False,0.0812312589120943,0.0812312589120943
.*layers\.36\..*experts\.124\..*,36.0,124.0,0.167104,0.167104,1.0,False,0.1746692912753729,0.1746692912753729
.*layers\.36\..*experts\.125\..*,36.0,125.0,0.555578,0.555578,1.0,False,0.6000032339696045,0.6000032339696045
.*layers\.36\..*experts\.126\..*,36.0,126.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.36\..*experts\.127\..*,36.0,127.0,0.578723,0.578723,1.0,False,0.592484778219371,0.592484778219371
.*layers\.37\..*experts\.0\..*,37.0,0.0,0.154165,0.154165,1.0,False,0.1739088172826833,0.1739088172826833
.*layers\.37\..*experts\.1\..*,37.0,1.0,0.106394,0.106394,1.0,False,0.1254231276085827,0.1254231276085827
.*layers\.37\..*experts\.2\..*,37.0,2.0,0.145244,0.145244,1.0,False,0.1500671024730216,0.1500671024730216
.*layers\.37\..*experts\.4\..*,37.0,4.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.37\..*experts\.5\..*,37.0,5.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.37\..*experts\.6\..*,37.0,6.0,0.284657,0.284657,1.0,False,0.2412028046614449,0.2412028046614449
.*layers\.37\..*experts\.8\..*,37.0,8.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.37\..*experts\.10\..*,37.0,10.0,0.374332,0.374332,1.0,False,0.3432656434555036,0.3432656434555036
.*layers\.37\..*experts\.11\..*,37.0,11.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.37\..*experts\.12\..*,37.0,12.0,0.26199,0.26199,1.0,False,0.2696349689401703,0.2696349689401703
.*layers\.37\..*experts\.13\..*,37.0,13.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.37\..*experts\.14\..*,37.0,14.0,0.114667,0.114667,1.0,False,0.133202212402927,0.133202212402927
.*layers\.37\..*experts\.15\..*,37.0,15.0,0.230278,0.230278,1.0,False,0.2115726826776378,0.2115726826776378
.*layers\.37\..*experts\.16\..*,37.0,16.0,0.401492,0.401492,1.0,False,0.3863551750356073,0.3863551750356073
.*layers\.37\..*experts\.17\..*,37.0,17.0,0.714623,0.714623,1.0,False,0.5999711574260282,0.5999711574260282
.*layers\.37\..*experts\.18\..*,37.0,18.0,0.76219,0.76219,1.0,False,0.6200010492338797,0.6200010492338797
.*layers\.37\..*experts\.19\..*,37.0,19.0,0.143929,0.143929,1.0,False,0.1520328010543921,0.1520328010543921
.*layers\.37\..*experts\.20\..*,37.0,20.0,0.218734,0.218734,1.0,False,0.2469649707970396,0.2469649707970396
.*layers\.37\..*experts\.21\..*,37.0,21.0,0.404913,0.404913,1.0,False,0.3833458944127633,0.3833458944127633
.*layers\.37\..*experts\.22\..*,37.0,22.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.37\..*experts\.23\..*,37.0,23.0,0.29382,0.29382,1.0,False,0.298863256617129,0.298863256617129
.*layers\.37\..*experts\.24\..*,37.0,24.0,0.245897,0.245897,1.0,False,0.2256908365451273,0.2256908365451273
.*layers\.37\..*experts\.25\..*,37.0,25.0,0.0666235,0.0666235,1.0,False,0.0749445192133432,0.0749445192133432
.*layers\.37\..*experts\.26\..*,37.0,26.0,0.15324,0.15324,1.0,False,0.1412194964667243,0.1412194964667243
