layer_id,expert_id,dominant_source,dominant_category,total_topk_fraction,boundary_fragility_score,safe_lambda_proxy,feature_router_instability,router_undercoverage,router_coupled_risk,router_residual_pressure,prior_scale,mechanistic_selected_scale,scale_shrink,benefit_score,curvature_score,interference_score,mechanistic_expected_max_relative_delta_norm,mechanistic_reason,trust_risk_flags
21,69,instruct,general,0.4065033001851685,0.6384504703792714,0.0425089811096892,0.8183140979899989,0.0,0.1949771490261656,0.0,1.0,0.9795376667986522,0.020462333201347827,0.3920897264808712,0.7140004643111397,0.6544263053180459,0.1220211537106975,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer
33,10,instruct,code,0.981710908726516,0.429587283988726,0.05,0.456035753796126,0.0,0.19428512243318175,0.0,1.0,1.0,0.0,0.556356789512092,0.496535317909027,0.4341350379794881,0.2364517069731234,balanced,high_load_expert|shared_mixed_expert
31,109,instruct,math,0.5671206269282252,0.4995590033061621,0.05,0.8024251602694816,0.0,0.1934110795713012,0.0,1.0,0.9876561028098684,0.012343897190131625,0.4685415315713334,0.546249314451394,0.5796325339705134,0.2354598174743016,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer
13,101,instruct,safety,0.3937461451113771,0.7121989834961976,0.0383809671425183,0.7728592675927292,0.10032926119353558,0.19299943049047674,0.06323361513446504,1.0,0.9829486514192112,0.017051348580788828,0.4150262512560811,0.6065532669462919,0.6006783925493695,0.2558037283765013,route_important_fragile_boundary,high_load_expert|fragile_router_layer
24,85,instruct,safety,0.3653529959218567,0.6789523527185288,0.0392231643279266,0.9099099082590628,0.0,0.19255956427516865,0.0,1.0,0.9796347427781548,0.020365257221845234,0.3649546669291455,0.6586273977477999,0.6266350838351736,0.1376483291101326,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer
21,87,instruct,math,0.4069325715070984,0.6384504703792714,0.0425089811096892,0.8183140979899989,0.0,0.19244967983853206,0.0,1.0,0.982073163032956,0.017926836967044002,0.4541350689114953,0.6726926458584295,0.653650972056824,0.2280305812602237,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer
11,7,instruct,general,0.3932828563723998,0.7150612239054778,0.0351509541706301,0.6853191602072622,0.1976201039219413,0.19218805197750086,0.13041065514920258,1.0,0.9793605103697918,0.02063948963020823,0.4359887227343725,0.6850396404694536,0.6779419731193856,0.2478442007999126,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer
17,78,instruct,math,0.3401133888821593,0.7522782693160674,0.0261472695616825,0.8117491346958773,0.17082066316788658,0.19161851677773103,0.09589763013954467,1.0,0.9814025505860512,0.018597449413948808,0.4257359066564394,0.7215731237585968,0.6506072281670051,0.1534670531497203,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer
8,46,instruct,code,0.6778487178375938,0.6342819324179406,0.0407280775293681,0.4084333256168654,0.25831173306434035,0.19160559994110646,0.25551835796291267,1.0,1.0,0.0,0.5798277132169825,0.5064278702861771,0.4593020608613657,0.3077369812069604,balanced,high_load_expert|shared_mixed_expert
19,110,instruct,safety,0.3687757433982403,0.6910587222117991,0.0435500875772565,0.936549160555976,0.0,0.19079966938863038,0.0,1.0,0.9844419936447962,0.015558006355203768,0.3952525123401591,0.5503580881477543,0.5712917676826905,0.1946343940032422,route_important_fragile_boundary,high_load_expert|shared_mixed_expert|fragile_router_layer
