alpha,beta,living_loss,object_loss,living_acc,object_acc,avg_loss,worst_loss,avg_acc,worst_acc
0.5,0.96875,5.462767283121745,1.7187537670135498,0.0,0.35625,3.5907605250676475,5.462767283121745,0.178125,0.0
0.5,1.0625,5.896748860677083,1.7039854526519775,0.0,0.359375,3.8003671566645303,5.896748860677083,0.1796875,0.0
0.5,1.15625,6.302124150594076,1.697540545463562,0.0,0.3609375,3.9998323480288187,6.302124150594076,0.18046875,0.0
0.5,1.25,6.68190663655599,1.697363591194153,0.0,0.3671875,4.189635113875071,6.68190663655599,0.18359375,0.0
0.59375,-0.25,2.1121626218159992,4.876252841949463,0.29583333333333334,0.0,3.494207731882731,4.876252841949463,0.14791666666666667,0.0
0.59375,-0.15625,2.078082529703776,4.788515281677246,0.3125,0.0,3.433298905690511,4.788515281677246,0.15625,0.0
0.59375,-0.0625,2.0555187861124673,4.619085121154785,0.325,0.0,3.3373019536336264,4.619085121154785,0.1625,0.0
0.59375,0.03125,2.0519537289937335,4.352730655670166,0.32395833333333335,0.0046875,3.20234219233195,4.352730655670166,0.16432291666666668,0.0046875
0.59375,0.125,2.078173796335856,3.9887588024139404,0.32083333333333336,0.00625,3.033466299374898,3.9887588024139404,0.16354166666666667,0.00625
0.59375,0.21875,2.1490626017252605,3.552949047088623,0.30520833333333336,0.0140625,2.8510058244069416,3.552949047088623,0.15963541666666667,0.0140625
0.59375,0.3125,2.28503843943278,3.0964345932006836,0.2760416666666667,0.0671875,2.690736516316732,3.0964345932006836,0.17161458333333335,0.0671875
0.59375,0.40625,2.5111595471700032,2.676515054702759,0.215625,0.14375,2.5938373009363813,2.676515054702759,0.1796875,0.14375
0.59375,0.5,2.8440541585286456,2.33665075302124,0.13645833333333332,0.2375,2.590352455774943,2.8440541585286456,0.18697916666666664,0.13645833333333332
0.59375,0.59375,3.277146275838216,2.0918120384216308,0.053125,0.3140625,2.6844791571299234,3.277146275838216,0.18359375,0.053125
0.59375,0.6875,3.7795801798502606,1.930725908279419,0.0125,0.3390625,2.85515304406484,3.7795801798502606,0.17578125,0.0125
0.59375,0.78125,4.309777323404948,1.8313886165618896,0.003125,0.353125,3.070582969983419,4.309777323404948,0.178125,0.003125
0.59375,0.875,4.83407351175944,1.7723482131958008,0.0,0.3546875,3.3032108624776204,4.83407351175944,0.17734375,0.0
0.59375,0.96875,5.333067766825358,1.7380150318145753,0.0,0.35625,3.5355413993199667,5.333067766825358,0.178125,0.0
0.59375,1.0625,5.80027707417806,1.718998908996582,0.0,0.353125,3.759637991587321,5.80027707417806,0.1765625,0.0
0.59375,1.15625,6.23541145324707,1.7101473331451416,0.0,0.3625,3.972779393196106,6.23541145324707,0.18125,0.0
0.59375,1.25,6.641102727254232,1.7086496829986573,0.0,0.359375,4.174876205126445,6.641102727254232,0.1796875,0.0
0.6875,-0.25,2.0890172004699705,5.183242511749268,0.29583333333333334,0.0,3.636129856109619,5.183242511749268,0.14791666666666667,0.0
0.6875,-0.15625,2.0557337125142414,5.118382453918457,0.31875,0.0,3.5870580832163492,5.118382453918457,0.159375,0.0
0.6875,-0.0625,2.0325862566630044,4.976578617095948,0.328125,0.0,3.504582436879476,4.976578617095948,0.1640625,0.0
0.6875,0.03125,2.025599479675293,4.738998699188232,0.32083333333333336,0.0,3.3822990894317626,4.738998699188232,0.16041666666666668,0.0
0.6875,0.125,2.0431167602539064,4.395455169677734,0.31354166666666666,0.0046875,3.2192859649658203,4.395455169677734,0.15911458333333334,0.0046875
0.6875,0.21875,2.095760122934977,3.9577595710754396,0.30625,0.00625,3.0267598470052084,3.9577595710754396,0.15625,0.00625
0.6875,0.3125,2.199015172322591,3.4660868644714355,0.2947916666666667,0.0234375,2.8325510183970133,3.4660868644714355,0.15911458333333334,0.0234375
0.6875,0.40625,2.3782292366027833,2.981936454772949,0.26458333333333334,0.08125,2.680082845687866,2.981936454772949,0.17291666666666666,0.08125
0.6875,0.5,2.659710439046224,2.5634596824645994,0.19583333333333333,0.1609375,2.6115850607554116,2.659710439046224,0.17838541666666669,0.1609375
0.6875,0.59375,3.053689893086751,2.2453792572021483,0.10625,0.2625,2.6495345751444495,3.053689893086751,0.184375,0.10625
0.6875,0.6875,3.541134325663249,2.028654956817627,0.036458333333333336,0.3171875,2.784894641240438,3.541134325663249,0.17682291666666666,0.036458333333333336
0.6875,0.78125,4.080996831258138,1.892621111869812,0.009375,0.3328125,2.986808971563975,4.080996831258138,0.17109375000000002,0.009375
0.6875,0.875,4.631632169087728,1.8118509531021119,0.003125,0.3390625,3.2217415610949196,4.631632169087728,0.17109375,0.003125
0.6875,0.96875,5.164476267496744,1.7654216527938842,0.0010416666666666667,0.35,3.464948960145314,5.164476267496744,0.17552083333333332,0.0010416666666666667
0.6875,1.0625,5.666444524129232,1.7396559238433837,0.0,0.346875,3.703050223986308,5.666444524129232,0.1734375,0.0
0.6875,1.15625,6.133798599243164,1.7271263599395752,0.0,0.353125,3.9304624795913696,6.133798599243164,0.1765625,0.0
0.6875,1.25,6.568217976888021,1.7235665321350098,0.0,0.3546875,4.145892254511516,6.568217976888021,0.17734375,0.0
0.78125,-0.25,2.0711366335550943,5.4913629531860355,0.28958333333333336,0.0,3.7812497933705647,5.4913629531860355,0.14479166666666668,0.0
0.78125,-0.15625,2.0397231737772623,5.447911930084229,0.315625,0.0,3.7438175519307455,5.447911930084229,0.1578125,0.0
0.78125,-0.0625,2.0177913347880048,5.333228588104248,0.32395833333333335,0.0,3.675509961446126,5.333228588104248,0.16197916666666667,0.0
0.78125,0.03125,2.0102728843688964,5.126984405517578,0.32916666666666666,0.0,3.568628644943237,5.126984405517578,0.16458333333333333,0.0
0.78125,0.125,2.0236173629760743,4.81368350982666,0.3177083333333333,0.0,3.418650436401367,4.81368350982666,0.15885416666666666,0.0
0.78125,0.21875,2.065311908721924,4.39192533493042,0.315625,0.003125,3.228618621826172,4.39192533493042,0.159375,0.003125
0.78125,0.3125,2.1451465606689455,3.887446975708008,0.3020833333333333,0.0109375,3.016296768188477,3.887446975708008,0.15651041666666665,0.0109375
0.78125,0.40625,2.2828859011332194,3.354400300979614,0.2916666666666667,0.0359375,2.818643101056417,3.354400300979614,0.16380208333333335,0.0359375
0.78125,0.5,2.5087512969970702,2.8593377590179445,0.24166666666666667,0.0984375,2.684044528007507,2.8593377590179445,0.17005208333333333,0.0984375
0.78125,0.59375,2.8479715983072915,2.4572895050048826,0.159375,0.184375,2.6526305516560873,2.8479715983072915,0.171875,0.159375
0.78125,0.6875,3.299907938639323,2.1686967849731444,0.084375,0.275,2.7343023618062334,3.299907938639323,0.1796875,0.084375
0.78125,0.78125,3.8314025243123373,1.9817627906799316,0.019791666666666666,0.3125,2.906582657496134,3.8314025243123373,0.16614583333333333,0.019791666666666666
0.78125,0.875,4.397080357869466,1.8690110206604005,0.004166666666666667,0.3359375,3.133045689264933,4.397080357869466,0.17005208333333333,0.004166666666666667
0.78125,0.96875,4.958429145812988,1.804105019569397,0.003125,0.3359375,3.381267082691193,4.958429145812988,0.16953125,0.003125
0.78125,1.0625,5.494223848978678,1.7680968523025513,0.0,0.340625,3.6311603506406147,5.494223848978678,0.1703125,0.0
0.78125,1.15625,5.995648956298828,1.7498352766036986,0.0,0.3484375,3.8727421164512634,5.995648956298828,0.17421875,0.0
