method,worst,avg,domain_0,domain_1,domain_2,domain_3
base,0.10672756284475327,0.08700196631252766,0.09112653881311417,0.08708406984806061,0.10672756284475327,0.06306969374418259
expert_A,0.28607049584388733,0.1329493522644043,0.03404480963945389,0.03351960331201553,0.28607049584388733,0.17816250026226044
expert_B,0.24595989286899567,0.1314201899804175,0.23843993246555328,0.24595989286899567,0.02438153699040413,0.01689939759671688
uniform_same_name,0.5105100870132446,0.3582805395126343,0.5105100870132446,0.24798214435577393,0.44330185651779175,0.2313280701637268
uniform_aligned,0.12520669400691986,0.08872358780354261,0.07422880828380585,0.09742669016122818,0.12520669400691986,0.05803215876221657
uniform_aligned_routercal,0.10953474789857864,0.08174925297498703,0.06805957853794098,0.09460318088531494,0.10953474789857864,0.054799504578113556
fisher_aligned,0.15195408463478088,0.09373653866350651,0.08467251807451248,0.09863124042749405,0.15195408463478088,0.03968831151723862
fisher_aligned_routercal,0.1451263725757599,0.08837750367820263,0.06613709777593613,0.09704568237066269,0.1451263725757599,0.04520086199045181
uniform_same_name_routercal,0.3293238580226898,0.26771169528365135,0.3293238580226898,0.22403110563755035,0.3141442835330963,0.20334753394126892
