law_id,kind,base_cap,min_cap,high_load_penalty,shared_mixed_penalty,fragile_router_penalty,low_route_evidence_penalty,category_mismatch_penalty,scaled_group_count,max_predicted_relative_delta,p99_predicted_relative_delta,p95_predicted_relative_delta,routed_gt_075_groups,routed_gt_065_groups,routed_gt_050_groups,route_mass_weighted_original_nonbase,route_mass_weighted_preserved_nonbase,nonbase_mass_retention,delta_norm_proxy,delta_norm_proxy_ratio_vs_uncapped,mean_delta_scale,min_delta_scale,internal_risk_score
grid_00015_b0.75_m0.60_h0.00_s0.03_r0.00_l0.05_c0.05,searched_cap_law,0.75,0.6,0.0,0.03,0.0,0.05,0.05,331,0.75,0.75,0.7,0,383,610,121.62061756652666,120.39724953752804,0.9899411131642262,1062.7716157917266,0.9071999595066871,0.9878267493769325,0.5650837328727586,1987.108377696222
grid_00087_b0.75_m0.65_h0.00_s0.03_r0.00_l0.05_c0.05,searched_cap_law,0.75,0.65,0.0,0.03,0.0,0.05,0.05,331,0.75,0.75,0.7,0,383,610,121.62061756652666,120.39724953752804,0.9899411131642262,1062.7716157917266,0.9071999595066871,0.9878267493769325,0.5650837328727586,1987.108377696222
grid_00079_b0.75_m0.65_h0.00_s0.00_r0.03_l0.05_c0.05,searched_cap_law,0.75,0.65,0.0,0.0,0.03,0.05,0.05,344,0.75,0.72,0.67,0,383,610,121.62061756652666,120.22081894186755,0.9884904496238607,1053.722073213538,0.8994751157693326,0.9866300829974167,0.5414467668823824,1987.129666123292
grid_00091_b0.75_m0.65_h0.00_s0.03_r0.03_l0.05_c0.05,searched_cap_law,0.75,0.65,0.0,0.03,0.03,0.05,0.05,345,0.75,0.72,0.67,0,383,610,121.62061756652666,120.21683044369303,0.988457655034799,1053.6361105611131,0.8994017365845293,0.9866173494746739,0.5414467668823824,1987.1302486358884
grid_00007_b0.75_m0.60_h0.00_s0.00_r0.03_l0.05_c0.05,searched_cap_law,0.75,0.6,0.0,0.0,0.03,0.05,0.05,345,0.75,0.72,0.67,0,383,610,121.62061756652666,120.21481076618599,0.9884410486604239,1053.0707342616836,0.8989191217420484,0.9865187815563706,0.5414467668823824,1987.1300981485335
grid_00019_b0.75_m0.60_h0.00_s0.03_r0.03_l0.05_c0.05,searched_cap_law,0.75,0.6,0.0,0.03,0.03,0.05,0.05,346,0.75,0.72,0.67,0,383,610,121.62061756652666,120.2108222680115,0.9884082540713625,1052.9847184358161,0.8988456971674884,0.986506048033628,0.5414467668823824,1987.1306806157402
grid_00026_b0.75_m0.60_h0.05_s0.00_r0.00_l0.05_c0.00,searched_cap_law,0.75,0.6,0.05,0.0,0.0,0.05,0.0,331,0.75,0.75,0.7,0,393,610,121.62061756652666,120.29683572678321,0.9891154816820484,1062.6906239415327,0.9071308234833642,0.9878708857491791,0.5650837328727586,2037.1248211898424
grid_00098_b0.75_m0.65_h0.05_s0.00_r0.00_l0.05_c0.00,searched_cap_law,0.75,0.65,0.05,0.0,0.0,0.05,0.0,331,0.75,0.75,0.7,0,393,610,121.62061756652666,120.29683572678321,0.9891154816820484,1062.6906239415327,0.9071308234833642,0.9878708857491791,0.5650837328727586,2037.1248211898424
grid_00038_b0.75_m0.60_h0.05_s0.03_r0.00_l0.05_c0.00,searched_cap_law,0.75,0.6,0.05,0.03,0.0,0.05,0.0,331,0.75,0.75,0.7,0,393,610,121.62061756652666,120.29355970956874,0.9890885453181323,1062.6408256452144,0.9070883148091277,0.9878641694009612,0.5650837328727586,2037.1253174084463
grid_00110_b0.75_m0.65_h0.05_s0.03_r0.00_l0.05_c0.00,searched_cap_law,0.75,0.65,0.05,0.03,0.0,0.05,0.0,331,0.75,0.75,0.7,0,393,610,121.62061756652666,120.29355970956874,0.9890885453181323,1062.6408256452144,0.9070883148091277,0.9878641694009612,0.5650837328727586,2037.1253174084463
grid_00000_b0.75_m0.60_h0.00_s0.00_r0.00_l0.00_c0.00,searched_cap_law,0.75,0.6,0.0,0.0,0.0,0.0,0.0,302,0.7500000000000001,0.75,0.75,0,405,610,121.62061756652666,120.5646967377894,0.9913179126215202,1080.594356019501,0.922413754241777,0.9901966017115609,0.5650837328727586,2097.0960555018114
grid_00072_b0.75_m0.65_h0.00_s0.00_r0.00_l0.00_c0.00,searched_cap_law,0.75,0.65,0.0,0.0,0.0,0.0,0.0,302,0.7500000000000001,0.75,0.75,0,405,610,121.62061756652666,120.5646967377894,0.9913179126215202,1080.594356019501,0.922413754241777,0.9901966017115609,0.5650837328727586,2097.0960555018114
grid_00012_b0.75_m0.60_h0.00_s0.03_r0.00_l0.00_c0.00,searched_cap_law,0.75,0.6,0.0,0.03,0.0,0.0,0.0,302,0.7500000000000001,0.75,0.75,0,405,610,121.62061756652666,120.56142072057492,0.991290976257604,1080.5453828395634,0.922371949900942,0.9901898853633427,0.5650837328727586,2097.096552424749
grid_00084_b0.75_m0.65_h0.00_s0.03_r0.00_l0.00_c0.00,searched_cap_law,0.75,0.65,0.0,0.03,0.0,0.0,0.0,302,0.7500000000000001,0.75,0.75,0,405,610,121.62061756652666,120.56142072057492,0.991290976257604,1080.5453828395634,0.922371949900942,0.9901898853633427,0.5650837328727586,2097.096552424749
