layer_id,router,expert_id,total_topk_fraction,dominant_source,dominant_weight,same_shape_action,tensor_pattern,tensor_rule,reason,weight_general,weight_code,route_mass_general,route_mass_code
,,0,0.0,general,0.8717050110427442,confidence_blended_search_and_output_projection_expert_delta,.*experts\.0\..*,".*experts\.0\..*::general=0.871705,code=0.128295",explicit per-expert source weights supplied by calibration/search,0.8717050110427442,0.1282949889572558,0.0,0.0
,,1,0.0,code,0.7187205404720347,confidence_blended_search_and_output_projection_expert_delta,.*experts\.1\..*,".*experts\.1\..*::general=0.281279,code=0.718721",explicit per-expert source weights supplied by calibration/search,0.2812794595279652,0.7187205404720347,0.0,0.0
,,2,0.0,code,0.4766082628495627,confidence_blended_search_and_output_projection_expert_delta,.*experts\.2\..*,".*experts\.2\..*::general=0.306781,code=0.476608",explicit per-expert source weights supplied by calibration/search,0.3067813196264308,0.4766082628495627,0.0,0.0
,,3,0.0,code,0.6396400740320383,confidence_blended_search_and_output_projection_expert_delta,.*experts\.3\..*,".*experts\.3\..*::general=0.26918,code=0.63964",explicit per-expert source weights supplied by calibration/search,0.269179720705004,0.6396400740320383,0.0,0.0
