layer,tensor_count,changed_tensors,numel,changed_numel,changed_numel_fraction,delta_norm,base_norm,relative_delta_norm,max_abs_delta
,3,0,622331904,0,0.0,0.0,593.5562858340605,0.0,0.0
0.0,393,279,623120640,438829056,0.704244134811519,123.36539717911538,484.47723049731036,0.2546361096319887,0.37109375
1.0,393,288,623120640,452984832,0.7269616875473744,129.8703677372012,561.1197770441117,0.23144856597523136,0.49560546875
2.0,393,252,623120640,396361728,0.6360914766039526,133.67648311232426,570.8032826672281,0.23419010922236785,0.251953125
3.0,393,246,623120640,386924544,0.6209464414467156,137.05379862459858,579.0934898903281,0.23666955511890592,0.26953125
4.0,393,240,623120640,377487360,0.6058014062894788,145.4497659180411,575.8721438062372,0.2525730189980857,0.18359375
5.0,393,201,623120640,316145664,0.5073586777674384,121.21858376847838,576.4713025942573,0.2102768745347185,0.1435546875
6.0,393,204,623120640,320864256,0.5149311953460569,137.92388267002286,576.3329774147337,0.23931284183790816,0.208984375
7.0,393,201,623120640,316145664,0.5073586777674384,130.78777072879933,579.2568438915521,0.22578545615472312,0.193359375
8.0,393,222,623120640,349175808,0.5603663008177678,150.52064272471395,575.7056485538407,0.2614541703782451,0.267578125
9.0,393,204,623120640,320864256,0.5149311953460569,140.60233957184334,571.6972257563172,0.2459384674918369,0.458984375
10.0,393,222,623120640,349175808,0.5603663008177678,145.39602662823523,569.0760725301761,0.25549488661821285,0.3486328125
11.0,393,204,623120640,320864256,0.5149311953460569,143.48132392508185,569.0495869168045,0.2521420403843627,0.20361328125
12.0,393,222,623120640,349175808,0.5603663008177678,154.84679589687266,566.3165190642196,0.2734280048068194,0.2890625
13.0,393,216,623120640,339738624,0.5452212656605309,142.39250023891202,564.3331119272542,0.25231994584302764,0.212890625
14.0,393,198,623120640,311427072,0.49978616018881994,137.40824229427318,564.2299081067202,0.24353236210988544,0.59375
15.0,393,225,623120640,353894400,0.5679388183963863,144.05653984003925,568.2647795309686,0.25350249571852734,0.421875
16.0,393,195,623120640,306708480,0.49221364261020145,139.2357486207175,569.0250223922943,0.244691785319638,0.349609375
17.0,393,201,623120640,316145664,0.5073586777674384,153.6063236930358,566.7738791097579,0.27101870667418204,0.271484375
18.0,393,210,623120640,330301440,0.5300762305032939,138.08236592164357,573.0193889692871,0.24097328743102017,0.2578125
19.0,393,183,623120640,287834112,0.4619235722957275,147.30872087765746,578.3037871831272,0.2547254991968612,0.380859375
20.0,393,213,623120640,335020032,0.5376487480819123,158.612030191212,582.9986216298162,0.2720624445865759,0.310546875
21.0,393,201,623120640,316145664,0.5073586777674384,147.60982973608768,584.602033037154,0.2524962647995212,0.328125
22.0,393,222,623120640,349175808,0.5603663008177678,170.4279490117952,582.090395694488,0.29278605225646914,0.296875
23.0,393,219,623120640,344457216,0.5527937832391493,156.19918168350563,575.5921053770496,0.27137130656297864,0.3291015625
24.0,393,213,623120640,335020032,0.5376487480819123,154.19484422215137,578.6655167992692,0.2664662741181437,0.259765625
25.0,393,228,623120640,358612992,0.5755113359750048,151.3696117867545,581.7427690201666,0.26020024630767197,0.2520751953125
26.0,393,207,623120640,325582848,0.5225037129246753,159.02826422288877,588.3087731898548,0.27031428302628474,0.53125
27.0,393,198,623120640,311427072,0.49978616018881994,140.7999621675045,590.751284800911,0.23834050943275642,0.18359375
28.0,393,207,623120640,325582848,0.5225037129246753,140.0410670006381,588.096575270023,0.23812596925315985,0.23388671875
29.0,393,207,623120640,325582848,0.5225037129246753,144.38295936938223,589.1473318327529,0.2450710570482048,0.224609375
30.0,393,204,623120640,320864256,0.5149311953460569,150.8741364482006,592.2935107806794,0.2547286669565891,0.25634765625
31.0,393,180,623120640,283115520,0.454351054717109,145.68959179124823,597.8105916097982,0.24370527025781183,0.248291015625
32.0,393,219,623120640,344457216,0.5527937832391493,150.72335057649232,601.763806833277,0.25046928523278783,0.4423828125
33.0,393,213,623120640,335020032,0.5376487480819123,138.5003506728322,599.7329051168182,0.23093672114898314,0.2587890625
34.0,393,210,623120640,330301440,0.5300762305032939,147.84059476821668,598.2708775455804,0.2471131394105894,0.16845703125
35.0,393,231,623120640,363331584,0.5830838535536232,141.24745502795497,600.2657920415554,0.2353081866410549,0.4332275390625
36.0,393,225,623120640,353894400,0.5679388183963863,156.45328156861441,603.3425041063762,0.2593108897579507,0.3155517578125
37.0,393,213,623120640,335020032,0.5376487480819123,146.14198186067685,607.1224062956302,0.24071254881262766,0.4404296875
38.0,393,195,623120640,306708480,0.49221364261020145,118.05987797133214,610.3746469384555,0.19342198854998674,0.1474609375
39.0,393,207,623120640,325582848,0.5225037129246753,134.0367383324625,615.2276285716415,0.21786527800068445,0.2425537109375
40.0,393,204,623120640,320864256,0.5149311953460569,133.72684782487718,621.2178076280172,0.21526563820744865,0.39166259765625
41.0,393,219,623120640,344457216,0.5527937832391493,136.26711255409703,627.5446647219688,0.21714328909874428,0.466796875
42.0,393,240,623120640,377487360,0.6058014062894788,129.3465941103312,634.5225239356384,0.20384870391685453,0.220703125
43.0,393,228,623120640,358612992,0.5755113359750048,149.39229989925798,638.3708746160373,0.23402117145321422,0.3369140625
44.0,393,204,623120640,320864256,0.5149311953460569,141.81303037852757,641.0560942578328,0.22121781798628432,0.439453125
45.0,393,183,623120640,287834112,0.4619235722957275,136.83399597846582,645.7194839456383,0.21190934977267245,0.21484375
46.0,393,216,623120640,339738624,0.5452212656605309,157.04035099017705,649.0284195718446,0.24196221036634186,0.3037109375
47.0,393,234,623120640,368050176,0.5906563711322418,134.45049617575765,648.1137323943252,0.20744892363113102,0.5703125
