method,dispatch_mode,calib_hard_top2_general_loss,calib_hard_top2_code_loss,calib_hard_top2_avg_loss,calib_hard_top2_worst_loss,calib_hard_top2_general_acc,calib_hard_top2_code_acc,calib_hard_top2_avg_acc,calib_hard_top2_worst_acc,calib_max_topk_overflow_fraction,calib_max_top1_overflow_fraction,calib_max_topk_capacity_ratio,calib_capacity_aware_score,select_hard_top2_general_loss,select_hard_top2_code_loss,select_hard_top2_avg_loss,select_hard_top2_worst_loss,select_hard_top2_general_acc,select_hard_top2_code_acc,select_hard_top2_avg_acc,select_hard_top2_worst_acc,select_max_topk_overflow_fraction,select_max_top1_overflow_fraction,select_max_topk_capacity_ratio,select_capacity_aware_score,test_hard_top2_general_loss,test_hard_top2_code_loss,test_hard_top2_avg_loss,test_hard_top2_worst_loss,test_hard_top2_general_acc,test_hard_top2_code_acc,test_hard_top2_avg_acc,test_hard_top2_worst_acc,test_max_topk_overflow_fraction,test_max_top1_overflow_fraction,test_max_topk_capacity_ratio,test_capacity_aware_score,state_key,capacity_loss_coef,capacity_factor,selection_metric,selected_by_select_capacity_aware_score
unified_output_projection_bias_capacity_0,hard_top2,0.5553481140136719,0.6313075561523438,0.5933278350830078,0.6313075561523438,0.818,0.716,0.7669999999999999,0.716,0.079,0.3,1.2523961661341854,0.637,0.5483578109741211,0.6236995124816894,0.5860286617279052,0.6236995124816894,0.81,0.7325,0.77125,0.7325,0.07125,0.3275,1.228,0.66125,0.5356564903259278,0.6290125465393066,0.5823345184326172,0.6290125465393066,0.855,0.68,0.7675000000000001,0.68,0.08,0.3075,1.256,0.6000000000000001,output_projection_bias_capacity_0,0.0,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_output_projection_bias_capacity_0.05,hard_top2,0.5554647521972657,0.6307030944824219,0.5930839233398437,0.6307030944824219,0.808,0.716,0.762,0.716,0.071,0.28,1.2268370607028753,0.645,0.5510830879211426,0.6267850112915039,0.5889340496063232,0.6267850112915039,0.8025,0.7225,0.7625,0.7225,0.0675,0.3075,1.216,0.655,0.5370466041564942,0.6292851829528808,0.5831658935546875,0.6292851829528808,0.85,0.6825,0.76625,0.6825,0.0775,0.2875,1.248,0.605,output_projection_bias_capacity_0.05,0.05,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_output_projection_bias_capacity_0.1,hard_top2,0.5555267333984375,0.63143212890625,0.5934794311523437,0.63143212890625,0.802,0.718,0.76,0.718,0.069,0.276,1.220447284345048,0.649,0.5516830062866211,0.628171329498291,0.589927167892456,0.628171329498291,0.795,0.72,0.7575000000000001,0.72,0.06625,0.3,1.212,0.6537499999999999,0.5386354064941407,0.6309077644348144,0.5847715854644775,0.6309077644348144,0.845,0.6825,0.7637499999999999,0.6825,0.075,0.275,1.24,0.6075,output_projection_bias_capacity_0.1,0.1,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_output_projection_bias_capacity_0.25,hard_top2,0.5557680358886719,0.630989501953125,0.5933787689208985,0.630989501953125,0.78,0.712,0.746,0.712,0.062,0.254,1.1980830670926517,0.6499999999999999,0.5563544464111329,0.6284030151367187,0.5923787307739258,0.6284030151367187,0.7825,0.72,0.75125,0.72,0.06125,0.265,1.196,0.65875,0.5397248077392578,0.6323907089233398,0.5860577583312988,0.6323907089233398,0.8325,0.6725,0.7525,0.6725,0.07,0.27,1.224,0.6025,output_projection_bias_capacity_0.25,0.25,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_output_projection_bias_capacity_0.5,hard_top2,0.5566314086914063,0.6320238037109375,0.5943276062011719,0.6320238037109375,0.774,0.708,0.741,0.708,0.054,0.246,1.1725239616613419,0.6539999999999999,0.5562065315246582,0.6293638801574707,0.5927852058410644,0.6293638801574707,0.775,0.7125,0.74375,0.7125,0.04875,0.2625,1.156,0.6637500000000001,0.539729175567627,0.6325258255004883,0.5861275005340576,0.6325258255004883,0.8275,0.6725,0.75,0.6725,0.06375,0.265,1.204,0.60875,output_projection_bias_capacity_0.5,0.5,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_output_projection_bias_capacity_1,hard_top2,0.5576732177734375,0.6343155517578125,0.595994384765625,0.6343155517578125,0.764,0.696,0.73,0.696,0.038,0.238,1.121405750798722,0.6579999999999999,0.5560545349121093,0.6329660034179687,0.594510269165039,0.6329660034179687,0.7625,0.7075,0.735,0.7075,0.04,0.25,1.124,0.6675,0.538963794708252,0.6310321044921875,0.5849979496002198,0.6310321044921875,0.815,0.675,0.745,0.675,0.045,0.255,1.144,0.63,output_projection_bias_capacity_1,1.0,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,True
