method,dispatch_mode,calib_hard_top2_general_loss,calib_hard_top2_code_loss,calib_hard_top2_avg_loss,calib_hard_top2_worst_loss,calib_hard_top2_general_acc,calib_hard_top2_code_acc,calib_hard_top2_avg_acc,calib_hard_top2_worst_acc,calib_max_topk_overflow_fraction,calib_max_top1_overflow_fraction,calib_max_topk_capacity_ratio,calib_capacity_aware_score,select_hard_top2_general_loss,select_hard_top2_code_loss,select_hard_top2_avg_loss,select_hard_top2_worst_loss,select_hard_top2_general_acc,select_hard_top2_code_acc,select_hard_top2_avg_acc,select_hard_top2_worst_acc,select_max_topk_overflow_fraction,select_max_top1_overflow_fraction,select_max_topk_capacity_ratio,select_capacity_aware_score,test_hard_top2_general_loss,test_hard_top2_code_loss,test_hard_top2_avg_loss,test_hard_top2_worst_loss,test_hard_top2_general_acc,test_hard_top2_code_acc,test_hard_top2_avg_acc,test_hard_top2_worst_acc,test_max_topk_overflow_fraction,test_max_top1_overflow_fraction,test_max_topk_capacity_ratio,test_capacity_aware_score,state_key,capacity_loss_coef,capacity_factor,selection_metric,selected_by_select_capacity_aware_score
unified_moe_bias_capacity_0,hard_top2,0.5569389038085938,0.6288301086425782,0.592884506225586,0.6288301086425782,0.82,0.724,0.772,0.724,0.081,0.312,1.2587859424920127,0.643,0.5504032135009765,0.6217828559875488,0.5860930347442627,0.6217828559875488,0.82,0.7275,0.7737499999999999,0.7275,0.07375,0.335,1.236,0.65375,0.5379926681518554,0.6244962120056152,0.5812444400787353,0.6244962120056152,0.8575,0.6875,0.7725,0.6875,0.085,0.315,1.272,0.6025,bias_capacity_0,0.0,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_moe_bias_capacity_0.05,hard_top2,0.5575711364746094,0.6278490905761719,0.5927101135253907,0.6278490905761719,0.822,0.724,0.7729999999999999,0.724,0.077,0.302,1.2460063897763578,0.647,0.5512708854675293,0.6229018783569336,0.5870863819122314,0.6229018783569336,0.81,0.73,0.77,0.73,0.07,0.3275,1.224,0.6599999999999999,0.5391818809509278,0.6252486801147461,0.5822152805328369,0.6252486801147461,0.855,0.685,0.77,0.685,0.08,0.31,1.256,0.6050000000000001,bias_capacity_0.05,0.05,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_moe_bias_capacity_0.1,hard_top2,0.5590439758300781,0.6277835083007812,0.5934137420654297,0.6277835083007812,0.818,0.722,0.77,0.722,0.074,0.296,1.2364217252396166,0.648,0.5523054122924804,0.6254023742675782,0.5888538932800294,0.6254023742675782,0.8075,0.7225,0.765,0.7225,0.06875,0.32,1.22,0.65375,0.5403729438781738,0.6262644004821777,0.5833186721801757,0.6262644004821777,0.85,0.68,0.765,0.68,0.0775,0.2925,1.248,0.6025,bias_capacity_0.1,0.1,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_moe_bias_capacity_0.25,hard_top2,0.5588027954101562,0.6281189575195313,0.5934608764648437,0.6281189575195313,0.798,0.718,0.758,0.718,0.064,0.27,1.2044728434504792,0.6539999999999999,0.5563710594177246,0.6265254783630371,0.5914482688903808,0.6265254783630371,0.795,0.725,0.76,0.725,0.06,0.28,1.192,0.665,0.5423695945739746,0.6284554862976074,0.585412540435791,0.6284554862976074,0.8425,0.6825,0.7625,0.6825,0.07375,0.27,1.236,0.60875,bias_capacity_0.25,0.25,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_moe_bias_capacity_0.5,hard_top2,0.5588059997558594,0.6296501159667969,0.5942280578613282,0.6296501159667969,0.784,0.714,0.749,0.714,0.051,0.25,1.1629392971246006,0.6629999999999999,0.5577849960327148,0.6285232925415039,0.5931541442871093,0.6285232925415039,0.78,0.71,0.745,0.71,0.04875,0.255,1.156,0.66125,0.5420680809020996,0.6282251167297364,0.5851465988159179,0.6282251167297364,0.835,0.6775,0.75625,0.6775,0.0625,0.265,1.2,0.615,bias_capacity_0.5,0.5,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,False
unified_moe_bias_capacity_1,hard_top2,0.5611820678710937,0.6317904663085937,0.5964862670898436,0.6317904663085937,0.764,0.702,0.733,0.702,0.035,0.242,1.1118210862619808,0.6669999999999999,0.5594752693176269,0.6319148826599121,0.5956950759887696,0.6319148826599121,0.765,0.715,0.74,0.715,0.04,0.2525,1.128,0.6749999999999999,0.5420678901672363,0.6273846435546875,0.5847262668609619,0.6273846435546875,0.82,0.6825,0.75125,0.6825,0.0475,0.2625,1.152,0.635,bias_capacity_1,1.0,1.25,select_hard_top2_worst_acc_minus_max_topk_overflow_fraction,True
