sweep_capacity_loss_coef,epoch,examples,dispatch_mode,soft_loss_coef,dispatch_loss_coef,capacity_loss_coef,initial_kl_coef,load_balance_coef,capacity_factor,soft_ce,dispatch_ce,initial_kl,load_balance,capacity_overflow,capacity_ratio,total_loss,same_shape_action
0.25,3,1000,hard_top2,0.5,1.0,0.25,0.5,0.1,1.25,0.6143975553512573,0.5929302186965942,0.0001409048428758979,1.0517342329025268,0.08038942703604698,1.2357467584609985,1.0124111051559448,router_bias_only_capacity_calibration
0.25,4,1000,hard_top2,0.5,1.0,0.25,0.5,0.1,1.25,0.614288845539093,0.5928677091598511,0.0003050404815003276,1.0521923780441285,0.07755490908026695,1.2331645851135253,1.0122778120040894,router_bias_only_capacity_calibration
0.25,5,1000,hard_top2,0.5,1.0,0.25,0.5,0.1,1.25,0.6142256574630738,0.5933144960403443,0.0004746857895515859,1.05263547706604,0.07384713786840438,1.2267107629776002,1.0125299406051635,router_bias_only_capacity_calibration
0.25,6,1000,hard_top2,0.5,1.0,0.25,0.5,0.1,1.25,0.6142057681083679,0.593352297782898,0.0005748152723535896,1.0529606990814209,0.07287882244586945,1.2256802988052369,1.012566572189331,router_bias_only_capacity_calibration
0.25,7,1000,hard_top2,0.5,1.0,0.25,0.5,0.1,1.25,0.6142344250679016,0.5935481195449829,0.0005748215978965164,1.0529595937728882,0.07282627847790718,1.2251166591644287,1.0127575750350952,router_bias_only_capacity_calibration
0.5,0,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6145241303443909,0.5938222856521607,6.303395365830511e-05,1.0545843152999879,0.09049224174022674,1.2516239414215087,1.023487862586975,router_bias_only_capacity_calibration
0.5,1,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6148296484947204,0.5934178595542907,0.00026408749632537363,1.0514167070388794,0.08008581531047822,1.2223234071731568,1.019270709991455,router_bias_only_capacity_calibration
0.5,2,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6149213070869446,0.5936407942771912,0.0005594178466126323,1.0507449989318847,0.07271843710541726,1.2083856706619263,1.0175536794662476,router_bias_only_capacity_calibration
0.5,3,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6149716339111329,0.5945224466323853,0.0008981287507340312,1.050776294708252,0.0677704547047615,1.1929965496063233,1.0176890153884888,router_bias_only_capacity_calibration
0.5,4,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6149648656845093,0.5947736749649047,0.0010714511917904019,1.0510554857254029,0.06740125271677971,1.1918717288970948,1.0181455659866332,router_bias_only_capacity_calibration
0.5,5,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6149300351142883,0.5951388206481933,0.0010957932430319488,1.0512981033325195,0.06824653586745262,1.1948614692687989,1.0188992919921875,router_bias_only_capacity_calibration
0.5,6,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6148875246047973,0.5945796422958374,0.0010302949002943932,1.0514636135101318,0.0681820524930954,1.196224413871765,1.0183411207199096,router_bias_only_capacity_calibration
0.5,7,1000,hard_top2,0.5,1.0,0.5,0.5,0.1,1.25,0.6148459906578064,0.5944392991065979,0.0009192016110755503,1.0515785179138184,0.0697560810148716,1.201582405090332,1.0185769186019897,router_bias_only_capacity_calibration
1.0,0,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6145022945404053,0.5938718714714051,7.162958546541632e-05,1.0544382457733155,0.08922564667463302,1.248197727203369,1.0396778774261475,router_bias_only_capacity_calibration
1.0,1,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6148930950164795,0.5941108598709106,0.0004285117983818054,1.0513531637191773,0.07686275506019592,1.2145950326919555,1.0311907625198364,router_bias_only_capacity_calibration
1.0,2,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6151241436004639,0.5950750093460083,0.0010112533615902067,1.0508442821502686,0.06589074698090554,1.1902853727340699,1.026424301147461,router_bias_only_capacity_calibration
1.0,3,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6152874689102172,0.5962081460952758,0.0015565502615645529,1.051006992340088,0.06263594061136246,1.1712343330383301,1.0267390289306642,router_bias_only_capacity_calibration
1.0,4,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6154145746231079,0.5965727453231812,0.0019019691832363606,1.05130645942688,0.0626505813896656,1.163942174911499,1.0277218065261842,router_bias_only_capacity_calibration
1.0,5,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6154842205047607,0.5964848685264588,0.0019605188462883233,1.0513795728683473,0.06353626215457917,1.165729347229004,1.028004337310791,router_bias_only_capacity_calibration
1.0,6,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6155109729766846,0.5963081030845642,0.001850423819385469,1.051296911239624,0.06452079010009766,1.169463394165039,1.0279587869644164,router_bias_only_capacity_calibration
1.0,7,1000,hard_top2,0.5,1.0,1.0,0.5,0.1,1.25,0.6155013003349304,0.5960508418083191,0.0017114119483157993,1.051172695159912,0.06337703710794448,1.171033595085144,1.0268199977874757,router_bias_only_capacity_calibration
