left,right,same_config_for_average,mismatched_fields,left_weights_available,right_weights_available
qwen3_6_35b_a3b,qwen2_5_0_5b_dense,False,"model_type,hidden_size,num_hidden_layers,num_attention_heads,moe_intermediate_size,shared_expert_intermediate_size,num_experts,num_experts_per_tok,vocab_size",True,True
