attention_kind,tensor_count,delta_norm,base_norm,relative_delta_norm,mean_tensor_relative_delta_norm,p95_tensor_relative_delta_norm,max_tensor_relative_delta_norm,max_abs_delta
k_norm,48,3.9885364533951786,155.2322689134309,0.02569399056854271,0.023623651851772787,0.042375763074105004,0.0468348014915388,1.375
k_proj,48,34.22210713122227,174.91336391336222,0.19565175790783548,0.1916274461525708,0.23446370521915708,0.2937642515301633,0.140625
o_proj,48,88.3086723691427,507.0762253742959,0.17415265782567121,0.17220767215795782,0.22771351819535662,0.2570210628005096,0.3046875
q_norm,48,3.8974926387383655,138.89805860707503,0.028060094416178107,0.023832098271383398,0.03988764357206844,0.0745081364282475,1.6875
q_proj,48,111.49040372462854,502.3587535424681,0.22193383301960007,0.22109518606507242,0.2669256175657545,0.2896520489086477,0.36328125
v_proj,48,28.054282533659517,203.7232576571689,0.137707804480871,0.13737207135600701,0.185551894441523,0.2945318646495786,0.072265625
